"bsv"	"type"	"length"	"context"	"word"	"prefLabel"	"context"	"location"	"features"
"BSV_Ornement_Normandie_10_cle0b371a"	"html"	"3831"	"saïque annulaire du"	"poirier et d'ASPV"	""	"qui cause le Quince"	"2724-2741"	"type=N_KON_N, match=fcu, form=poirier et d'ASPV"
"BSV_Ornement_Normandie_11_cle0f71e8"	"html"	"3807"	"ganes de la plante ("	"fleurs, feuilles, tiges"	""	") en les recouvrant"	"3087-3110"	"type=N_PUN_N, match=fcu, form=fleurs, feuilles, tiges"
"BSV_Ornement_Normandie_n-08-2012_cle0693f1"	"html"	"5666"	"x du genre Prunus :"	"pruniers, pêchers, abricotiers, amandiers"	""	"mais aussi divers P"	"3752-3793"	"type=N_PUN_N, match=fcu, form=pruniers, pêchers, abricotiers, amandiers"
"BSV_PACA_12_01102013_cle0519e6"	"html"	"7164"	"sont en place dans"	"les vergers et les cultures"	""	"légumières. Les tra"	"5244-5271"	"type=N_KON_N, match=fcu, form=les vergers et les cultures"
"BSV_PACA_1_18032014_cle862463"	"html"	"7439"	"erne en particulier"	"la vigne et l'olivier"	""	", mais aussi de nomb"	"3138-3159"	"type=N_KON_N, match=fcu, form=la vigne et l'olivier"
"BSV_PACA_5_03072012_cle819e12"	"html"	"5688"	"sont en place dans"	"les vergers et les cultures"	""	"légumières. Les tra"	"4004-4031"	"type=N_KON_N, match=fcu, form=les vergers et les cultures"
"BSV_PACA_Arbo_13_3_aout_2011_cle83d227"	"html"	"18404"	"ICA Edelweiss, l'OP"	"Vergers de Beauregard, l'OP"	""	"Alpes Coop Fruits,"	"1971-1998"	"type=N_PUN_N, match=fcu, form=Vergers de Beauregard, l'OP"
"BSV_PACA_Arbo_13_3_aout_2011_cle83d227"	"html"	"18404"	"onnement du verger ("	"aubépines, cognassiers"	""	") et les vergers grê"	"7065-7087"	"type=N_PUN_N, match=fcu, form=aubépines, cognassiers"
"BSV_PACA_Arbo_13_3_aout_2011_cle83d227"	"html"	"18404"	"iété sensible (Pink"	"Lady , Golden"	""	") notamment à la fav"	"11074-11087"	"type=N_PUN_N, match=fcu, form=Lady , Golden"
"BSV_PACA_Arbo_4_6_mars_2013_cle081942"	"html"	"6187"	", Granny, Braeburn,"	"Gala, Golden"	""	". Les stades phénolo"	"1821-1833"	"type=N_PUN_N, match=fcu, form=Gala, Golden"
"BSV_PACA_Arbo_4_6_mars_2013_cle081942"	"html"	"6187"	"Nord : stade A sur"	"Golden,Zone"	""	"Sud : stade A sur G"	"2676-2687"	"type=N_PUN_N, match=fcu, form=Golden,Zone"
"BSV_PACA_Arbo_4_6_mars_2013_cle081942"	"html"	"6187"	"e Sud : stade A sur"	"Golden, stade"	""	"A-B sur Cripps Pink"	"2706-2719"	"type=N_PUN_N, match=fcu, form=Golden, stade"
"BSV_PACA_Arbo_4_6_mars_2013_cle081942"	"html"	"6187"	"tumulus visibles en"	"vergers et dégâts"	""	"visibles récents au"	"3865-3882"	"type=N_KON_N, match=fcu, form=vergers et dégâts"
"BSV_PDT_no_9_31_05_2012_cle8994c1"	"html"	"4993"	", Mac Cain, NORIAP,"	"Roquette, Féculerie de Vic"	""	", Pom'Alliance, Cham"	"3995-4021"	"type=N_PUN_N, match=fcu, form=Roquette, Féculerie de Vic"
"BSV_POMPOI_15_7juin2013"	"html"	"21291"	"utritionnelles dans"	"les bourgeons, pousses, fleurs"	""	"puis les jeunes fru"	"10945-10975"	"type=N_PUN_N, match=fcu, form=les bourgeons, pousses, fleurs"
"BSV_POMPOI_15_7juin2013"	"html"	"21291"	"sont en place dans"	"les vergers et les cultures"	""	"légumières. Les tra"	"18005-18032"	"type=N_KON_N, match=fcu, form=les vergers et les cultures"
"BSV_POMPOI_3_LIM_15mars2011_cle05e836"	"html"	"10403"	"ent apparent "" pour"	"Golden, stade"	""	"C à C3 "" gonflement"	"485-498"	"type=N_PUN_N, match=fcu, form=Golden, stade"
"BSV_POMPOI_3_LIM_15mars2011_cle05e836"	"html"	"10403"	"ment apparent"" pour"	"Gala et stade"	""	"C3 pour Braeburn su"	"534-547"	"type=N_KON_N, match=fcu, form=Gala et stade"
"BSV_POMPOI_3_LIM_15mars2011_cle05e836"	"html"	"10403"	"ition des premières"	"fleurs, les larves de psylles"	""	"sont cachées dans l"	"8912-8941"	"type=N_PUN_N, match=fcu, form=fleurs, les larves de psylles"
"BSV_Pois_Feverole_2011_no6_V2_cle8d1e15"	"html"	"21650"	"tiges étendues. En"	"pois de printemps, la maladie"	""	"n'a pas évolué et l"	"8492-8521"	"type=N_PUN_N, match=fcu, form=pois de printemps, la maladie"
"BSV_Pois_Feverole_2011_no6_V2_cle8d1e15"	"html"	"21650"	"ade 9 feuilles pour"	"le pois et début"	""	"floraison pour la f"	"16702-16718"	"type=N_KON_N, match=fcu, form=le pois et début"
"BSV_Pois_Feverole_2011_no8_cle4d5c14"	"html"	"18923"	"pucerons noirs. En"	"revanche, la parcelle de féverole"	""	"de printemps présen"	"4475-4508"	"type=N_PUN_N, match=fcu, form=revanche, la parcelle de féverole"
"BSV_Pois_Feverole_2011_no8_cle4d5c14"	"html"	"18923"	"ade 9 feuilles pour"	"le pois et début"	""	"floraison pour la f"	"15267-15283"	"type=N_KON_N, match=fcu, form=le pois et début"
"BSV_Pois_Feverole_2011_no9_cle411b1a"	"html"	"18438"	"ade 9 feuilles pour"	"le pois et début"	""	"floraison pour la f"	"13881-13897"	"type=N_KON_N, match=fcu, form=le pois et début"
"BSV_RAISIN_N17_22072014"	"html"	"18096"	"deus titanus) étant"	"la vigne, le développement de la maladie"	""	"peut être très rapi"	"6089-6129"	"type=N_PUN_N, match=fcu, form=la vigne, le développement de la maladie"
"BSV_RAISIN_N17_22072014"	"html"	"18096"	"né sur l'étiquette ("	"raisin du cuve et raisin de table"	""	"). Annexe de l'arrêt"	"12479-12512"	"type=N_KON_N, match=fcu, form=raisin du cuve et raisin de table"
"BSV_RA_2013_MARAICH_07_cle07818c"	"html"	"11320"	"URES DE PLEIN CHAMP"	"Ail, salade"	""	"...... . . .. ... ."	"693-704"	"type=N_PUN_N, match=fcu, form=Ail, salade"
"BSV_RA_2013_MARAICH_07_cle07818c"	"html"	"11320"	"...... . . .. ... ."	"Carotte, céleri"	""	", ... Chou, navet, r"	"725-740"	"type=N_PUN_N, match=fcu, form=Carotte, céleri"
"BSV_RA_2013_MARAICH_07_cle07818c"	"html"	"11320"	"arotte, céleri, ..."	"Chou, navet, radis, épinard, pomme de terre"	""	".. ... .. Poireau,"	"746-789"	"type=N_PUN_N, match=fcu, form=Chou, navet, radis, épinard, pomme de terre"
"BSV_RA_2013_MARAICH_07_cle07818c"	"html"	"11320"	"de terre .. ... .."	"Poireau, oignons, échalotes, melon"	""	"... p1 p2 p3 p4 CUL"	"800-834"	"type=N_PUN_N, match=fcu, form=Poireau, oignons, échalotes, melon"
"BSV_RA_2013_MARAICH_07_cle07818c"	"html"	"11320"	"1. Zone Manziat Sur"	"radis, présence"	""	"d'altises avec une"	"5623-5638"	"type=N_PUN_N, match=fcu, form=radis, présence"
"BSV_RA_2013_MARAICH_07_cle07818c"	"html"	"11320"	"EGETAL RHONE-ALPES"	"Poireau, oignons, échalotes"	""	"Zone Feillens - Zon"	"6508-6535"	"type=N_PUN_N, match=fcu, form=Poireau, oignons, échalotes"
"BSV_RA_2013_MARAICH_07_cle07818c"	"html"	"11320"	"ne Drôme centre Sur"	"oignon, le botrytis"	""	"se retrouve parfois"	"6830-6849"	"type=N_PUN_N, match=fcu, form=oignon, le botrytis"
"BSV_RA_2014_MARAICH_09_cle0489d1"	"html"	"8009"	". ... . p1 Carotte,"	"céleri, chou, radis, poireau, courgette, pomme de terre"	""	". p2 CULTURES SOUS"	"719-774"	"type=N_PUN_N, match=fcu, form=céleri, chou, radis, poireau, courgette, pomme de terre"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"html"	"40649"	"en particulier dans"	"les parcelles de pêchers et d'abricotiers"	""	"attaquées en 2013."	"419-460"	"type=N_KON_N, match=fcu, form=les parcelles de pêchers et d'abricotiers"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"html"	"40649"	"ne-Loire le 2 juin."	"CARPOCAPSE DES POMMIERS ET POIRIERS"	""	"- CYDIA POMONELLA L"	"28519-28554"	"type=N_KON_N, match=fcu, form=CARPOCAPSE DES POMMIERS ET POIRIERS"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"html"	"40649"	"récoltes/semaine en"	"framboise et fraise"	""	"). Veiller à la bonn"	"37937-37956"	"type=N_KON_N, match=fcu, form=framboise et fraise"
"BSV_RA_Arbono17du07062011_cle057aed"	"html"	"23557"	"portants dégâts sur"	"abricot et pêche"	""	". Il attaque princip"	"2441-2457"	"type=N_KON_N, match=fcu, form=abricot et pêche"
"BSV_RA_Arbono17du07062011_cle057aed"	"html"	"23557"	"e aux Prunus, et en"	"particulier aux pêchers, abricotiers et pruniers"	""	". Les symptômes se p"	"3610-3658"	"type=N_PUN_N_KON_N, match=fcu, form=particulier aux pêchers, abricotiers et pruniers"
"BSV_RA_Arbono17du07062011_cle057aed"	"html"	"23557"	"IRIER CARPOCAPSE DU"	"POMMIER ET POIRIER"	""	"-CYDIA POMONELLA Le"	"14712-14730"	"type=N_KON_N, match=fcu, form=POMMIER ET POIRIER"
"BSV_RA_Arbono17du07062011_cle057aed"	"html"	"23557"	"pièges installés en"	"vergers de pommiers et poiriers"	""	"se poursuit en Savo"	"15672-15703"	"type=N_KON_N, match=fcu, form=vergers de pommiers et poiriers"
"BSV_RA_Arbono17du07062011_cle057aed"	"html"	"23557"	"posés sur certaines"	"parcelles de pommiers et poiriers de Savoie"	""	"/Haute-Savoie pour s"	"16339-16382"	"type=N_KON_N, match=fcu, form=parcelles de pommiers et poiriers de Savoie"
"BSV_RA_Arbono17du07062011_cle057aed"	"html"	"23557"	"ur 50 observées) en"	"pommier et poirier"	""	". FEU BACTERIEN-ERWI"	"16980-16998"	"type=N_KON_N, match=fcu, form=pommier et poirier"
"BSV_RA_Arbono20du26062012_cle0e141e"	"html"	"30331"	"e aux Prunus, et en"	"particulier aux pêchers, abricotiers et pruniers"	""	". Les symptômes se p"	"2263-2311"	"type=N_PUN_N_KON_N, match=fcu, form=particulier aux pêchers, abricotiers et pruniers"
"BSV_RA_Arbono20du26062012_cle0e141e"	"html"	"30331"	"été observée sur 8"	"parcelles de pêchers et d'abricotiers"	""	"de Moyenne Vallée d"	"4037-4074"	"type=N_KON_N, match=fcu, form=parcelles de pêchers et d'abricotiers"
"BSV_RA_Arbono20du26062012_cle0e141e"	"html"	"30331"	"IRIER CARPOCAPSE DU"	"POMMIER ET POIRIER"	""	"-CYDIA POMONELLA Le"	"18402-18420"	"type=N_KON_N, match=fcu, form=POMMIER ET POIRIER"
"BSV_RA_Arbono20du26062012_cle0e141e"	"html"	"30331"	"casionnellement aux"	"pommiers et poiriers"	""	". Des pièges sont en"	"21924-21944"	"type=N_KON_N, match=fcu, form=pommiers et poiriers"
"BSV_RA_Arbono20du26062012_cle0e141e"	"html"	"30331"	"posés sur certaines"	"parcelles de pommiers et poiriers"	""	"pour suivre le vol"	"22574-22607"	"type=N_KON_N, match=fcu, form=parcelles de pommiers et poiriers"
"BSV_RA_Arbono20du26062012_cle0e141e"	"html"	"30331"	"z attentivement vos"	"vergers, la bactérie"	""	"est un organisme de"	"24597-24617"	"type=N_PUN_N, match=fcu, form=vergers, la bactérie"
"BSV_RA_Arbono20du26062012_cle0e141e"	"html"	"30331"	"pièges installés en"	"cerisiers, fraisiers, framboisiers, myrtilles, pêchers et abricotiers"	""	". Sur les parcelles,"	"27989-28058"	"type=N_PUN_N_KON_N, match=fcu, form=cerisiers, fraisiers, framboisiers, myrtilles, pêchers et abricotiers"
"BSV_RA_Arbono20du26062012_cle0e141e"	"html"	"30331"	"eilles feuilles sur"	"fraisier, éclaircissage"	""	"des latérales basse"	"28469-28492"	"type=N_PUN_N, match=fcu, form=fraisier, éclaircissage"
"BSV_RA_Arbono22du02072013_cle01ede7"	"html"	"33971"	"(principalement sur"	"prunier et abricotier"	""	") peut dans certaine"	"1699-1720"	"type=N_KON_N, match=fcu, form=prunier et abricotier"
"BSV_RA_Arbono22du02072013_cle01ede7"	"html"	"33971"	"ricotier mais aussi"	"le pêcher et le prunier"	""	". En été, la maladie"	"4086-4109"	"type=N_KON_N, match=fcu, form=le pêcher et le prunier"
"BSV_RA_Arbono22du02072013_cle01ede7"	"html"	"33971"	"nt n'a été fait sur"	"les parcelles de pêchers et d'abricotiers du secteur"	""	"Rhône-Loire et Nyon"	"5060-5112"	"type=N_KON_N, match=fcu, form=les parcelles de pêchers et d'abricotiers du secteur"
"BSV_RA_Arbono22du02072013_cle01ede7"	"html"	"33971"	"le 1er juillet sur"	"les parcelles de pêchers et d'abricotiers du réseau"	""	". 300 Vol de Tordeus"	"7830-7881"	"type=N_KON_N, match=fcu, form=les parcelles de pêchers et d'abricotiers du réseau"
"BSV_RA_Arbono22du02072013_cle01ede7"	"html"	"33971"	"e-Loire. 100 Vol de"	"Carpocapses des pommes et poires"	""	"Toutes zones (cumul"	"19586-19618"	"type=N_KON_N, match=fcu, form=Carpocapses des pommes et poires"
"BSV_RA_Arbono22du02072013_cle01ede7"	"html"	"33971"	"s pièges suivis sur"	"cerisier, fraisier, framboisier, cassis, mûrier"	""	"et pêcher. Soyez pa"	"30783-30830"	"type=N_PUN_N, match=fcu, form=cerisier, fraisier, framboisier, cassis, mûrier"
"BSV_RA_Arbono22du02072013_cle01ede7"	"html"	"33971"	"eilles feuilles sur"	"fraisier, éclaircissage"	""	"des latérales basse"	"31327-31350"	"type=N_PUN_N, match=fcu, form=fraisier, éclaircissage"
"BSV_RA_Arbono23du17072012_cle0139a2"	"html"	"27551"	"(principalement sur"	"prunier et abricotier"	""	") peut dans certaine"	"1309-1330"	"type=N_KON_N, match=fcu, form=prunier et abricotier"
"BSV_RA_Arbono23du17072012_cle0139a2"	"html"	"27551"	"ricotier mais aussi"	"le pêcher et le prunier"	""	". En été, la maladie"	"2735-2758"	"type=N_KON_N, match=fcu, form=le pêcher et le prunier"
"BSV_RA_Arbono23du17072012_cle0139a2"	"html"	"27551"	"juillet, sur les 7"	"parcelles de pêchers et d'abricotiers"	""	"de Moyenne Vallée d"	"5321-5358"	"type=N_KON_N, match=fcu, form=parcelles de pêchers et d'abricotiers"
"BSV_RA_Arbono23du17072012_cle0139a2"	"html"	"27551"	"u Rhône observées à"	"l'approche de la récolte, une parcelle de pêchers et une parcelle"	""	"d'abricotiers prése"	"5398-5463"	"type=N_PUN_N_KON_N, match=fcu, form=l'approche de la récolte, une parcelle de pêchers et une parcelle"
"BSV_RA_Arbono23du17072012_cle0139a2"	"html"	"27551"	"été observée sur 3"	"parcelles de pêchers et d'abricotiers"	""	"de Moyenne Vallée d"	"5870-5907"	"type=N_KON_N, match=fcu, form=parcelles de pêchers et d'abricotiers"
"BSV_RA_Arbono23du17072012_cle0139a2"	"html"	"27551"	"IRIER CARPOCAPSE DU"	"POMMIER ET POIRIER"	""	"-CYDIA POMONELLA Le"	"14705-14723"	"type=N_KON_N, match=fcu, form=POMMIER ET POIRIER"
"BSV_RA_Arbono23du17072012_cle0139a2"	"html"	"27551"	"casionnellement aux"	"pommiers et poiriers"	""	". Les suivis réalisé"	"19554-19574"	"type=N_KON_N, match=fcu, form=pommiers et poiriers"
"BSV_RA_Arbono23du17072012_cle0139a2"	"html"	"27551"	"posés sur certaines"	"parcelles de pommiers et poiriers"	""	"pour suivre le vol"	"20088-20121"	"type=N_KON_N, match=fcu, form=parcelles de pommiers et poiriers"
"BSV_RA_Arbono23du17072012_cle0139a2"	"html"	"27551"	"z attentivement vos"	"vergers, la bactérie"	""	"est un organisme de"	"21384-21404"	"type=N_PUN_N, match=fcu, form=vergers, la bactérie"
"BSV_RA_Arbono23du17072012_cle0139a2"	"html"	"27551"	"é des blessures sur"	"abricot, pêche, kiwi"	""	", prune, pomme et po"	"22870-22890"	"type=N_PUN_N, match=fcu, form=abricot, pêche, kiwi"
"BSV_RA_Arbono23du17072012_cle0139a2"	"html"	"27551"	"les plus sensibles ("	"fraisiers, framboisiers"	""	", Petits fruits). Le"	"24295-24318"	"type=N_PUN_N, match=fcu, form=fraisiers, framboisiers"
"BSV_RA_Arbono23du17072012_cle0139a2"	"html"	"27551"	"eilles feuilles sur"	"fraisier, éclaircissage"	""	"des latérales basse"	"25678-25701"	"type=N_PUN_N, match=fcu, form=fraisier, éclaircissage"
"BSV_RA_Arbono30du10092013_cle067bb6"	"html"	"21716"	"casionnellement aux"	"pommiers et poiriers"	""	". Les prises se main"	"12107-12127"	"type=N_KON_N, match=fcu, form=pommiers et poiriers"
"BSV_RA_Arbono30du10092013_cle067bb6"	"html"	"21716"	"en particulier sur"	"fraises, framboises"	""	"et Petits fruits. L"	"18483-18502"	"type=N_PUN_N, match=fcu, form=fraises, framboises"
"BSV_RA_GC_no03_du_08_03_2012_cle81452d"	"html"	"7895"	"ournesoll : CETIOM,"	"Blé et maïs"	""	": ARVALIS-Institut"	"6525-6536"	"type=N_KON_N, match=fcu, form=Blé et maïs"
"BSV_RA_GC_no04_du_15_03_2012_cle8a6195"	"html"	"5753"	"ournesoll : CETIOM,"	"Blé et maïs"	""	": ARVALIS-Institut"	"4377-4388"	"type=N_KON_N, match=fcu, form=Blé et maïs"
"BSV_RA_GC_no07_du_14_03_2013_cle84665e-1"	"html"	"9451"	"7 du 14 mars2013 2"	"Blé et orge"	""	"24 parcelles de blé"	"4144-4155"	"type=N_KON_N, match=fcu, form=Blé et orge"
"BSV_RA_GC_no07_du_14_03_2013_cle84665e-1"	"html"	"9451"	"sque et rédaction :"	"Colza et tournesol"	""	": CETIOM, Blé et ma"	"8047-8065"	"type=N_KON_N, match=fcu, form=Colza et tournesol"
"BSV_RA_GC_no07_du_14_03_2013_cle84665e-1"	"html"	"9451"	"tournesol : CETIOM,"	"Blé et maïs"	""	": ARVALIS-Institut"	"8076-8087"	"type=N_KON_N, match=fcu, form=Blé et maïs"
"BSV_RA_GC_no10_du_26_04_2012_cle8938d3"	"html"	"15202"	"ultures mellifères ("	"colza, tournesol, féverole, luzerne, maïs"	""	", CIPAN ) en début d"	"12059-12100"	"type=N_PUN_N, match=fcu, form=colza, tournesol, féverole, luzerne, maïs"
"BSV_RA_GC_no10_du_26_04_2012_cle8938d3"	"html"	"15202"	"ournesoll : CETIOM,"	"Blé et maïs"	""	": ARVALIS-Institut"	"13825-13836"	"type=N_KON_N, match=fcu, form=Blé et maïs"
"BSV_RA_GC_no11_du_11_04_2013_cle8386ed"	"html"	"11805"	"ations spécifiques."	"Blé et orge"	""	"29 parcelles au tot"	"4745-4756"	"type=N_KON_N, match=fcu, form=Blé et orge"
"BSV_RA_GC_no11_du_11_04_2013_cle8386ed"	"html"	"11805"	"1 avril 2013 3 Sur"	"blés, la rouille"	""	"brune confirme sa p"	"6433-6449"	"type=N_PUN_N, match=fcu, form=blés, la rouille"
"BSV_RA_GC_no11_du_11_04_2013_cle8386ed"	"html"	"11805"	"ultures mellifères ("	"colza, tournesol, féverole, luzerne, maïs"	""	", CIPAN ) en début d"	"8496-8537"	"type=N_PUN_N, match=fcu, form=colza, tournesol, féverole, luzerne, maïs"
"BSV_RA_GC_no11_du_11_04_2013_cle8386ed"	"html"	"11805"	"sque et rédaction :"	"Colza et tournesol"	""	": CETIOM, Blé et ma"	"10402-10420"	"type=N_KON_N, match=fcu, form=Colza et tournesol"
"BSV_RA_GC_no11_du_11_04_2013_cle8386ed"	"html"	"11805"	"tournesol : CETIOM,"	"Blé et maïs"	""	": ARVALIS-Institut"	"10431-10442"	"type=N_KON_N, match=fcu, form=Blé et maïs"
"BSV_RA_GC_no13_du_14102010_cle45f21b"	"html"	"5357"	"sque et rédaction :"	"Colza et tournesol"	""	": CETIOM, Blé et ma"	"4171-4189"	"type=N_KON_N, match=fcu, form=Colza et tournesol"
"BSV_RA_GC_no13_du_14102010_cle45f21b"	"html"	"5357"	"tournesol : CETIOM,"	"Blé et maïs"	""	": ARVALIS-Institut"	"4200-4211"	"type=N_KON_N, match=fcu, form=Blé et maïs"
"BSV_RA_GC_no23_du_17_02_2011_cle8c13b8"	"html"	"6494"	"sque et rédaction :"	"Colza et tournesol"	""	": CETIOM, Blé et ma"	"5307-5325"	"type=N_KON_N, match=fcu, form=Colza et tournesol"
"BSV_RA_GC_no23_du_17_02_2011_cle8c13b8"	"html"	"6494"	"tournesol : CETIOM,"	"Blé et maïs"	""	": ARVALIS-Institut"	"5336-5347"	"type=N_KON_N, match=fcu, form=Blé et maïs"
"BSV_Tomate_d_industrie_no3-2_cle8599f7"	"html"	"6480"	"sont en place dans"	"les vergers et les cultures"	""	"légumières. Les tra"	"4803-4830"	"type=N_KON_N, match=fcu, form=les vergers et les cultures"
"BSV_Tomate_d_industrie_no8_cle46d127-1"	"html"	"4930"	"sont en place dans"	"les vergers et les cultures"	""	"légumières. Les tra"	"3232-3259"	"type=N_KON_N, match=fcu, form=les vergers et les cultures"
"BSV_Vigne_FC_11_-16_juin_09"	"html"	"6299"	"é par la Société de"	"Viticulture du Jura et la Chambre"	""	"d'agriculture du Ju"	"5476-5509"	"type=N_KON_N, match=fcu, form=Viticulture du Jura et la Chambre"
"BSV_Viti_06"	"html"	"10007"	"hytoService, Espace"	"Vigne, Soufflet"	""	"Vigne, VitAgri, COP"	"816-831"	"type=N_PUN_N, match=fcu, form=Vigne, Soufflet"
"BSV_Viti_06"	"html"	"10007"	"Vendômois, Cave des"	"Vins de Bourgueil, Cave des Producteurs"	""	"de Vouvray, Agri Né"	"1010-1049"	"type=N_PUN_N, match=fcu, form=Vins de Bourgueil, Cave des Producteurs"
"BSV_Viti_No19_du_29_juillet_2014_cle08937a"	"html"	"13626"	"sont en place dans"	"les vergers et les cultures"	""	"légumières. Les tra"	"12625-12652"	"type=N_KON_N, match=fcu, form=les vergers et les cultures"
"BSV_ZNA_02_002"	"html"	"32764"	"Alliacées ("	"oignons, poireaux, échalotes, ails, ciboulettes"	""	") .................."	"2251-2298"	"type=N_PUN_N, match=fcu, form=oignons, poireaux, échalotes, ails, ciboulettes"
"BSV_ZNA_02_002"	"html"	"32764"	"tes) et FDGDON 37 ("	"Légumes et Espèces"	""	"envahissantes) Dire"	"3155-3173"	"type=N_KON_N, match=fcu, form=Légumes et Espèces"
"BSV_ZNA_02_002"	"html"	"32764"	"'œuf sur les Ribes ("	"cassis et groseillier"	""	"). Dès le mois d'avr"	"19567-19588"	"type=N_KON_N, match=fcu, form=cassis et groseillier"
"BSV_ZNA_02_002"	"html"	"32764"	"Légumes Alliacées ("	"oignons, poireaux, échalotes, ails, ciboulettes"	""	") Mouche des alliums"	"27081-27128"	"type=N_PUN_N, match=fcu, form=oignons, poireaux, échalotes, ails, ciboulettes"
"BSV_ZNA_02_002"	"html"	"32764"	"ille des alliacées ("	"oignons, ciboulettes, poireaux, échalotes et ails"	""	"). Photo : Cyril Kru"	"28139-28188"	"type=N_PUN_N_KON_N, match=fcu, form=oignons, ciboulettes, poireaux, échalotes et ails"
"BSV_ZNA_03_cle0b3cb8"	"html"	"4789"	"égion dans certains"	"jardins et prairies"	""	". L'aspect velu des"	"659-678"	"type=N_KON_N, match=fcu, form=jardins et prairies"
"BSV_ZNA_03_cle0b3cb8"	"html"	"4789"	"nières tombes. Dans"	"les parcs et jardins"	""	", aucune raison de c"	"3244-3264"	"type=N_KON_N, match=fcu, form=les parcs et jardins"
"BSV_ZNA_n_07_du_28_juin_2013"	"html"	"11466"	"les n° juin du 2013"	"Parcs, jardins et jardins"	""	"autres zones non zo"	"81-106"	"type=N_PUN_N_KON_N, match=fcu, form=Parcs, jardins et jardins"
"BSV_ZNA_n_07_du_28_juin_2013"	"html"	"11466"	"oleillement > 80%)"	"Parcs, jardins"	""	"et autres zones non"	"1708-1722"	"type=N_PUN_N, match=fcu, form=Parcs, jardins"
"BSV_ZNA_n_07_du_28_juin_2013"	"html"	"11466"	"07 du 28 juin 2013"	"Parcs, jardins"	""	"et autres zones non"	"1776-1790"	"type=N_PUN_N, match=fcu, form=Parcs, jardins"
"BSV_ZNA_n_07_du_28_juin_2013"	"html"	"11466"	"tions circulaires."	"Parcs, jardins"	""	"et autres zones non"	"4082-4096"	"type=N_PUN_N, match=fcu, form=Parcs, jardins"
"BSV_ZNA_n_07_du_28_juin_2013"	"html"	"11466"	"s fortes attaques."	"Parcs, jardins"	""	"et autres zones non"	"6080-6094"	"type=N_PUN_N, match=fcu, form=Parcs, jardins"
"BSV_ZNA_n_07_du_28_juin_2013"	"html"	"11466"	"nitaire importants"	"Parcs, jardins"	""	"et autres zones non"	"6901-6915"	"type=N_PUN_N, match=fcu, form=Parcs, jardins"
"BSV_ZNA_n_07_du_28_juin_2013"	"html"	"11466"	"sont en place dans"	"les vergers et les cultures"	""	"légumières. Les tra"	"9776-9803"	"type=N_KON_N, match=fcu, form=les vergers et les cultures"
"BSV_ZNA_n_07_du_28_juin_2013"	"html"	"11466"	"www.itsap.asso.fr"	"Parcs, jardins"	""	"et autres zones non"	"10307-10321"	"type=N_PUN_N, match=fcu, form=Parcs, jardins"
"BSV_ZNA_n_07_du_28_juin_2013"	"html"	"11466"	"de santé du végétal"	"Parcs, jardins"	""	"et autres zones non"	"10498-10512"	"type=N_PUN_N, match=fcu, form=Parcs, jardins"
"BSV_ZNA_n_10_du_13_septembre_2013"	"html"	"11445"	"es non agricoles n°"	"septembre du Parcs, jardins et jardins"	""	"autres zones non zo"	"36-74"	"type=N_PUN_N_KON_N, match=fcu, form=septembre du Parcs, jardins et jardins"
"BSV_ZNA_n_10_du_13_septembre_2013"	"html"	"11445"	"nementales, comme :"	"le cyclamen, la primevère, le lis, le lilas, le troène, le tilleul, le bégonia, l'hortensia, le fusain, l'aubépine, le rosier, l'hibiscus"	""	"En bourgogne, leur"	"484-621"	"type=N_PUN_N, match=fcu, form=le cyclamen, la primevère, le lis, le lilas, le troène, le tilleul, le bégonia, l'hortensia, le fusain, l'aubépine, le rosier, l'hibiscus"
"BSV_ZNA_n_10_du_13_septembre_2013"	"html"	"11445"	"ment de la plante."	"Parcs, jardins"	""	"et autres zones non"	"1673-1687"	"type=N_PUN_N, match=fcu, form=Parcs, jardins"
"BSV_ZNA_n_10_du_13_septembre_2013"	"html"	"11445"	"t à l'automne. Dans"	"les parcs et jardins"	""	", elle peut nuire à"	"1909-1929"	"type=N_KON_N, match=fcu, form=les parcs et jardins"
"BSV_ZNA_n_10_du_13_septembre_2013"	"html"	"11445"	"de ce champignon."	"Parcs, jardins"	""	"et autres zones non"	"3515-3529"	"type=N_PUN_N, match=fcu, form=Parcs, jardins"
"BSV_ZNA_n_10_du_13_septembre_2013"	"html"	"11445"	"rintemps prochain."	"Parcs, jardins"	""	"et autres zones non"	"5813-5827"	"type=N_PUN_N, match=fcu, form=Parcs, jardins"
"BSV_ZNA_n_10_du_13_septembre_2013"	"html"	"11445"	"edon-bourgogne.com"	"Parcs, jardins"	""	"et autres zones non"	"7778-7792"	"type=N_PUN_N, match=fcu, form=Parcs, jardins"
"BSV_ZNA_n_10_du_13_septembre_2013"	"html"	"11445"	"sont en place dans"	"les vergers et les cultures"	""	"légumières. Les tra"	"9533-9560"	"type=N_KON_N, match=fcu, form=les vergers et les cultures"
"BSV_ZNA_n_10_du_13_septembre_2013"	"html"	"11445"	"tion du Bulletin de"	"santé du végétalParcs, jardins"	""	"et autres zones non"	"10170-10200"	"type=N_PUN_N, match=fcu, form=santé du végétalParcs, jardins"
