"bsv"	"context"	"full_expression"	"no_match"	"match_with_fcu"	"context"	"location"	"features"
"Bulletin-de-sante-du-vegetal-no24-1675"	"Arterris, Caussade"	"semences, Chambres"	", Chambres"	"semences ( semence ) =http://ontology.inrae.fr/frenchcropusage/Semences"	"d'agriculture de l'"	"22873-22891"	"type=N_PUN_N, match=fcu, form=semences, Chambres"
"Bulletin-de-sante-du-vegetal-no24"	"articulièrement aux"	"cerisiers, abricotiers, pêchers"	"cerisiers, abricotiers, pêchers"	"cerisiers ( cerisier ) =http://ontology.inrae.fr/frenchcropusage/Cerisiers, abricotiers ( abricotier ) =http://ontology.inrae.fr/frenchcropusage/Abricotiers, pêchers ( pêcher ) =http://ontology.inrae.fr/frenchcropusage/Pechers"	", petits fruits roug"	"8592-8623"	"type=N_PUN_N, match=fcu, form=cerisiers, abricotiers, pêchers"
"Bulletin-de-sante-du-vegetal-no8-1760"	"sées par la Chambre"	"d'Agriculture du Tarn, la Cave de Labastide, la Maison des Vins"	"d'Agriculture du Tarn, la Cave de Labastide, la Maison des Vins"	"Vins ( vigne de cuve ) =http://ontology.inrae.fr/frenchcropusage/Vignes_cuve, Vins ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"de Gaillac, Vinoval"	"8377-8440"	"type=N_PUN_N, match=fcu, form=d'Agriculture du Tarn, la Cave de Labastide, la Maison des Vins"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"....... 4"	"Asperge, Courgette, Poireau"	"Asperge, Courgette, Poireau"	"Asperge ( asperge ) =http://ontology.inrae.fr/frenchcropusage/Asperges, Courgette ( courgette ) =http://ontology.inrae.fr/frenchcropusage/Courgettes, Poireau ( poireau ) =http://ontology.inrae.fr/frenchcropusage/Poireaux"	"..................."	"999-1026"	"type=N_PUN_N, match=fcu, form=Asperge, Courgette, Poireau"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"13 Oignon-"	"échalote et pomme de terre"	"échalote et pomme de terre"	"échalote ( échalote ) =http://ontology.inrae.fr/frenchcropusage/Echalotes, pomme de terre ( pomme de terre ) =http://ontology.inrae.fr/frenchcropusage/Pommes_de_terre, pomme ( pommier ) =http://ontology.inrae.fr/frenchcropusage/Pommiers"	"primeur ..........."	"2148-2174"	"type=N_KON_N, match=fcu, form=échalote et pomme de terre"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"symptômes typiques ("	"feuilles, fruits"	"feuilles, "	"fruits ( culture fruitière ) =http://ontology.inrae.fr/frenchcropusage/Cultures_fruitieres"	"gaufrées et fleurs"	"11411-11427"	"type=N_PUN_N, match=fcu, form=feuilles, fruits"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"vinaigre de cidre."	"Asperge, Courgette, Poireau"	"Asperge, Courgette, Poireau"	"Asperge ( asperge ) =http://ontology.inrae.fr/frenchcropusage/Asperges, Courgette ( courgette ) =http://ontology.inrae.fr/frenchcropusage/Courgettes, Poireau ( poireau ) =http://ontology.inrae.fr/frenchcropusage/Poireaux"	"AspergeParcelles su"	"13973-14000"	"type=N_PUN_N, match=fcu, form=Asperge, Courgette, Poireau"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"ement, la charge en"	"fruits, le type de sol"	", le type de sol"	"fruits ( culture fruitière ) =http://ontology.inrae.fr/frenchcropusage/Cultures_fruitieres"	"accentuent ou non c"	"30826-30848"	"type=N_PUN_N, match=fcu, form=fruits, le type de sol"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"e limitée (quelques"	"pieds et fruits"	"pieds et "	"fruits ( culture fruitière ) =http://ontology.inrae.fr/frenchcropusage/Cultures_fruitieres"	"touchés à l'échelle"	"31454-31469"	"type=N_KON_N, match=fcu, form=pieds et fruits"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"e). Oignon-Oignon -"	"échalote et pomme de terre"	"échalote et pomme de terre"	"échalote ( échalote ) =http://ontology.inrae.fr/frenchcropusage/Echalotes, pomme de terre ( pomme de terre ) =http://ontology.inrae.fr/frenchcropusage/Pommes_de_terre, pomme ( pommier ) =http://ontology.inrae.fr/frenchcropusage/Pommiers"	"primeur Oignon-écha"	"32772-32798"	"type=N_KON_N, match=fcu, form=échalote et pomme de terre"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"ips rencontrées sur"	"oignon, oignon"	"oignon, oignon"	"oignon ( oignon ) =http://ontology.inrae.fr/frenchcropusage/Oignons, oignon ( oignon ) =http://ontology.inrae.fr/frenchcropusage/Oignons"	"bulbille, échalote"	"33786-33800"	"type=N_PUN_N, match=fcu, form=oignon, oignon"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"sur oignon, oignon"	"bulbille, échalote"	"bulbille, "	"échalote ( échalote ) =http://ontology.inrae.fr/frenchcropusage/Echalotes"	"sont en augmentatio"	"33801-33819"	"type=N_PUN_N, match=fcu, form=bulbille, échalote"
"E99025SV4XDTwiyKO3pG6i7C"	"au stade floraison ("	"Chardonnay, côte"	"Chardonnay, "	"côte ( poirée ) =http://ontology.inrae.fr/frenchcropusage/Poirees"	"orientale). La gran"	"782-798"	"type=N_PUN_N, match=fcu, form=Chardonnay, côte"
"E99025SV4XDTwiyKO3pG6i7C"	"désormais visibles ("	"Chardonnay, côte"	"Chardonnay, "	"côte ( poirée ) =http://ontology.inrae.fr/frenchcropusage/Poirees"	"orientale). Les con"	"1808-1824"	"type=N_PUN_N, match=fcu, form=Chardonnay, côte"
"ED30Szj0vP8Pl70r449z76rF"	"sibles. Monilia sur"	"fleur et Chancre"	" et Chancre"	"fleur ( floriculture ) =http://ontology.inrae.fr/frenchcropusage/Cultures_florales"	"à fusicoccum La sen"	"1189-1205"	"type=N_KON_N, match=fcu, form=fleur et Chancre"
"JV_19_du_060813"	"ses(30%) +céréales ("	"seigle, avoine"	"seigle, avoine"	"seigle ( seigle ) =http://ontology.inrae.fr/frenchcropusage/Seigles, avoine ( avoine ) =http://ontology.inrae.fr/frenchcropusage/Avoines"	",..) sont intéressan"	"1528-1542"	"type=N_PUN_N, match=fcu, form=seigle, avoine"
"JV_19_du_060813"	", il faut supprimer"	"baguette et raisins"	"baguette et "	"raisins ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"afin de le soulager"	"7662-7681"	"type=N_KON_N, match=fcu, form=baguette et raisins"
"Lettre_liaison_Ecophyto_1"	"au départ (grandes"	"cultures et vigne"	"cultures et "	"vigne ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	") à quatre en y ajou"	"2499-2516"	"type=N_KON_N, match=fcu, form=cultures et vigne"
"Lettre_liaison_Ecophyto_1"	"uatre en y ajoutant"	"les prairies et les zones"	"les prairies et les zones"	"prairies ( prairie ) =http://ontology.inrae.fr/frenchcropusage/Prairies"	"non agricoles. Enfi"	"2541-2566"	"type=N_KON_N, match=fcu, form=les prairies et les zones"
"Lettre_liaison_Ecophyto_1"	"é est une région où"	"la forêt et les surfaces"	"la  et les surfaces"	"forêt ( arboriculture ) =http://ontology.inrae.fr/frenchcropusage/Arboriculture"	"fourragères sont, p"	"3139-3163"	"type=N_KON_N, match=fcu, form=la forêt et les surfaces"
"Lettre_liaison_Ecophyto_1"	"es et périurbaines."	"La forêt et l'agriculture"	"La  et l'agriculture"	"forêt ( arboriculture ) =http://ontology.inrae.fr/frenchcropusage/Arboriculture"	"occupent chacune 44"	"4831-4856"	"type=N_KON_N, match=fcu, form=La forêt et l'agriculture"
"Lettre_liaison_Ecophyto_1"	"re pour les grandes"	"cultures, la vigne, la prairie et les zones"	"cultures, la vigne, la prairie et les zones"	"vigne ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes, prairie ( prairie ) =http://ontology.inrae.fr/frenchcropusage/Prairies"	"non agricoles. 140"	"8642-8685"	"type=N_PUN_N_KON_N, match=fcu, form=cultures, la vigne, la prairie et les zones"
"Lettre_liaison_Ecophyto_1"	"Grandes cultures et"	"vigne, la parution des Bulletins"	", la parution des Bulletins"	"vigne ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"de santé du végétal"	"8858-8890"	"type=N_PUN_N, match=fcu, form=vigne, la parution des Bulletins"
"Note_nationale_BSV_Hannetons_et_vers_blancs_cle8bf378-1"	"à tubercules, dont"	"les pommes de terre, les betteraves, le maïs"	"les pommes de terre, les betteraves, le maïs"	"pommes de terre ( pomme de terre ) =http://ontology.inrae.fr/frenchcropusage/Pommes_de_terre, pommes ( pommier ) =http://ontology.inrae.fr/frenchcropusage/Pommiers, betteraves ( betterave ) =http://ontology.inrae.fr/frenchcropusage/Betteraves, maïs ( maïs ) =http://ontology.inrae.fr/frenchcropusage/Mais"	". Il est probable qu"	"3148-3192"	"type=N_PUN_N, match=fcu, form=les pommes de terre, les betteraves, le maïs"
"Note_nationale_BSV_Hannetons_et_vers_blancs_cle8bf378-1"	"se manifestent dans"	"les plantations, vergers des terrains"	"les plantations,  des terrains"	"vergers ( arboriculture fruitière ) =http://ontology.inrae.fr/frenchcropusage/Arboriculture_fruitiere"	"sablonneux. Les adu"	"6429-6466"	"type=N_PUN_N, match=fcu, form=les plantations, vergers des terrains"
"Note_nationale_BSV_Hannetons_et_vers_blancs_cle8bf378-1"	"ola consomme divers"	"organe de plantes, feuilles, fleurs, fruits"	"organe de plantes, feuilles, fleurs, fruits"	"fleurs ( floriculture ) =http://ontology.inrae.fr/frenchcropusage/Cultures_florales, fruits ( culture fruitière ) =http://ontology.inrae.fr/frenchcropusage/Cultures_fruitieres"	"de nombreux végétau"	"7125-7168"	"type=N_PUN_N, match=fcu, form=organe de plantes, feuilles, fleurs, fruits"
"Note_nationale_BSV_Hannetons_et_vers_blancs_cle8bf378-1"	"arves au m² et pour"	"les pépinières, cultures"	"les pépinières, cultures"	"pépinières ( arboriculture ) =http://ontology.inrae.fr/frenchcropusage/Arboriculture, pépinières ( horticulture ornementale ) =http://ontology.inrae.fr/frenchcropusage/Horticulture_ornementale"	"légumières : 4-5 la"	"8714-8738"	"type=N_PUN_N, match=fcu, form=les pépinières, cultures"
"Note_nationale_BSV_Hannetons_et_vers_blancs_cle8bf378-1"	"issante, il attaque"	"les chênes, les érables, le charme, le hêtre, le châtaignier et le marronnier"	"les chênes, les érables, le charme, le hêtre, le châtaignier et le marronnier"	"chênes ( chêne ) =http://ontology.inrae.fr/frenchcropusage/Chenes, châtaignier ( châtaignier ) =http://ontology.inrae.fr/frenchcropusage/Chataigniers"	". Les saules, les pe"	"17551-17628"	"type=N_PUN_N_KON_N, match=fcu, form=les chênes, les érables, le charme, le hêtre, le châtaignier et le marronnier"
"Note_nationale_BSV_Hannetons_et_vers_blancs_cle8bf378-1"	"r et le marronnier."	"Les saules, les peupliers, les bouleaux et les noisetiers"	"Les saules, les peupliers, les bouleaux et les "	"noisetiers ( noisetier ) =http://ontology.inrae.fr/frenchcropusage/Noisetiers"	"sont rarement défeu"	"17630-17687"	"type=N_PUN_N_KON_N, match=fcu, form=Les saules, les peupliers, les bouleaux et les noisetiers"
"Note_nationale_BSV_Hannetons_et_vers_blancs_cle8bf378-1"	"Melolontha préfère"	"le prunier et le mirabellier"	"le  et le mirabellier"	"prunier ( prunier ) =http://ontology.inrae.fr/frenchcropusage/Pruniers"	". Dans le groupe de"	"17761-17789"	"type=N_KON_N, match=fcu, form=le prunier et le mirabellier"
"Note_nationale_abeilles"	"Al-SDQPV et ANAMSO ("	"colza, p"	", p"	"colza ( colza ) =http://ontology.inrae.fr/frenchcropusage/Colzas"	".2) En butinant de f"	"532-540"	"type=N_PUN_N, match=fcu, form=colza, p"
"Note_nationale_abeilles"	"utinant de fleur en"	"fleur, les insectes"	", les insectes"	"fleur ( floriculture ) =http://ontology.inrae.fr/frenchcropusage/Cultures_florales"	"pollinisateurs part"	"568-587"	"type=N_PUN_N, match=fcu, form=fleur, les insectes"
"Note_nationale_abeilles"	"onie peu conditions"	"d'enrobage et d'utilisation des semences"	"d'enrobage et d'utilisation des "	"semences ( semence ) =http://ontology.inrae.fr/frenchcropusage/Semences"	"traitées populeuse"	"6531-6571"	"type=N_KON_N, match=fcu, form=d'enrobage et d'utilisation des semences"
"Note_nationale_abeilles_et_pollinisateurs_cle4f1286"	"Al-SDQPV et ANAMSO ("	"colza, p"	", p"	"colza ( colza ) =http://ontology.inrae.fr/frenchcropusage/Colzas"	".2) En butinant de f"	"532-540"	"type=N_PUN_N, match=fcu, form=colza, p"
"Note_nationale_abeilles_et_pollinisateurs_cle4f1286"	"utinant de fleur en"	"fleur, les insectes"	", les insectes"	"fleur ( floriculture ) =http://ontology.inrae.fr/frenchcropusage/Cultures_florales"	"pollinisateurs part"	"568-587"	"type=N_PUN_N, match=fcu, form=fleur, les insectes"
"Note_nationale_abeilles_et_pollinisateurs_cle4f1286"	"onie peu conditions"	"d'enrobage et d'utilisation des semences"	"d'enrobage et d'utilisation des "	"semences ( semence ) =http://ontology.inrae.fr/frenchcropusage/Semences"	"traitées populeuse"	"6531-6571"	"type=N_KON_N, match=fcu, form=d'enrobage et d'utilisation des semences"
"Note_technique_D_Suzukii_revision_2014_cle8a6134"	"erprofessionnel des"	"Fruits et Légumes"	"Fruits et Légumes"	"Fruits ( culture fruitière ) =http://ontology.inrae.fr/frenchcropusage/Cultures_fruitieres, Légumes ( culture légumière ) =http://ontology.inrae.fr/frenchcropusage/Cultures_legumieres"	"(CTIFL) et des stat"	"375-392"	"type=N_KON_N, match=fcu, form=Fruits et Légumes"
"Note_technique_D_Suzukii_revision_2014_cle8a6134"	"portants concernent"	"la cerise, la fraise"	"la cerise, la fraise"	"cerise ( cerisier ) =http://ontology.inrae.fr/frenchcropusage/Cerisiers, fraise ( fraisier ) =http://ontology.inrae.fr/frenchcropusage/Fraisiers"	", les petits fruits("	"1105-1125"	"type=N_PUN_N, match=fcu, form=la cerise, la fraise"
"Note_technique_D_Suzukii_revision_2014_cle8a6134"	"aussi constatés sur"	"pêche et abricot"	"pêche et abricot"	"pêche ( pêcher ) =http://ontology.inrae.fr/frenchcropusage/Pechers, abricot ( abricotier ) =http://ontology.inrae.fr/frenchcropusage/Abricotiers"	"mais avec une impor"	"1211-1227"	"type=N_KON_N, match=fcu, form=pêche et abricot"
"Note_technique_D_Suzukii_revision_2014_cle8a6134"	"tres cultures comme"	"la pomme, la figue, la vigne, le kiwi et le kaki"	"la pomme, la figue, la vigne, le kiwi et le kaki"	"pomme ( pommier ) =http://ontology.inrae.fr/frenchcropusage/Pommiers, figue ( bananier musa ) =http://ontology.inrae.fr/frenchcropusage/Bananiers_musa, figue ( figuier ) =http://ontology.inrae.fr/frenchcropusage/Figuiers, vigne ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes, kiwi ( actinidia ) =http://ontology.inrae.fr/frenchcropusage/Actinidias"	"sont susceptibles d"	"1302-1350"	"type=N_PUN_N_KON_N, match=fcu, form=la pomme, la figue, la vigne, le kiwi et le kaki"
"Note_technique_D_Suzukii_revision_2014_cle8a6134"	"coltes/ semaines en"	"fraise et framboise"	"fraise et framboise"	"fraise ( fraisier ) =http://ontology.inrae.fr/frenchcropusage/Fraisiers, framboise ( framboisier ) =http://ontology.inrae.fr/frenchcropusage/Framboisiers"	") . Les fruits à ple"	"6088-6107"	"type=N_KON_N, match=fcu, form=fraise et framboise"
"Note_technique_D_Suzukii_revision_2014_cle8a6134"	"eilles feuilles sur"	"fraisier, éclaircissage"	", éclaircissage"	"fraisier ( fraisier ) =http://ontology.inrae.fr/frenchcropusage/Fraisiers"	"des latérales basse"	"6397-6420"	"type=N_PUN_N, match=fcu, form=fraisier, éclaircissage"
"Note_technique_D_Suzukii_revision_2014_cle8a6134"	"/mètre linéaire sur"	"framboisier, taille des arbres"	", taille des arbres"	"framboisier ( framboisier ) =http://ontology.inrae.fr/frenchcropusage/Framboisiers"	"adaptée, maintien d"	"6509-6539"	"type=N_PUN_N, match=fcu, form=framboisier, taille des arbres"
"Note_technique_D_Suzukii_revision_2014_cle8a6134"	"sont à l'étude. En"	"vergers, l'application"	", l'application"	"vergers ( arboriculture fruitière ) =http://ontology.inrae.fr/frenchcropusage/Arboriculture_fruitiere"	"d'insecticide sur l"	"8964-8986"	"type=N_PUN_N, match=fcu, form=vergers, l'application"
"Note_trichogramme_2014"	"des producteurs de"	"semences de maïs et sorgho"	"semences de maïs et sorgho"	"semences ( semence ) =http://ontology.inrae.fr/frenchcropusage/Semences, maïs ( maïs ) =http://ontology.inrae.fr/frenchcropusage/Mais, sorgho ( sorgho ) =http://ontology.inrae.fr/frenchcropusage/Sorghos, sorgho ( sorgho grain ) =http://ontology.inrae.fr/frenchcropusage/Sorghos_grains"	"d'Ariège, Biotop et"	"4740-4766"	"type=N_KON_N, match=fcu, form=semences de maïs et sorgho"
"Note_trichogramme_2014"	"trichogrammes dans"	"la culture de maïs, Fiche"	"la culture de , Fiche"	"maïs ( maïs ) =http://ontology.inrae.fr/frenchcropusage/Mais"	"technique.Naïbo B,"	"6125-6150"	"type=N_PUN_N, match=fcu, form=la culture de maïs, Fiche"
"bsv_02_pdt_11_fev_14_cle0c474f"	"tion définitive des"	"résultats,
 le lot de pommes"	"résultats,
 le lot de pommes"	"pommes ( pommier ) =http://ontology.inrae.fr/frenchcropusage/Pommiers"	"de terre contrôlé e"	"3179-3207"	"type=N_PUN_N, match=fcu, form=résultats,
 le lot de pommes"
"bsv_02_pdt_11_fev_14_cle0c474f"	"ons mettre en peril"	"la production et la commercialisation des pommes"	"la production et la commercialisation des pommes"	"pommes ( pommier ) =http://ontology.inrae.fr/frenchcropusage/Pommiers"	"de terre de notre r"	"4415-4463"	"type=N_KON_N, match=fcu, form=la production et la commercialisation des pommes"
"bsv_02_pdt_11_fev_14_cle0c474f"	", Mac Cain, NORIAP,"	"Roquette, Féculerie de Vic"	"Roquette, Féculerie de Vic"	"Roquette ( roquette ) =http://ontology.inrae.fr/frenchcropusage/Roquettes, Féculerie ( pomme de terre féculière ) =http://ontology.inrae.fr/frenchcropusage/Pommes_terre_feculieres"	", Pom'Alliance, Cham"	"4803-4829"	"type=N_PUN_N, match=fcu, form=Roquette, Féculerie de Vic"
"bsv_09_pdt_28_mai_13_cle07bd36"	", Mac Cain, NORIAP,"	"Roquette, Coopérative de Vecquemont"	", Coopérative de Vecquemont"	"Roquette ( roquette ) =http://ontology.inrae.fr/frenchcropusage/Roquettes"	", Earl Philippe Dera"	"4365-4400"	"type=N_PUN_N, match=fcu, form=Roquette, Coopérative de Vecquemont"
"bsv_12_gc_10_mai_12_cle8df51d"	"la Somme, Champagne"	"Céréales, Ets"	", Ets"	"Céréales ( céréale ) =http://ontology.inrae.fr/frenchcropusage/Cereales"	"Compas, Coop de Mil"	"20291-20304"	"type=N_PUN_N, match=fcu, form=Céréales, Ets"
"bsv_13_pdt_25_juin_13_cle453463"	", Mac Cain, NORIAP,"	"Roquette, Coopérative de Vecquemont"	", Coopérative de Vecquemont"	"Roquette ( roquette ) =http://ontology.inrae.fr/frenchcropusage/Roquettes"	", Earl Philippe Dera"	"6477-6512"	"type=N_PUN_N, match=fcu, form=Roquette, Coopérative de Vecquemont"
"bsv_2014_arbo_39_cle4cea53"	"de guêpes, tels que"	"les prunes, abricots et pêches"	"les prunes, abricots et pêches"	"prunes ( prunier ) =http://ontology.inrae.fr/frenchcropusage/Pruniers, abricots ( abricotier ) =http://ontology.inrae.fr/frenchcropusage/Abricotiers, pêches ( pêcher ) =http://ontology.inrae.fr/frenchcropusage/Pechers"	", Fredon IDF où l'ép"	"3730-3760"	"type=N_PUN_N_KON_N, match=fcu, form=les prunes, abricots et pêches"
"bsv_2014_arbo_39_cle4cea53"	"de Seine et Marne,"	"les vergers de Molien, le jardin du Luxembourg"	"les vergers de Molien, le jardin du Luxembourg"	"vergers ( arboriculture fruitière ) =http://ontology.inrae.fr/frenchcropusage/Arboriculture_fruitiere, jardin ( zone non agricole ) =http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, jardin ( jardin ) =http://ontology.inrae.fr/frenchcropusage/Jardins"	", SRHM.Rédaction : F"	"4820-4866"	"type=N_PUN_N, match=fcu, form=les vergers de Molien, le jardin du Luxembourg"
"bsv_2014_arbo_39_cle4cea53"	"égumes industriels,"	"arboriculture, maraîchage, pépinière"	"arboriculture, maraîchage, pépinière"	"arboriculture ( arboriculture ) =http://ontology.inrae.fr/frenchcropusage/Arboriculture, maraîchage ( maraîchage ) =http://ontology.inrae.fr/frenchcropusage/Maraichage, pépinière ( arboriculture ) =http://ontology.inrae.fr/frenchcropusage/Arboriculture, pépinière ( horticulture ornementale ) =http://ontology.inrae.fr/frenchcropusage/Horticulture_ornementale"	"horticulture, zones"	"5341-5377"	"type=N_PUN_N, match=fcu, form=arboriculture, maraîchage, pépinière"
"bsv_2014_arbo_39_cle4cea53"	"raîchage, pépinière"	"horticulture, zones"	"horticulture, zones"	"horticulture ( culture légumière ) =http://ontology.inrae.fr/frenchcropusage/Cultures_legumieres"	"non agricoles. Le B"	"5378-5397"	"type=N_PUN_N, match=fcu, form=horticulture, zones"
"bsv_24_pdt_10_septembre_2013_cle8c5281"	", Mac Cain, NORIAP,"	"Roquette, Coopérative de Vecquemont"	", Coopérative de Vecquemont"	"Roquette ( roquette ) =http://ontology.inrae.fr/frenchcropusage/Roquettes"	", Earl Philippe Dera"	"2965-3000"	"type=N_PUN_N, match=fcu, form=Roquette, Coopérative de Vecquemont"
"bsv_32_aout_2013_01_ambroisie_cle8311f4"	"pertes de récoltes ("	"tournesol et maïs"	"tournesol et maïs"	"tournesol ( tournesol ) =http://ontology.inrae.fr/frenchcropusage/Tournesols, maïs ( maïs ) =http://ontology.inrae.fr/frenchcropusage/Mais"	"notamment). Ambrois"	"811-828"	"type=N_KON_N, match=fcu, form=tournesol et maïs"
"bsv_32_aout_2013_01_ambroisie_cle8311f4"	"esol, de maïs et de"	"soja, les chaumes de blé, les zones de construction, les lisières de champs"	"soja, les chaumes de blé, les zones de construction, les lisières de champs"	"soja ( soja ) =http://ontology.inrae.fr/frenchcropusage/Sojas, blé ( blé ) =http://ontology.inrae.fr/frenchcropusage/Bles"	"et de forêts, les b"	"2481-2556"	"type=N_PUN_N, match=fcu, form=soja, les chaumes de blé, les zones de construction, les lisières de champs"
"bsv_32_aout_2013_01_ambroisie_cle8311f4"	"res de champs et de"	"forêts, les berges des rivières, les terrains"	", les berges des rivières, les terrains"	"forêts ( arboriculture ) =http://ontology.inrae.fr/frenchcropusage/Arboriculture"	"vagues, les pelouse"	"2563-2608"	"type=N_PUN_N, match=fcu, form=forêts, les berges des rivières, les terrains"
"bsv_32_aout_2013_01_ambroisie_cle8311f4"	"ts de graines et de"	"fourrages, les moulins"	"fourrages, les moulins"	"fourrages ( culture fourragère ) =http://ontology.inrae.fr/frenchcropusage/Cultures_fourrageres, fourrages ( céréale fourragère ) =http://ontology.inrae.fr/frenchcropusage/Cereales_fourrageres"	"à huile et les usin"	"2684-2706"	"type=N_PUN_N, match=fcu, form=fourrages, les moulins"
"bsv_40_zna__mai_2014_01_cle8af58a-1"	"principalement aux"	"crucifères(=chou, navet, radis, betterave, rhubarbe"	"crucifères(=chou, navet, radis, betterave, rhubarbe"	"navet ( navet potager ) =http://ontology.inrae.fr/frenchcropusage/Navets_potagers, radis ( radis ) =http://ontology.inrae.fr/frenchcropusage/Radis, betterave ( betterave ) =http://ontology.inrae.fr/frenchcropusage/Betteraves, rhubarbe ( rhubarbe ) =http://ontology.inrae.fr/frenchcropusage/Rhubarbes"	", ). Cycle de vie :"	"1391-1442"	"type=N_PUN_N, match=fcu, form=crucifères(=chou, navet, radis, betterave, rhubarbe"
"bsv_40_zna__mai_2014_01_cle8af58a-1"	"au sol. - Préparer"	"une macération de feuilles et tiges de tomates"	"une macération de feuilles et tiges de "	"tomates ( tomate ) =http://ontology.inrae.fr/frenchcropusage/Tomates"	": 1kg de feuilles e"	"2155-2201"	"type=N_KON_N, match=fcu, form=une macération de feuilles et tiges de tomates"
"bsv_40_zna__mai_2014_01_cle8af58a-1"	"e déclin rapide sur"	"oliviers, lauriers"	"oliviers, lauriers"	"oliviers ( olivier ) =http://ontology.inrae.fr/frenchcropusage/Oliviers, lauriers ( laurier ) =http://ontology.inrae.fr/frenchcropusage/Lauriers"	", roses, amandiers e"	"4531-4549"	"type=N_PUN_N, match=fcu, form=oliviers, lauriers"
"bsv_40_zna__mai_2014_01_cle8af58a-1"	"s, lauriers, roses,"	"amandiers et chênes
De gauche"	"amandiers et chênes
De gauche"	"amandiers ( amandier ) =http://ontology.inrae.fr/frenchcropusage/Amandiers, chênes ( chêne ) =http://ontology.inrae.fr/frenchcropusage/Chenes"	"à droite : Brûlures"	"4558-4587"	"type=N_KON_N, match=fcu, form=amandiers et chênes
De gauche"
"bsv_40_zna__mai_2014_01_cle8af58a-1"	"Réseau POTAGER (sur"	"Choux, Salades"	"Choux, Salades"	"Choux ( chou potager ) =http://ontology.inrae.fr/frenchcropusage/Choux_potagers, Choux ( chou ) =http://ontology.inrae.fr/frenchcropusage/Choux, Salades ( salade ) =http://ontology.inrae.fr/frenchcropusage/Salades"	"& Cucurbitacées) Li"	"9312-9326"	"type=N_PUN_N, match=fcu, form=Choux, Salades"
"bsv_40_zna__mai_2014_01_cle8af58a-1"	"rongent, notamment,"	"les feuilles des rhododendrons et fraisiers"	"les feuilles des rhododendrons et "	"fraisiers ( fraisier ) =http://ontology.inrae.fr/frenchcropusage/Fraisiers"	". De haut en bas : C"	"11317-11360"	"type=N_KON_N, match=fcu, form=les feuilles des rhododendrons et fraisiers"
"bsv_40_zna__mai_2014_01_cle8af58a-1"	"tions de la Sommes."	"Les fleurs, les débris de végétaux"	"Les , les débris de végétaux"	"fleurs ( floriculture ) =http://ontology.inrae.fr/frenchcropusage/Cultures_florales"	"ou encore les piège"	"13350-13384"	"type=N_PUN_N, match=fcu, form=Les fleurs, les débris de végétaux"
"bsv_arbo_41_2013_cle46e2d1"	"été observées (sur"	"feuilles et fruits"	"feuilles et "	"fruits ( culture fruitière ) =http://ontology.inrae.fr/frenchcropusage/Cultures_fruitieres"	") chez plusieurs arb"	"5906-5924"	"type=N_KON_N, match=fcu, form=feuilles et fruits"
"bsv_arbo_61_2014_cle471ee4"	"MALA- Moniliose sur"	"pommes, chancre"	", chancre"	"pommes ( pommier ) =http://ontology.inrae.fr/frenchcropusage/Pommiers"	"à Nectria sur pouss"	"693-708"	"type=N_PUN_N, match=fcu, form=pommes, chancre"
"bsv_arbo_61_2014_cle471ee4"	"ancre à Nectria sur"	"pousses et fruits"	"pousses et "	"fruits ( culture fruitière ) =http://ontology.inrae.fr/frenchcropusage/Cultures_fruitieres"	"DIES ET RAVA- (Cyli"	"723-740"	"type=N_KON_N, match=fcu, form=pousses et fruits"
"bsv_arboriculture_20110420-1_10__cle0cab87"	"parcelles précoces,"	"Golden, Gala"	"Golden, Gala"	"Golden ( pommier ) =http://ontology.inrae.fr/frenchcropusage/Pommiers, Gala ( pommier ) =http://ontology.inrae.fr/frenchcropusage/Pommiers"	", Granny ont atteint"	"509-521"	"type=N_PUN_N, match=fcu, form=Golden, Gala"
"bsv_arboriculture_20110420-1_10__cle0cab87"	"etec, Cabinet Fruit"	"Conseil, Fruits du Loir"	"Conseil,  du Loir"	"Fruits ( culture fruitière ) =http://ontology.inrae.fr/frenchcropusage/Cultures_fruitieres"	", GDAF 44, Maine Anj"	"8366-8389"	"type=N_PUN_N, match=fcu, form=Conseil, Fruits du Loir"
"bsv_arboriculture_20110420-1_10__cle0cab87"	"protection de leurs"	"vergers et les invite"	" et les invite"	"vergers ( arboriculture fruitière ) =http://ontology.inrae.fr/frenchcropusage/Arboriculture_fruitiere"	"à prendre ces décis"	"8931-8952"	"type=N_KON_N, match=fcu, form=vergers et les invite"
