"bsv"	"context before"	"date"	"match"	"context after"	"location"	"features"
"Bulletin-de-sante-du-vegetal-no24-1675"	"emis de novembre et"	"décembre"	""	", seules les variété"	"5201-5209"	"type=MM, form=décembre"
"Bulletin-de-sante-du-vegetal-no24-1675"	"gnificatives de fin"	"avril"	""	"- début mai. Sur le"	"5629-5634"	"type=MM, form=avril"
"Bulletin-de-sante-du-vegetal-no24-1675"	"e fin avril - début"	"mai"	""	". Sur les secteurs a"	"5643-5646"	"type=MM, form=mai"
"Bulletin-de-sante-du-vegetal-no24-1675"	"ès le début du mois"	"d'avril"	""	"sur variétés sensib"	"5930-5937"	"type=MM, form=d'avril"
"Bulletin-de-sante-du-vegetal-no24-1675"	"sensibles semées en"	"octobre"	""	"). Seuil de nuisibil"	"5971-5978"	"type=MM, form=octobre"
"Bulletin-de-sante-du-vegetal-no24-1675"	"S CULTURES N° 24 DU"	"05 MAI 2011"	""	"Page 2/8 Sur les s"	"6363-6374"	"type=DD-MM-YYYY, form=05 MAI 2011"
"Bulletin-de-sante-du-vegetal-no24-1675"	"ur les semis de fin"	"octobre"	""	"- début novembre de"	"6406-6413"	"type=MM, form=octobre"
"Bulletin-de-sante-du-vegetal-no24-1675"	"fin octobre - début"	"novembre"	""	"de variétés sensibl"	"6422-6430"	"type=MM, form=novembre"
"Bulletin-de-sante-du-vegetal-no24-1675"	"ervées depuis début"	"avril"	""	". Une attention part"	"6873-6878"	"type=MM, form=avril"
"Bulletin-de-sante-du-vegetal-no24-1675"	"notamment les semis"	"d'octobre"	""	"qui sont au seuil d"	"7618-7627"	"type=MM, form=d'octobre"
"Bulletin-de-sante-du-vegetal-no24-1675"	"blés durs semés en"	"octobre"	""	"arrivent au stade d"	"7709-7716"	"type=MM, form=octobre"
"Bulletin-de-sante-du-vegetal-no24-1675"	"et 4 cm) jusqu'à la"	"mi-mai"	""	".Seuil de nuisibilit"	"8864-8870"	"type=MM, form=mi-mai"
"Bulletin-de-sante-du-vegetal-no24-1675"	"bservations jusqu'à"	"mi-mai"	""	". Puceron cendré La"	"9222-9228"	"type=MM, form=mi-mai"
"Bulletin-de-sante-du-vegetal-no24-1675"	"S CULTURES N° 24 DU"	"05 MAI 2011"	""	"Page 3/8 Attention"	"9958-9969"	"type=DD-MM-YYYY, form=05 MAI 2011"
"Bulletin-de-sante-du-vegetal-no24-1675"	"lieu entre le 23 et"	"24 avril"	""	". Sur les secteurs a"	"12079-12087"	"type=DD-MM, form=24 avril"
"Bulletin-de-sante-du-vegetal-no24-1675"	"S CULTURES N° 24 DU"	"05 MAI 2011"	""	"Page 4/8 MAÏS Sta"	"12498-12509"	"type=DD-MM-YYYY, form=05 MAI 2011"
"Bulletin-de-sante-du-vegetal-no24-1675"	"ers semis autour du"	"10 mars"	""	". La majorité de la"	"12720-12727"	"type=DD-MM, form=10 mars"
"Bulletin-de-sante-du-vegetal-no24-1675"	"e en place entre le"	"20 mars"	""	"et le 15 avril. Il"	"12785-12792"	"type=DD-MM, form=20 mars"
"Bulletin-de-sante-du-vegetal-no24-1675"	"re le 20 mars et le"	"15 avril"	""	". Il restait les par"	"12799-12807"	"type=DD-MM, form=15 avril"
"Bulletin-de-sante-du-vegetal-no24-1675"	"ies d'orages de fin"	"avril"	""	"ont permis la final"	"12920-12925"	"type=MM, form=avril"
"Bulletin-de-sante-du-vegetal-no24-1675"	"c devrait varier du"	"14 mai"	""	"au 24 mai en foncti"	"14931-14937"	"type=DD-MM, form=14 mai"
"Bulletin-de-sante-du-vegetal-no24-1675"	"varier du 14 mai au"	"24 mai"	""	"en fonction des sta"	"14941-14947"	"type=DD-MM, form=24 mai"
"Bulletin-de-sante-du-vegetal-no24-1675"	"S CULTURES N° 24 DU"	"05 MAI 2011"	""	"Page 5/8 Évaluatio"	"15126-15137"	"type=DD-MM-YYYY, form=05 MAI 2011"
"Bulletin-de-sante-du-vegetal-no24-1675"	"printemps semés en"	"décembre"	""	"sont au stade fin f"	"16724-16732"	"type=MM, form=décembre"
"Bulletin-de-sante-du-vegetal-no24-1675"	"printemps semés en"	"janvier"	""	"sont en pleine flor"	"16830-16837"	"type=MM, form=janvier"
"Bulletin-de-sante-du-vegetal-no24-1675"	"S CULTURES N° 24 DU"	"05 MAI 2011"	""	"Page 6/8 Bruche d"	"17968-17979"	"type=DD-MM-YYYY, form=05 MAI 2011"
"Bulletin-de-sante-du-vegetal-no24-1675"	"S CULTURES N° 24 DU"	"05 MAI 2011"	""	"Page 7/8 Bruche d"	"20545-20556"	"type=DD-MM-YYYY, form=05 MAI 2011"
"Bulletin-de-sante-du-vegetal-no24-1675"	"S CULTURES N° 24 DU"	"05 MAI 2011"	""	"Page 8/8"	"23914-23925"	"type=DD-MM-YYYY, form=05 MAI 2011"
"Bulletin-de-sante-du-vegetal-no24"	"MIDI-PYRENEES n°24"	"30
août 2011"	""	"POMMIER-POIRIER Mal"	"222-234"	"type=DD-MM-YYYY, form=30
août 2011"
"Bulletin-de-sante-du-vegetal-no24"	"ORICULTURE N° 24 DU"	"30 AOÛT 2011"	""	"Page 1/5 CE F E L"	"2297-2309"	"type=DD-MM-YYYY, form=30 AOÛT 2011"
"Bulletin-de-sante-du-vegetal-no24"	"période de chaud de"	"mi-août"	""	".Évaluation du risqu"	"2801-2808"	"type=MM, form=mi-août"
"Bulletin-de-sante-du-vegetal-no24"	"lles avec dégâts en"	"2010"	""	"...). Acariens On o"	"3029-3033"	"type=YYYY, form=2010"
"Bulletin-de-sante-du-vegetal-no24"	"fortes chaleurs de"	"mi-août"	""	", la présence de foy"	"3113-3120"	"type=MM, form=mi-août"
"Bulletin-de-sante-du-vegetal-no24"	". A partir de début"	"juin"	""	", les larves migrent"	"3757-3761"	"type=MM, form=juin"
"Bulletin-de-sante-du-vegetal-no24"	"ORICULTURE N° 24 DU"	"30 AOÛT 2011"	""	"Page 2/5 CE F E L"	"4153-4165"	"type=DD-MM-YYYY, form=30 AOÛT 2011"
"Bulletin-de-sante-du-vegetal-no24"	"eut se produire fin"	"septembre"	""	". POMMIER Maladie d"	"4698-4707"	"type=MM, form=septembre"
"Bulletin-de-sante-du-vegetal-no24"	"ORICULTURE N° 24 DU"	"30 AOÛT 2011"	""	"Page 3/5 CE F E L"	"6916-6928"	"type=DD-MM-YYYY, form=30 AOÛT 2011"
"Bulletin-de-sante-du-vegetal-no24"	"à la fin du mois de"	"mai"	""	". Les contaminations"	"7240-7243"	"type=MM, form=mai"
"Bulletin-de-sante-du-vegetal-no24"	"s les pluies de fin"	"juillet"	""	"sur certaines parce"	"7438-7445"	"type=MM, form=juillet"
"Bulletin-de-sante-du-vegetal-no24"	"rturbées du mois de"	"juillet"	""	".Évaluation du risqu"	"8061-8068"	"type=MM, form=juillet"
"Bulletin-de-sante-du-vegetal-no24"	"la première fois en"	"2010"	""	"dans le Tarn-et-Gar"	"8866-8870"	"type=YYYY, form=2010"
"Bulletin-de-sante-du-vegetal-no24"	"ORICULTURE N° 24 DU"	"30 AOÛT 2011"	""	"Page 4/5 CE F E L"	"9195-9207"	"type=DD-MM-YYYY, form=30 AOÛT 2011"
"Bulletin-de-sante-du-vegetal-no24"	"rance(identifiée en"	"2010"	""	") et on a observé, c"	"9586-9590"	"type=YYYY, form=2010"
"Bulletin-de-sante-du-vegetal-no24"	"ORICULTURE N° 24 DU"	"30 AOÛT 2011"	""	"Page 5/5 CE F E L"	"11727-11739"	"type=DD-MM-YYYY, form=30 AOÛT 2011"
"Bulletin-de-sante-du-vegetal-no8-1760"	"ion Gaillac N° 8 DU"	"31 MAI 2011"	""	"Page 2/4 Reconnais"	"3707-3718"	"type=DD-MM-YYYY, form=31 MAI 2011"
"Bulletin-de-sante-du-vegetal-no8-1760"	"Nationale Botrytis"	"2011"	""	"est consultable et"	"5509-5513"	"type=YYYY, form=2011"
"Bulletin-de-sante-du-vegetal-no8-1760"	"it démarrer vers le"	"2 juin"	""	". Et les premières p"	"6150-6156"	"type=DD-MM, form=2 juin"
"Bulletin-de-sante-du-vegetal-no8-1760"	": entre le 5 et le"	"7 juin"	""	". BULLETIN DE SANTÉ"	"6244-6250"	"type=DD-MM, form=7 juin"
"Bulletin-de-sante-du-vegetal-no8-1760"	"ion Gaillac N° 8 DU"	"31 MAI 2011"	""	"Page 3/4 Évaluatio"	"6317-6328"	"type=DD-MM-YYYY, form=31 MAI 2011"
"Bulletin-de-sante-du-vegetal-no8-1760"	"courant du mois de"	"juin"	""	". Seuil de nuisibili"	"7473-7477"	"type=MM, form=juin"
"Bulletin-de-sante-du-vegetal-no8-1760"	"Oïdium et Botrytis"	"2011"	""	"sont consultables e"	"7929-7933"	"type=YYYY, form=2011"
"Bulletin-de-sante-du-vegetal-no8-1760"	"c paraîtra le mardi"	"7 juin"	""	". REPRODUCTION DU BU"	"8068-8074"	"type=DD-MM, form=7 juin"
"Bulletin-de-sante-du-vegetal-no8-1760"	"ion Gaillac N° 8 DU"	"31 MAI 2011"	""	"Page 4/4"	"9051-9062"	"type=DD-MM-YYYY, form=31 MAI 2011"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"tal N°18 Légumes du"	"06/07/"	""	"2011 Prévision et ri"	"76-82"	"type=MM-YYYY, form=06/07/"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"18 Légumes du 06/07/"	"2011"	""	"Prévision et risque"	"82-86"	"type=YYYY, form=2011"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"Charles LEGER (SCEE"	"JANVIER"	""	"), Jérôme BROU, Chri"	"2775-2782"	"type=MM, form=JANVIER"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"Légumes - N° 18 du"	"06/07/"	""	"2011 Légumes"	"3511-3517"	"type=MM-YYYY, form=06/07/"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"es - N° 18 du 06/07/"	"2011"	""	"Légumes d'i"	"3517-3521"	"type=YYYY, form=2011"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"Légumes - N° 18 du"	"06/07/"	""	"2011 PUCERONS NOIRS"	"5752-5758"	"type=MM-YYYY, form=06/07/"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"es - N° 18 du 06/07/"	"2011"	""	"PUCERONS NOIRS Etat"	"5758-5762"	"type=YYYY, form=2011"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"du piège"	"26/06
    24/06"	""	"27/06"	"6645-6660"	"type=DD-MM, form=26/06
    24/06"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"Légumes - N° 18 du"	"06/07/"	""	"2011 ROUILLE BLANCHE"	"8083-8089"	"type=MM-YYYY, form=06/07/"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"es - N° 18 du 06/07/"	"2011"	""	"ROUILLE BLANCHE Eta"	"8089-8093"	"type=YYYY, form=2011"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"e situer entre : Le"	"15 juin"	""	"et 15 juillet pour"	"8935-8942"	"type=DD-MM, form=15 juin"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"tre : Le 15 juin et"	"15 juillet"	""	"pour les plants fri"	"8946-8956"	"type=DD-MM, form=15 juillet"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"ants frigo, Le 1 et"	"10 août"	""	"pour les fraisimott"	"8988-8995"	"type=DD-MM, form=10 août"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"lantations entre le"	"1 février"	""	"et le 15 mars qui o"	"9898-9907"	"type=DD-MM, form=1 février"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"le 1 février et le"	"15 mars"	""	"qui ont déjà produi"	"9914-9921"	"type=DD-MM, form=15 mars"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"i ont eu lieu début"	"juin"	""	". Directeur de publi"	"10067-10071"	"type=MM, form=juin"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"Légumes - N° 18 du"	"06/07/"	""	"2011 PUCERONS Ce par"	"10596-10602"	"type=MM-YYYY, form=06/07/"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"es - N° 18 du 06/07/"	"2011"	""	"PUCERONS Ce parasit"	"10602-10606"	"type=YYYY, form=2011"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"ériode qui va de la"	"mi-juin"	""	"à la fin juillet es"	"12117-12124"	"type=MM, form=mi-juin"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"la mi-juin à la fin"	"juillet"	""	"est très sujette au"	"12134-12141"	"type=MM, form=juillet"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"Légumes - N° 18 du"	"06/07/"	""	"2011 MELIGETHES Ils"	"13030-13036"	"type=MM-YYYY, form=06/07/"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"es - N° 18 du 06/07/"	"2011"	""	"MELIGETHES Ils sont"	"13036-13040"	"type=YYYY, form=2011"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"Légumes - N° 18 du"	"06/07/"	""	"2011 Prévisions Le t"	"15073-15079"	"type=MM-YYYY, form=06/07/"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"es - N° 18 du 06/07/"	"2011"	""	"Prévisions Le temps"	"15079-15083"	"type=YYYY, form=2011"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"te a été arrêtée en"	"mai"	""	". CRIOCERES Contexte"	"15308-15311"	"type=MM, form=mai"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"tement infestées en"	"juin"	""	"(Blois, Chitenay )"	"16177-16181"	"type=MM, form=juin"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"Légumes - N° 18 du"	"06/07/"	""	"2011 VIROSES Context"	"17669-17675"	"type=MM-YYYY, form=06/07/"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"es - N° 18 du 06/07/"	"2011"	""	"VIROSES Contexte d'"	"17675-17679"	"type=YYYY, form=2011"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"St benoit 30 25 20"	"15
10"	""	"5 Seuil de nuisibil"	"19269-19274"	"type=DD-MM, form=15
10"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"euil de nuisibilité"	"13-mai 20-mai"	""	"27-mai 03-juin 10-j"	"19298-19311"	"type=DD-MM, form=13-mai 20-mai"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"ilité 13-mai 20-mai"	"27-mai 03-juin"	""	"10-juin 17-juin 24-"	"19312-19326"	"type=DD-MM, form=27-mai 03-juin"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"-mai 27-mai 03-juin"	"10-juin 17-juin"	""	"24-juin 01-juil Les"	"19327-19342"	"type=DD-MM, form=10-juin 17-juin"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"uin 10-juin 17-juin"	"24-juin 01-juil"	""	"Les captures sur le"	"19343-19358"	"type=DD-MM, form=24-juin 01-juil"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"pièges chromatiques"	"09-mai 16-mai"	""	"23-mai 30-mai 06-ju"	"19400-19413"	"type=DD-MM, form=09-mai 16-mai"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"iques 09-mai 16-mai"	"23-mai 30-mai"	""	"06-juin 13-juin 20-"	"19414-19427"	"type=DD-MM, form=23-mai 30-mai"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"6-mai 23-mai 30-mai"	"06-juin 13-juin"	""	"20-juin 27-juin son"	"19428-19443"	"type=DD-MM, form=06-juin 13-juin"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"mai 06-juin 13-juin"	"20-juin 27-juin"	""	"sont au dessus où a"	"19444-19459"	"type=DD-MM, form=20-juin 27-juin"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"Légumes - N° 18 du"	"06/07/"	""	"2011 Prévisions Les"	"20176-20182"	"type=MM-YYYY, form=06/07/"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"es - N° 18 du 06/07/"	"2011"	""	"Prévisions Les vols"	"20182-20186"	"type=YYYY, form=2011"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"gnalée. 35 30 25 20"	"15 10"	""	"5 0 Seuil de nuisib"	"20433-20438"	"type=DD-MM, form=15 10"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"Bray en V"	"27-juin 01-juil"	""	"04-juil 08-juil Pré"	"20611-20626"	"type=DD-MM, form=27-juin 01-juil"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"27-juin 01-juil"	"04-juil 08-juil"	""	"Prévisions La situa"	"20627-20642"	"type=DD-MM, form=04-juil 08-juil"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"Légumes - N° 18 du"	"06/07/"	""	"2011 Céleri : les cu"	"22688-22694"	"type=MM-YYYY, form=06/07/"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"es - N° 18 du 06/07/"	"2011"	""	"Céleri : les cultur"	"22694-22698"	"type=YYYY, form=2011"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"Légumes - N° 18 du"	"06/07/"	""	"2011 MALADIES DU FEU"	"25166-25172"	"type=MM-YYYY, form=06/07/"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"es - N° 18 du 06/07/"	"2011"	""	"MALADIES DU FEUILLA"	"25172-25176"	"type=YYYY, form=2011"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"mmune Date de semis"	"22/03 6/04"	""	"18/04 26/04 29/04 6"	"25929-25939"	"type=DD-MM, form=22/03 6/04"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"de semis 22/03 6/04"	"18/04 26/04"	""	"29/04 6/05 9/05 15/"	"25940-25951"	"type=DD-MM, form=18/04 26/04"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"03 6/04 18/04 26/04"	"29/04 6/05"	""	"9/05 15/05 Stade de"	"25952-25962"	"type=DD-MM, form=29/04 6/05"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"04 26/04 29/04 6/05"	"9/05 15/05"	""	"Stade de la culture"	"25963-25973"	"type=DD-MM, form=9/05 15/05"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"Légumes - N° 18 du"	"06/07/"	""	"2011 Seuil de nuisib"	"27581-27587"	"type=MM-YYYY, form=06/07/"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"es - N° 18 du 06/07/"	"2011"	""	"Seuil de nuisibilit"	"27587-27591"	"type=YYYY, form=2011"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"Légumes - N° 18 du"	"06/07/"	""	"2011 Melon Petits tu"	"29615-29621"	"type=MM-YYYY, form=06/07/"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"es - N° 18 du 06/07/"	"2011"	""	"Melon Petits tunnel"	"29621-29625"	"type=YYYY, form=2011"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"Légumes - N° 18 du"	"06/07/"	""	"2011 PUCERONS La pré"	"32121-32127"	"type=MM-YYYY, form=06/07/"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"es - N° 18 du 06/07/"	"2011"	""	"PUCERONS La présenc"	"32127-32131"	"type=YYYY, form=2011"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"la période du 1 au"	"13 juillet(intégration"	""	"de températures pré"	"32615-32637"	"type=DD-MM, form=13 juillet(intégration"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"isionnelles du 1 au"	"15 juillet"	""	".), particulièrement"	"32678-32688"	"type=DD-MM, form=15 juillet"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"arcelle de semis de"	"février"	""	"à mars en plein cha"	"32917-32924"	"type=MM, form=février"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"semis de février à"	"mars"	""	"en plein champ (sta"	"32927-32931"	"type=MM, form=mars"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"parcelles de semis"	"d'avril"	""	"à mai en plein cham"	"33006-33013"	"type=MM, form=d'avril"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"de semis d'avril à"	"mai"	""	"en plein champ (sta"	"33016-33019"	"type=MM, form=mai"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"oignon de semis de"	"mars"	""	": 14 parcelles (sta"	"33167-33171"	"type=MM, form=mars"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"Légumes - N° 18 du"	"06/07/"	""	"2011 Attention, sur"	"34697-34703"	"type=MM-YYYY, form=06/07/"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"es - N° 18 du 06/07/"	"2011"	""	"Attention, sur oign"	"34703-34707"	"type=YYYY, form=2011"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"avec les données du"	"6 juillet"	""	", aucune contaminati"	"35126-35135"	"type=DD-MM, form=6 juillet"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"minations des 20 et"	"21 juin"	""	"des stations de Cés"	"35299-35306"	"type=DD-MM, form=21 juin"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"Légumes - N° 18 du"	"06/07/"	""	"2011 Pomme de terre"	"37474-37480"	"type=MM-YYYY, form=06/07/"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"es - N° 18 du 06/07/"	"2011"	""	"Pomme de terre prim"	"37480-37484"	"type=YYYY, form=2011"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"in champ plantation"	"d'avril"	""	"(stade fin floraiso"	"37616-37623"	"type=MM, form=d'avril"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"champ plantation de"	"mai"	""	"(stade recouvrement"	"37702-37705"	"type=MM, form=mai"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"es sur 2 pieds pour"	"1000"	""	"m². Aucune parcelle"	"39052-39056"	"type=YYYY, form=1000"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"Légumes - N° 18 du"	"06/07/"	""	"2011 L'avancée du se"	"40114-40120"	"type=MM-YYYY, form=06/07/"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"es - N° 18 du 06/07/"	"2011"	""	"L'avancée du seuil"	"40120-40124"	"type=YYYY, form=2011"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"us. Modélisation du"	"06/07/"	""	"2011 sans prévision"	"40512-40518"	"type=MM-YYYY, form=06/07/"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"délisation du 06/07/"	"2011"	""	"sans prévision mété"	"40518-40522"	"type=YYYY, form=2011"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"taches Risque 21/06"	"5
28/06"	""	"Faible 21/06 6 28/0"	"41011-41018"	"type=DD-MM, form=5
28/06"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"28/06 Faible 21/06"	"6
28/06"	""	"Moyen 21/06 6 28/06"	"41032-41039"	"type=DD-MM, form=6
28/06"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"6 28/06 Moyen 21/06"	"6
28/06"	""	"Moyen 21/06 6 27/06"	"41052-41059"	"type=DD-MM, form=6
28/06"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"6 28/06 Moyen 21/06"	"6
27/06"	""	"Moyen 21/06 6 28/06"	"41072-41079"	"type=DD-MM, form=6
27/06"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"6 27/06 Moyen 21/06"	"6
28/06"	""	"Moyen 20 au 22/06 6"	"41092-41099"	"type=DD-MM, form=6
28/06"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"u 29/06 Moyen 14/06"	"5
21/06"	""	"Nul Dates de contam"	"41144-41151"	"type=DD-MM, form=5
21/06"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"taches Risque 14/06"	"5
21/06"	""	"Moyen 14/06 3 21/06"	"41238-41245"	"type=DD-MM, form=5
21/06"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"5 21/06 Moyen 14/06"	"3
21/06"	""	"Moyen 18/06 et 20 a"	"41258-41265"	"type=DD-MM, form=3
21/06"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"8/06 et 20 au 22/06"	"7
25/06"	""	"et 27 au 29/06 Impo"	"41293-41300"	"type=DD-MM, form=7
25/06"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"/06 Important 18 au"	"21/06 22/06"	""	"6 7 25 au 28/06 29/"	"41332-41343"	"type=DD-MM, form=21/06 22/06"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"/06 22/06 6 7 25 au"	"28/06 29/06"	""	"Moyen Moyen 18 et 1"	"41354-41365"	"type=DD-MM, form=28/06 29/06"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"6 Moyen Moyen 18 et"	"19/06 22/06"	""	"4 4 25 et 26/06 29/"	"41384-41395"	"type=DD-MM, form=19/06 22/06"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"/06 22/06 4 4 25 et"	"26/06 29/06"	""	"Important Important"	"41406-41417"	"type=DD-MM, form=26/06 29/06"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"e 29/06 Moyen 18/06"	"6
25/06"	""	"Nul Les dates prévu"	"41491-41498"	"type=DD-MM, form=6
25/06"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"Légumes - N° 18 du"	"06/07/"	""	"2011 En cas de conta"	"42616-42622"	"type=MM-YYYY, form=06/07/"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"es - N° 18 du 06/07/"	"2011"	""	"En cas de contamina"	"42622-42626"	"type=YYYY, form=2011"
"E99025SV4XDTwiyKO3pG6i7C"	"Région Corse N°3 du"	"19 mai 2010"	""	"Rédacteur: Gilles S"	"451-462"	"type=DD-MM-YYYY, form=19 mai 2010"
"E99025SV4XDTwiyKO3pG6i7C"	"aux pluies du 3 et"	"4 mai"	""	". Les épisodes pluvi"	"1205-1210"	"type=DD-MM, form=4 mai"
"E99025SV4XDTwiyKO3pG6i7C"	"s pluvieux de la mi"	"mai"	""	"vont sans doute ent"	"1243-1246"	"type=MM, form=mai"
"ED30Szj0vP8Pl70r449z76rF"	"unier d'ente Pêcher"	"N°1 mars 2010"	""	"Structures partenai"	"89-102"	"type=DD-MM-YYYY, form=N°1 mars 2010"
"ED30Szj0vP8Pl70r449z76rF"	"gique du prunier au"	"25 mars 2010"	""	", Le stade C3 est at"	"331-343"	"type=DD-MM-YYYY, form=25 mars 2010"
"ED30Szj0vP8Pl70r449z76rF"	"ituellement courant"	"mars"	""	". PECHER Cloque le s"	"986-990"	"type=MM, form=mars"
"ED30Szj0vP8Pl70r449z76rF"	"matiques du mois de"	"mars"	""	", on observe un reta"	"1721-1725"	"type=MM, form=mars"
"JV_19_du_060813"	"N°19"	"6 août 2013"	""	"En bref : Stade"	"53-64"	"type=DD-MM-YYYY, form=6 août 2013"
"JV_19_du_060813"	"t. Pour mémoire, en"	"2012"	""	", les 1ères baies vé"	"563-567"	"type=YYYY, form=2012"
"JV_19_du_060813"	"èrement à partir du"	"25 juillet"	""	". OIDIUM : Stade Fer"	"636-646"	"type=DD-MM, form=25 juillet"
"JV_19_du_060813"	"Pluviométrie du"	"29 juillet"	""	"au 04 août Un s"	"838-848"	"type=DD-MM, form=29 juillet"
"JV_19_du_060813"	"ie du 29 juillet au"	"04 août"	""	"Un seul épisode"	"852-859"	"type=DD-MM, form=04 août"
"JV_19_du_060813"	"a été noté dimanche"	"04 août"	""	": entre 1 et 9 mm s"	"909-916"	"type=DD-MM, form=04 août"
"JV_19_du_060813"	"Prévisions du 07 au"	"12 août"	""	": BOTRYTIS Stratégi"	"975-982"	"type=DD-MM, form=12 août"
