"bsv"	"html tags"	"segment (type)"	"segment (form)"	"fcu concepts"	"bioagressors"	"deseases"	"stages"	"context before"	"context after"	"location"	"features"
"15BSVGC05062012_cle0b33a1"	"SMALL
P
BR
BR
BR
BR
BR
BR
BR
BR
BR"	"FINANCEMENT"	"Action pilotée par le ministère chargé de l'agriculture, avec l'appui financier de l'Office national de l'eau et des milieux aquatiques, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Ecophyto 2018. Ce Bulletin est rédigé à partir d'observations ponctuelles réalisées sur un réseau de parcelles. Il donne une tendance de la situation sanitaire... Toutefois celle-ci ne peut être transposée telle quelle à chacune des parcelles.Directeur de la publication : Jean Bernard Bayard, Président de la Chambre d'agriculture de région du Nord-Pas de CalaisAnimateurs régionaux des filières et rédacteurs :Claude Gazet Chambre d'agriculture de région en collaboration avec :COLZA : Arnaud Van Boxsom CETIOMCEREALES - PROTEAGINEUX : Thierry Denis Arvalis Institut du VégétalBETTERAVE : Vincent Delannoy ITBMAIS : Bertrand Carpentier Arvalis Institut du VégétalLIN : Cathy Malnou Chambre d'agriculture de région en collaboration avec Florence Gorrias Arvalis Institut du végétalCoordination et renseignements : Samuel Bueche - Chambre d'agriculture de région (Tél: 03 21 60 57 60 - Mail : samuel.bueche@agriculture-npdc.fr)"	"colza"	""	""	""	"arcelles du réseau."	""	"9700-10860"	"type=FINANCEMENT, form=Action pilotée par le ministère chargé de l'agriculture, avec l'appui financier de l'Office national de l'eau et des milieux aquatiques, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Ecophyto 2018. Ce Bulletin est rédigé à partir d'observations ponctuelles réalisées sur un réseau de parcelles. Il donne une tendance de la situation sanitaire... Toutefois celle-ci ne peut être transposée telle quelle à chacune des parcelles.Directeur de la publication : Jean Bernard Bayard, Président de la Chambre d'agriculture de région du Nord-Pas de CalaisAnimateurs régionaux des filières et rédacteurs :Claude Gazet Chambre d'agriculture de région en collaboration avec :COLZA : Arnaud Van Boxsom CETIOMCEREALES - PROTEAGINEUX : Thierry Denis Arvalis Institut du VégétalBETTERAVE : Vincent Delannoy ITBMAIS : Bertrand Carpentier Arvalis Institut du VégétalLIN : Cathy Malnou Chambre d'agriculture de région en collaboration avec Florence Gorrias Arvalis Institut du végétalCoordination et renseignements : Samuel Bueche - Chambre d'agriculture de région (Tél: 03 21 60 57 60 - Mail : samuel.bueche@agriculture-npdc.fr)"
"15_BSV_ARBO_130612_cle82d761"	"SMALL
P"	"FINANCEMENT"	"Action pilotée par le ministère chargé de l'agriculture, avec l'appui financier de l'Office national de l'eau et des milieux aquatiques, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Ecophyto 2018."	""	""	""	""	"'évaluation du vol."	"BuBulletinBulletin"	"4115-4362"	"type=FINANCEMENT, form=Action pilotée par le ministère chargé de l'agriculture, avec l'appui financier de l'Office national de l'eau et des milieux aquatiques, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Ecophyto 2018."
"17BSVGC15062011_cle0751f9"	"SMALL
P"	"FINANCEMENT"	"Action pilotée par le ministère chargé de l'agriculture, avec l'appui financier de l'Office national de l'eau et des milieux aquatiques, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Ecophyto 2018. Ce Bulletin est rédigé à partir d'observations ponctuelles réalisées sur un réseau de parcelles. Il donne une tendance de la situation sanitaire, toutefois celle-ci ne peut être transposée telle quelle à chacune des parcelles."	""	""	""	""	"de forte pression."	"Directeur de la pub"	"6192-6666"	"type=FINANCEMENT, form=Action pilotée par le ministère chargé de l'agriculture, avec l'appui financier de l'Office national de l'eau et des milieux aquatiques, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Ecophyto 2018. Ce Bulletin est rédigé à partir d'observations ponctuelles réalisées sur un réseau de parcelles. Il donne une tendance de la situation sanitaire, toutefois celle-ci ne peut être transposée telle quelle à chacune des parcelles."
"18_BSV_GC_02072013_cle8e434e"	"SMALL
P"	"FINANCEMENT"	"Action pilotée par le ministère chargé de l'agriculture, avec l'appui financier de l'Office national de l'eau et des milieux aquatiques, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Ecophyto."	""	""	""	""	"4SoYHRRx A/viewform"	"Bulletin de Santé d"	"2448-2690"	"type=FINANCEMENT, form=Action pilotée par le ministère chargé de l'agriculture, avec l'appui financier de l'Office national de l'eau et des milieux aquatiques, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Ecophyto."
"2009_13__cle8c15cd-1"	"H1
FIGCAPTION
FIGURE
H1
FIGCAPTION
FIGURE
H1"	"EDITION"	"N° 13
BULLETIN DE SANTÉ DU VÉGÉTAL PAYS DE LA LOIRE
GR ANDES
CULTURES
02 MARS 2010"	""	""	""	""	"GIQUE DU TERRITOIRE"	"Retrouvez le Bullet"	"56-138"	"type=EDITION, form=N° 13
BULLETIN DE SANTÉ DU VÉGÉTAL PAYS DE LA LOIRE
GR ANDES
CULTURES
02 MARS 2010"
"2009_13__cle8c15cd-1"	"H2
P"	"RISQUE"	"Réseau d'observations
27 parcelles sont suivies cette semaine : 4 en 49, 6 en 53, 10 en 72, 7 en 85 et aucune en 44."	""	""	""	""	"e la tige. Céréales"	"Stade phénologique"	"441-557"	"type=RISQUE, form=Réseau d'observations
27 parcelles sont suivies cette semaine : 4 en 49, 6 en 53, 10 en 72, 7 en 85 et aucune en 44."
"2009_13__cle8c15cd-1"	"H2
P"	"RESEAU D'OBSERVATION"	"Réseau d'observations
27 parcelles sont suivies cette semaine : 4 en 49, 6 en 53, 10 en 72, 7 en 85 et aucune en 44."	""	""	""	""	"e la tige. Céréales"	"Stade phénologique"	"441-557"	"type=RESEAU D'OBSERVATION, form=Réseau d'observations
27 parcelles sont suivies cette semaine : 4 en 49, 6 en 53, 10 en 72, 7 en 85 et aucune en 44."
"2009_13__cle8c15cd-1"	"H2
P"	"RISQUE"	"Réseau d'observations
24 parcelles ont fait l'objet d'une observation cette semaine : 2 en 49, 5 en 53, 14 en 72, 2 en 85 et aucune en 44."	""	""	""	""	"stade. stade Colza"	"Stade phénologique"	"1297-1435"	"type=RISQUE, form=Réseau d'observations
24 parcelles ont fait l'objet d'une observation cette semaine : 2 en 49, 5 en 53, 14 en 72, 2 en 85 et aucune en 44."
"2009_13__cle8c15cd-1"	"H2
P"	"RESEAU D'OBSERVATION"	"Réseau d'observations
24 parcelles ont fait l'objet d'une observation cette semaine : 2 en 49, 5 en 53, 14 en 72, 2 en 85 et aucune en 44."	""	""	""	""	"stade. stade Colza"	"Stade phénologique"	"1297-1435"	"type=RESEAU D'OBSERVATION, form=Réseau d'observations
24 parcelles ont fait l'objet d'une observation cette semaine : 2 en 49, 5 en 53, 14 en 72, 2 en 85 et aucune en 44."
"2011_BSV_calvados_htenormandie_27_cle8a66fc"	"H1
SMALL
P"	"FINANCEMENT"	"PROCHAIN BULLETIN LE 15 DECEMBRE
Action pilotée par le ministère chargé de l'agriculture, avec l'appui financier de l'Office national de l'eau et des milieux aquatiques, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Ecophyto 2018 """	""	""	""	""	"s entre 14 et 18°C."	"Ce bulletin est une"	"3602-3883"	"type=FINANCEMENT, form=PROCHAIN BULLETIN LE 15 DECEMBRE
Action pilotée par le ministère chargé de l'agriculture, avec l'appui financier de l'Office national de l'eau et des milieux aquatiques, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Ecophyto 2018 """
"2011_BSV_manche_36_cle8c9518"	"SMALL
P"	"FINANCEMENT"	""" Action pilotée par le ministère chargé de l'agriculture, avec l'appui financier de l'Office national de l'eau et des milieux aquatiques, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Ecophyto 2018 """	""	""	""	""	"ri : aucune capture"	"Bulletin de Santé d"	"3584-3834"	"type=FINANCEMENT, form="" Action pilotée par le ministère chargé de l'agriculture, avec l'appui financier de l'Office national de l'eau et des milieux aquatiques, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Ecophyto 2018 """
"2012_BSV_calvados_htenormandie_26_cle823e9b"	"SMALL
P"	"FINANCEMENT"	""" Action pilotée par le ministère chargé de l'agriculture, avec l'appui financier de l'Office national de l'eau et des milieux aquatiques, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Ecophyto 2018 """	""	""	""	""	"de nuits fraîches."	"Ce bulletin est une"	"8088-8338"	"type=FINANCEMENT, form="" Action pilotée par le ministère chargé de l'agriculture, avec l'appui financier de l'Office national de l'eau et des milieux aquatiques, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Ecophyto 2018 """
"2012_BSV_calvados_htenormandie_29_cle81977c"	"SMALL
P"	"FINANCEMENT"	""" Action pilotée par le ministère chargé de l'agriculture, avec l'appui financier de l'Office national de l'eau et des milieux aquatiques, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Ecophyto 2018 """	""	""	""	""	"de nuits fraîches."	"Ce bulletin est une"	"9175-9425"	"type=FINANCEMENT, form="" Action pilotée par le ministère chargé de l'agriculture, avec l'appui financier de l'Office national de l'eau et des milieux aquatiques, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Ecophyto 2018 """
"20130606_bsv_maraichage_13_cle46d94d"	"H3
P"	"RISQUE"	"Observations
La pression en mouche des semis est variable selon les parcelles suivies : elle est globalement faible mais peut atteindre des pics sur certaines parcelles. Pour information, la semaine dernière, dans le 44 et le 49, d'importants dégâts de mouche des semis avaient été observés sur haricot et épinard (cf photo). Pour rappel, le risque présenté par la mouche des semis est élevé pour les jeunes cultures et les cultures à cycle court (radis, mâche) mais il est faible pour"	"haricot,
épinard,
radis,
mâche"	""	""	""	"s abris et en fève."	"Dégâts de mouche de"	"3079-3564"	"type=RISQUE, form=Observations
La pression en mouche des semis est variable selon les parcelles suivies : elle est globalement faible mais peut atteindre des pics sur certaines parcelles. Pour information, la semaine dernière, dans le 44 et le 49, d'importants dégâts de mouche des semis avaient été observés sur haricot et épinard (cf photo). Pour rappel, le risque présenté par la mouche des semis est élevé pour les jeunes cultures et les cultures à cycle court (radis, mâche) mais il est faible pour"
"20130606_bsv_maraichage_13_cle46d94d"	"H3
P
P"	"RISQUE"	"Observations
En raison de l'augmentation des températures, on constate, dans le 44, et par comparaison avec la semaine dernière, une forte augmentation des pressions ravageurs (acariens, aleurodes, pucerons, punaise). Dans le 44 et le 85, la pression en thrips reste faible. Certaines maladies prennent également de l'importance (Didymella, Phomopsis) et d'autres peu (oïdium, Agrobacterium).
Dans le 85, sur melon, on continue d'observer des attaques de sclérotinia sur tiges (cf photo) mais surtout sur jeunes fruits. Les ascospores de Sclérotinia continuent d'être détectées par les tests "" Blue plate "" (cf photo), ce qui confirme la poursuite du vol des spores. On observe toujours des dégâts sur feuillage qui seraient dus à de la bactériose, des échantillons sont en cours d'analyse. On constate également des dégâts sur feuillage dus aux pucerons (cf photo)."	"melon"	"pucerons,
oïdium,
sclérotinia,
Sclérotinia,
pucerons"	"thrips,
oïdium"	""	"rcelles dans le 44."	"RESEAU DE SURVEILL"	"10723-11589"	"type=RISQUE, form=Observations
En raison de l'augmentation des températures, on constate, dans le 44, et par comparaison avec la semaine dernière, une forte augmentation des pressions ravageurs (acariens, aleurodes, pucerons, punaise). Dans le 44 et le 85, la pression en thrips reste faible. Certaines maladies prennent également de l'importance (Didymella, Phomopsis) et d'autres peu (oïdium, Agrobacterium).
Dans le 85, sur melon, on continue d'observer des attaques de sclérotinia sur tiges (cf photo) mais surtout sur jeunes fruits. Les ascospores de Sclérotinia continuent d'être détectées par les tests "" Blue plate "" (cf photo), ce qui confirme la poursuite du vol des spores. On observe toujours des dégâts sur feuillage qui seraient dus à de la bactériose, des échantillons sont en cours d'analyse. On constate également des dégâts sur feuillage dus aux pucerons (cf photo)."
"20130606_bsv_maraichage_13_cle46d94d"	"FIGCAPTION
FIGURE
SMALL
P"	"FINANCEMENT"	"Ce bulletin est produit à partir d'observations ponctuelles. S'il donne une tendance de la situation sanitaire régionale, celle-ci ne peut être transposée telle quelle à la parcelle. La CRAPL dégage donc toute responsabilité quant aux décisions prises par les agriculteurs pour la protection de leurs cultures et les invite à prendre ces décisions sur la base des observations qu'ils auront réalisées sur leurs parcelles.
Action pilotée par le ministère chargé de l'Agriculture, avec l'appui financier de l'Office national de l'eau et des milieux aquatiques, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Ecophyto."	""	""	""	""	"CAMN - Maraichers."	""	"16063-16727"	"type=FINANCEMENT, form=Ce bulletin est produit à partir d'observations ponctuelles. S'il donne une tendance de la situation sanitaire régionale, celle-ci ne peut être transposée telle quelle à la parcelle. La CRAPL dégage donc toute responsabilité quant aux décisions prises par les agriculteurs pour la protection de leurs cultures et les invite à prendre ces décisions sur la base des observations qu'ils auront réalisées sur leurs parcelles.
Action pilotée par le ministère chargé de l'Agriculture, avec l'appui financier de l'Office national de l'eau et des milieux aquatiques, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Ecophyto."
"20130912_bsv_maraichage_26_cle4ed671"	"H4
P"	"RISQUE"	"Observations
La hausse des comptages observée en semaine36 se confirme cette semaine. Les risques deviennent plus importants sur les cultures semées (semis à partir de la semaine 36), en particulier sur des sols riches en matière organique fraîche, dont la décomposition peut attirer la mouche des semis."	""	""	""	""	"Vivy (49) en radis."	"A LLIUM Suivi 4 par"	"2658-2962"	"type=RISQUE, form=Observations
La hausse des comptages observée en semaine36 se confirme cette semaine. Les risques deviennent plus importants sur les cultures semées (semis à partir de la semaine 36), en particulier sur des sols riches en matière organique fraîche, dont la décomposition peut attirer la mouche des semis."
"20130912_bsv_maraichage_26_cle4ed671"	"FIGCAPTION
FIGURE
SMALL
P"	"FINANCEMENT"	"Ce bulletin est produit à partir d'observations ponctuelles. S'il donne une tendance de la situation sanitaire régionale, celle-ci ne peut être transposée telle quelle à la parcelle. La CRAPL dégage donc toute responsabilité quant aux décisions prises par les agriculteurs pour la protection de leurs cultures et les invite à prendre ces décisions sur la base des observations qu'ils auront réalisées sur leurs parcelles.
Action pilotée par le ministère chargé de l'Agriculture, avec l'appui financier de l'Office national de l'eau et des milieux aquatiques, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Ecophyto."	""	""	""	""	"CAMN - Maraichers."	""	"14827-15491"	"type=FINANCEMENT, form=Ce bulletin est produit à partir d'observations ponctuelles. S'il donne une tendance de la situation sanitaire régionale, celle-ci ne peut être transposée telle quelle à la parcelle. La CRAPL dégage donc toute responsabilité quant aux décisions prises par les agriculteurs pour la protection de leurs cultures et les invite à prendre ces décisions sur la base des observations qu'ils auront réalisées sur leurs parcelles.
Action pilotée par le ministère chargé de l'Agriculture, avec l'appui financier de l'Office national de l'eau et des milieux aquatiques, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Ecophyto."
"21_BSV_GC_20072011_cle835b6b"	"SMALL
P"	"FINANCEMENT"	"Action pilotée par le ministère chargé de l'agriculture, avec l'appui financier de l'Office national de l'eau et des milieux aquatiques, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Ecophyto 2018."	""	""	""	""	"e le nécessite pas."	"Bulletin de Santé d"	"1255-1502"	"type=FINANCEMENT, form=Action pilotée par le ministère chargé de l'agriculture, avec l'appui financier de l'Office national de l'eau et des milieux aquatiques, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Ecophyto 2018."
