"bsv"	"context before"	"bioagressors"	"context after"	"location"	"features"
"BSV_legumes_11_002"	"de la population de"	"pucerons"	"cette semaine, cett"	"15793-15801"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_legumes_11_002"	"e de Pruneville, un"	"puceron"	"parasité a été retr"	"16006-16013"	"type=BIOAGRESSOR, $=puceron, form=puceron"
"BSV_legumes_11_002"	"(1) 0 0 Colonie de"	"puceron"	"vert en cours de fo"	"17014-17021"	"type=BIOAGRESSOR, $=puceron, form=puceron"
"BSV_legumes_11_002"	"pour 20 plantes. Le"	"puceron"	"vert peut également"	"17181-17188"	"type=BIOAGRESSOR, $=puceron, form=puceron"
"BSV_legumes_11_002"	"u 24/05/2012 Page 7"	"MOUCHE"	"MINEUSE Etat généra"	"19379-19385"	"type=BIOAGRESSOR, $=mouche, form=MOUCHE"
"BSV_legumes_11_002"	"/2012 Page 7 MOUCHE"	"MINEUSE"	"Etat général Des dé"	"19386-19393"	"type=BIOAGRESSOR, $=mineuse, form=MINEUSE"
"BSV_legumes_11_002"	"néral Des dégâts de"	"larves"	"de mouche mineuse o"	"19421-19427"	"type=BIOAGRESSOR, $=larve, form=larves"
"BSV_legumes_11_002"	"dégâts de larves de"	"mouche"	"mineuse ont été obs"	"19431-19437"	"type=BIOAGRESSOR, $=mouche, form=mouche"
"BSV_legumes_11_002"	"de larves de mouche"	"mineuse"	"ont été observés su"	"19438-19445"	"type=BIOAGRESSOR, $=mineuse, form=mineuse"
"BSV_legumes_11_002"	"ents de biologie La"	"mouche"	"adulte vole en mai,"	"19600-19606"	"type=BIOAGRESSOR, $=mouche, form=mouche"
"BSV_legumes_11_002"	"osion des œufs, les"	"larves"	"creusent des galeri"	"19707-19713"	"type=BIOAGRESSOR, $=larve, form=larves"
"BSV_legumes_11_002"	"e l'autre. Dégât de"	"larve"	"de mouche mineuse s"	"19804-19809"	"type=BIOAGRESSOR, $=larve, form=larve"
"BSV_legumes_11_002"	". Dégât de larve de"	"mouche"	"mineuse sur une feu"	"19813-19819"	"type=BIOAGRESSOR, $=mouche, form=mouche"
"BSV_legumes_11_002"	"de larve de mouche"	"mineuse"	"sur une feuille de"	"19820-19827"	"type=BIOAGRESSOR, $=mineuse, form=mineuse"
"BSV_legumes_11_002"	"u 24/05/2012 Page 8"	"PUCERONS"	"Etat général A St G"	"21866-21874"	"type=BIOAGRESSOR, $=puceron, form=PUCERONS"
"BSV_legumes_11_002"	", on dénombre 1 à 3"	"pucerons"	"sur environ 50% des"	"21980-21988"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_legumes_11_002"	"seau, pas ou peu de"	"pucerons"	". Seuil de nuisibili"	"22066-22074"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_legumes_11_002"	"elles du réseau, du"	"mildiou"	"(Bremia lactucae),"	"22518-22525"	"type=BIOAGRESSOR, $=mildiou, form=mildiou"
"BSV_legumes_11_002"	"(Botrytis cinerea),"	"Rhizoctone"	"brun (Rhizoctonia s"	"22587-22597"	"type=BIOAGRESSOR, $=rhizoctone, form=Rhizoctone"
"BSV_legumes_11_002"	"ni), Sclérotiniose ("	"Sclerotinia"	"sp.), du Pythium va"	"22640-22651"	"type=BIOAGRESSOR, $=sclerotinia, form=Sclerotinia"
"BSV_legumes_11_002"	"héiphylum) et de la"	"rouille"	"(Puccinia opizii) s"	"22713-22720"	"type=BIOAGRESSOR, $=rouille, form=rouille"
"BSV_legumes_11_002"	"it (45) avec 15% de"	"Botrytis cinerea"	"sur une parcelle de"	"22874-22890"	"type=BIOAGRESSOR, $=botrytis cinerea, form=Botrytis cinerea"
"BSV_legumes_11_002"	"it (45) avec 15% de"	"Botrytis cinerea"	"sur une parcelle de"	"22874-22890"	"type=BIOAGRESSOR, $=botrytis cinerea, form=Botrytis cinerea"
"BSV_legumes_11_002"	"aitue. Focus sur la"	"rouille"	"de la salade. La ro"	"22932-22939"	"type=BIOAGRESSOR, $=rouille, form=rouille"
"BSV_legumes_11_002"	"le de la salade. La"	"rouille"	"de la salade est du"	"22957-22964"	"type=BIOAGRESSOR, $=rouille, form=rouille"
"BSV_legumes_11_002"	"principalement à un"	"champignon"	", Puccinia opizii. C"	"23006-23016"	"type=BIOAGRESSOR, $=champignon, form=champignon"
"BSV_legumes_11_002"	"des infestations de"	"champignons"	"voire de bactériose"	"24566-24577"	"type=BIOAGRESSOR, $=champignon, form=champignons"
"BSV_legumes_11_002"	"ux, navets et radis"	"ALTISES"	"DES CRUCIFERES Etat"	"24633-24640"	"type=BIOAGRESSOR, $=altise, form=ALTISES"
"BSV_legumes_11_002"	"37) avec jusqu'à 30"	"altises"	"par chou! Ailleurs,"	"24752-24759"	"type=BIOAGRESSOR, $=altise, form=altises"
"BSV_legumes_11_002"	"chou! Ailleurs, les"	"altises"	"sont surtout présen"	"24784-24791"	"type=BIOAGRESSOR, $=altise, form=altises"
"BSV_legumes_11_002"	"roissance"	"MOUCHE"	"DU CHOU Etat gé"	"25629-25635"	"type=BIOAGRESSOR, $=mouche, form=MOUCHE"
"BSV_legumes_11_002"	"s de la région, les"	"larves"	"entrent progressive"	"25941-25947"	"type=BIOAGRESSOR, $=larve, form=larves"
"BSV_legumes_11_002"	"En cas de dégâts de"	"larves"	", détruisez les chou"	"27368-27374"	"type=BIOAGRESSOR, $=larve, form=larves"
"BSV_legumes_11_002"	"les choux infestés."	"PUCERONS"	"CENDRES Etat généra"	"27406-27414"	"type=BIOAGRESSOR, $=puceron, form=PUCERONS"
"BSV_legumes_11_002"	"résence de nombreux"	"pucerons"	"ailés de l'espèce B"	"27460-27468"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_legumes_11_002"	"tions imminentes du"	"puceron"	"cendré. Pré"	"27914-27921"	"type=BIOAGRESSOR, $=puceron, form=puceron"
"BSV_legumes_11_002"	"ues dégâts épars de"	"limaces"	"sur le feuillage."	"28712-28719"	"type=BIOAGRESSOR, $=limace, form=limaces"
"BSV_legumes_11_002"	"10 F"	"PUCERONS"	"Etat général En"	"30302-30310"	"type=BIOAGRESSOR, $=puceron, form=PUCERONS"
"BSV_legumes_11_002"	"des infestations de"	"pucerons"	"noirs sur 15% de la"	"30364-30372"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_legumes_11_002"	", tomate et poivron"	"PUCERONS"	"Etat généralSous ab"	"30541-30549"	"type=BIOAGRESSOR, $=puceron, form=PUCERONS"
"BSV_legumes_11_002"	"'abris, de nombreux"	"champignons"	"peuvent apparaître."	"32679-32690"	"type=BIOAGRESSOR, $=champignon, form=champignons"
"BSV_legumes_11_002"	"a pourriture grise ("	"Botrytis cinerea"	"), du mildiou (Phyto"	"32934-32950"	"type=BIOAGRESSOR, $=botrytis cinerea, form=Botrytis cinerea"
"BSV_legumes_11_002"	"a pourriture grise ("	"Botrytis cinerea"	"), du mildiou (Phyto"	"32934-32950"	"type=BIOAGRESSOR, $=botrytis cinerea, form=Botrytis cinerea"
"BSV_legumes_11_002"	"trytis cinerea), du"	"mildiou"	"(Phytophtora infest"	"32956-32963"	"type=BIOAGRESSOR, $=mildiou, form=mildiou"
"BSV_legumes_11_002"	"risque est modéré."	"THRIPS"	"Etat général Ils so"	"34620-34626"	"type=BIOAGRESSOR, $=thrips, form=THRIPS"
"BSV_legumes_11_002"	"24/05/2012 Page 13"	"ACARIENS"	"TETRANYQUES Etat gé"	"35500-35508"	"type=BIOAGRESSOR, $=acariens, form=ACARIENS"
"BSV_legumes_11_002"	"Fruit"	"PUCERONS"	"Etat général Vo"	"36880-36888"	"type=BIOAGRESSOR, $=puceron, form=PUCERONS"
"BSV_legumes_11_002"	"ral Voir paragraphe"	"puceron"	"sur les solanacées."	"36922-36929"	"type=BIOAGRESSOR, $=puceron, form=puceron"
"BSV_legumes_11_002"	"cultures."	"THRIPS"	"Etat général A"	"37032-37038"	"type=BIOAGRESSOR, $=thrips, form=THRIPS"
"BSV_legumes_11_002"	"et Veigné (37), du"	"thrips"	"est observé sur 100"	"37121-37127"	"type=BIOAGRESSOR, $=thrips, form=thrips"
"BSV_legumes_11_002"	"e des noctuelles et"	"mineuse"	"de la tomate"	"37941-37948"	"type=BIOAGRESSOR, $=mineuse, form=mineuse"
"BSV_legumes_11_002"	"3 2"	"Mineuse"	"Tuta abso"	"38322-38329"	"type=BIOAGRESSOR, $=mineuse, form=Mineuse"
"BSV_legumes_11_002"	"Mineuse"	"Tuta absoluta"	"(tomates, solanacée"	"38340-38353"	"type=BIOAGRESSOR, $=tuta absoluta, form=Tuta absoluta"
"BSV_legumes_11_002"	"Mineuse"	"Tuta absoluta"	"(tomates, solanacée"	"38340-38353"	"type=BIOAGRESSOR, $=tuta absoluta, form=Tuta absoluta"
"BSV_legumes_11_002"	"t nul. Piégeage des"	"pucerons"	"ailés et identifica"	"38601-38609"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_legumes_11_002"	"ne, les captures de"	"pucerons"	"(sous abris et plei"	"38688-38696"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_legumes_11_002"	"n. De très nombreux"	"pucerons"	"ailés sont observés"	"38770-38778"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_legumes_11_002"	"u développement des"	"pucerons"	". Saint Benoit (45)"	"38921-38929"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_legumes_11_002"	"ouvelles espèces de"	"pucerons"	"ont été identifiées"	"39247-39255"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_legumes_11_002"	"al Cette semaine la"	"mouche"	"des alliums n'a pas"	"42403-42409"	"type=BIOAGRESSOR, $=mouche, form=mouche"
"BSV_legumes_11_002"	"e premier vol de la"	"mouche"	"des alliums semble"	"43989-43995"	"type=BIOAGRESSOR, $=mouche, form=mouche"
"BSV_legumes_11_002"	"bles à ce ravageur."	"MOUCHE"	"DES SEMIS ( DELIA P"	"44190-44196"	"type=BIOAGRESSOR, $=mouche, form=MOUCHE"
"BSV_legumes_11_002"	"DELIA PLATURA ) ET"	"MOUCHE"	"DE L ' OIGNON ( DEL"	"44228-44234"	"type=BIOAGRESSOR, $=mouche, form=MOUCHE"
"BSV_legumes_11_002"	"des populations de"	"mouche"	"des semis et de mou"	"44311-44317"	"type=BIOAGRESSOR, $=mouche, form=mouche"
"BSV_legumes_11_002"	"che des semis et de"	"mouche"	"de l'oignon capturé"	"44334-44340"	"type=BIOAGRESSOR, $=mouche, form=mouche"
"BSV_legumes_11_002"	"des captures de la"	"mouches"	"des semis(Delia pla"	"44529-44536"	"type=BIOAGRESSOR, $=mouche, form=mouches"
"BSV_legumes_11_002"	"des captures de la"	"mouche"	"de l'oignon(Delia a"	"44592-44598"	"type=BIOAGRESSOR, $=mouche, form=mouche"
"BSV_legumes_11_002"	"défavorables à ces"	"mouches"	"pour tous les secte"	"45432-45439"	"type=BIOAGRESSOR, $=mouche, form=mouches"
"BSV_legumes_11_002"	"une augmentation de"	"mouches"	"des semis. Modélisa"	"45520-45527"	"type=BIOAGRESSOR, $=mouche, form=mouches"
"BSV_legumes_11_002"	"ique les sorties de"	"larves"	"en cours sur la rég"	"45619-45625"	"type=BIOAGRESSOR, $=larve, form=larves"
"BSV_legumes_11_002"	"de nuisibilité Les"	"mouches"	"de l'oignon et des"	"45675-45682"	"type=BIOAGRESSOR, $=mouche, form=mouches"
"BSV_legumes_11_002"	"est dépassé pour la"	"mouche"	"des semis sur St-Be"	"45798-45804"	"type=BIOAGRESSOR, $=mouche, form=mouche"
"BSV_legumes_11_002"	"aucun site pour la"	"mouche"	"de l'oignon. Prévis"	"45901-45907"	"type=BIOAGRESSOR, $=mouche, form=mouche"
"BSV_legumes_11_002"	"es à ces ravageurs."	"THRIPS"	"Etat général Les pl"	"46036-46042"	"type=BIOAGRESSOR, $=thrips, form=THRIPS"
"BSV_legumes_11_002"	"de nuisibilité Les"	"thrips"	"sont souvent peu pr"	"46752-46758"	"type=BIOAGRESSOR, $=thrips, form=thrips"
"BSV_legumes_11_002"	"risque est faible."	"MILDIOU"	"DE L ' OIGNON (P ER"	"47140-47147"	"type=BIOAGRESSOR, $=mildiou, form=MILDIOU"
"BSV_legumes_11_002"	"e l'incidence de ce"	"champignon"	", passant de 5% la s"	"47403-47413"	"type=BIOAGRESSOR, $=champignon, form=champignon"
"BSV_legumes_11_002"	"à 30%, dont 25% de"	"mildiou"	"sporulant,- St-Beno"	"47468-47475"	"type=BIOAGRESSOR, $=mildiou, form=mildiou"
"BSV_legumes_11_002"	"te semaine ; 30% du"	"mildiou"	"est sporulant,- Sai"	"47593-47600"	"type=BIOAGRESSOR, $=mildiou, form=mildiou"
"BSV_legumes_11_002"	"ec des symptômes de"	"mildiou"	"sporulant. Modélisa"	"47693-47700"	"type=BIOAGRESSOR, $=mildiou, form=mildiou"
"BSV_legumes_11_002"	"n de Miloni (modèle"	"mildiou"	"oignon) sont présen"	"47787-47794"	"type=BIOAGRESSOR, $=mildiou, form=mildiou"
"BSV_legumes_11_002"	"sorties de tache de"	"mildiou"	"sont données à titr"	"50119-50126"	"type=BIOAGRESSOR, $=mildiou, form=mildiou"
"BSV_legumes_11_002"	"Gien (45)"	"MILDIOU"	"DE LA P OMME DE TER"	"52193-52200"	"type=BIOAGRESSOR, $=mildiou, form=MILDIOU"
"BSV_legumes_11_002"	"es à cette maladie."	"PUCERONS"	"Etat général Ce rav"	"56450-56458"	"type=BIOAGRESSOR, $=puceron, form=PUCERONS"
"BSV_legumes_11_002"	"; on note quelques"	"pucerons"	"noirs ailés sur les"	"56537-56545"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_legumes_11_002"	"s sont porteuses de"	"pucerons"	". Ce n'est pas le ca"	"56722-56730"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_legumes_11_002"	"bles à ce ravageur."	"RHIZOCTONE"	"BRUN Etat général S"	"56899-56909"	"type=BIOAGRESSOR, $=rhizoctone, form=RHIZOCTONE"
"BSV_legumes_11_002"	"bris) on observe du"	"rhizoctone"	"brun. Le champignon"	"56983-56993"	"type=BIOAGRESSOR, $=rhizoctone, form=rhizoctone"
"BSV_legumes_11_002"	"rhizoctone brun. Le"	"champignon"	"responsable est Rhi"	"57003-57013"	"type=BIOAGRESSOR, $=champignon, form=champignon"
"BSV_legumes_11_002"	"r). L'apparition du"	"rhizoctone"	"est favorisée par d"	"57256-57266"	"type=BIOAGRESSOR, $=rhizoctone, form=rhizoctone"
"BSV_legumes_11_002"	"t défavorables à ce"	"champignon"	". DORYPHORE Photo :"	"57567-57577"	"type=BIOAGRESSOR, $=champignon, form=champignon"
"BSV_legumes_11_002"	". DORYPHORE Photo :"	"Rhizoctone"	"brun sur pomme de t"	"57597-57607"	"type=BIOAGRESSOR, $=rhizoctone, form=Rhizoctone"
"BSV_legumes_11_002"	"es avec au moins 20"	"larves"	". Directeur de publi"	"58086-58092"	"type=BIOAGRESSOR, $=larve, form=larves"
"BSV_legumes_11_002"	"globalement saine."	"MOUCHE"	"DE L ' ASPERGE Cett"	"59439-59445"	"type=BIOAGRESSOR, $=mouche, form=MOUCHE"
"BSV_legumes_11_002"	"E L ' ASPERGE Cette"	"mouche"	"pond sur la pointe"	"59467-59473"	"type=BIOAGRESSOR, $=mouche, form=mouche"
"BSV_legumes_11_002"	"s, même ponctuelle."	"MOUCHE"	"DES SEMIS Etat géné"	"60084-60090"	"type=BIOAGRESSOR, $=mouche, form=MOUCHE"
"BSV_legumes_11_002"	"ièges à eau pour la"	"mouche"	"des semis sont en p"	"60139-60145"	"type=BIOAGRESSOR, $=mouche, form=mouche"
"BSV_legumes_11_002"	"is aucune sortie de"	"larves"	"n'a été constatée."	"61339-61345"	"type=BIOAGRESSOR, $=larve, form=larves"
"BSV_legumes_11_002"	"essentiellement aux"	"larves"	"à partir du stade r"	"61429-61435"	"type=BIOAGRESSOR, $=larve, form=larves"
"BSV_legumes_11_002"	"ortie des premières"	"larves"	"qui devrait interve"	"61634-61640"	"type=BIOAGRESSOR, $=larve, form=larves"
"BSV_legumes_11_002"	"plus favorable aux"	"parasites"	". PUCERONS Etat géné"	"62966-62975"	"type=BIOAGRESSOR, $=parasite, form=parasites"
"BSV_legumes_11_002"	"able aux parasites."	"PUCERONS"	"Etat général Les pu"	"62977-62985"	"type=BIOAGRESSOR, $=puceron, form=PUCERONS"
"BSV_legumes_11_002"	"NS Etat général Les"	"pucerons"	"sont présents sous"	"63003-63011"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_legumes_11_002"	"né, la présence des"	"pucerons"	"peut favoriser la p"	"63965-63973"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_legumes_11_002"	"u développement des"	"pucerons"	". Le risque est élev"	"64209-64217"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_legumes_11_002"	"éré en plein champ."	"THRIPS"	"Etat général Observ"	"64292-64298"	"type=BIOAGRESSOR, $=thrips, form=THRIPS"
"BSV_legumes_11_002"	"au d'infestation en"	"thrips"	"reste faible (moins"	"64366-64372"	"type=BIOAGRESSOR, $=thrips, form=thrips"
"BSV_legumes_11_002"	"é La nuisibilité du"	"thrips"	"sur courgette, sur"	"64461-64467"	"type=BIOAGRESSOR, $=thrips, form=thrips"
"BSV_legumes_11_002"	"des populations de"	"pucerons"	"et thrips. OÏDIUM E"	"64870-64878"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_legumes_11_002"	"ions de pucerons et"	"thrips"	". OÏDIUM Etat généra"	"64882-64888"	"type=BIOAGRESSOR, $=thrips, form=thrips"
"BSV_legumes_11_002"	"pucerons et thrips."	"OÏDIUM"	"Etat général De l'o"	"64890-64896"	"type=BIOAGRESSOR, $=oïdium, form=OÏDIUM"
"BSV_legumes_11_002"	"-et-Loire"	"Mouche"	"Mineuse S"	"66065-66071"	"type=BIOAGRESSOR, $=mouche, form=Mouche"
"BSV_legumes_11_002"	"re Mouche"	"Mineuse"	"St Genoup"	"66072-66079"	"type=BIOAGRESSOR, $=mineuse, form=Mineuse"
"BSV_legumes_11_002"	"Mouche des semis et"	"mouche"	"de l'oignon"	"66125-66131"	"type=BIOAGRESSOR, $=mouche, form=mouche"
"BSV_legumes_11_002"	"Veigné"	"Teigne"	"St Genoup"	"66169-66175"	"type=BIOAGRESSOR, $=teigne, form=Teigne"
"BSV_legumes_11_002"	"t Genouph"	"Thrips"	"St Genoup"	"66207-66213"	"type=BIOAGRESSOR, $=thrips, form=Thrips"
"BSV_legumes_11_002"	"uation reste saine."	"MOUCHE"	"DES SEMIS ( DELIA P"	"66918-66924"	"type=BIOAGRESSOR, $=mouche, form=MOUCHE"
"BSV_legumes_11_002"	"DELIA PLATURA ) ET"	"MOUCHE"	"DE L ' OIGNON ( DEL"	"66956-66962"	"type=BIOAGRESSOR, $=mouche, form=MOUCHE"
"BSV_legumes_11_002"	"ièges à eau pour la"	"mouche"	"des semis et la mou"	"67033-67039"	"type=BIOAGRESSOR, $=mouche, form=mouche"
"BSV_legumes_11_002"	"che des semis et la"	"mouche"	"de l'oignon sont en"	"67056-67062"	"type=BIOAGRESSOR, $=mouche, form=mouche"
"BSV_legumes_11_002"	"Oignon. Les vols de"	"mouche"	"des semis ont forte"	"67238-67244"	"type=BIOAGRESSOR, $=mouche, form=mouche"
"BSV_legumes_11_002"	"ce qui concerne la"	"mouche"	"de l'oignon, les pi"	"67363-67369"	"type=BIOAGRESSOR, $=mouche, form=mouche"
"BSV_legumes_11_002"	"que des sorties de"	"larves"	"sur l'ensemble de l"	"67555-67561"	"type=BIOAGRESSOR, $=larve, form=larves"
"BSV_legumes_11_002"	"de nuisibilité Les"	"mouches"	"de l'oignon et des"	"68286-68293"	"type=BIOAGRESSOR, $=mouche, form=mouches"
"BSV_legumes_11_002"	"es plantes. Pour la"	"mouche"	"de semis, le seuil"	"68373-68379"	"type=BIOAGRESSOR, $=mouche, form=mouche"
"BSV_legumes_11_002"	"ision Pour ces deux"	"mouches"	", le risque de nouve"	"68519-68526"	"type=BIOAGRESSOR, $=mouche, form=mouches"
"BSV_legumes_11_002"	"diminue fortement."	"MOUCHE"	"MINEUSE DES ALLIUMS"	"68577-68583"	"type=BIOAGRESSOR, $=mouche, form=MOUCHE"
"BSV_legumes_11_002"	"e fortement. MOUCHE"	"MINEUSE"	"DES ALLIUMS (P HYTO"	"68584-68591"	"type=BIOAGRESSOR, $=mineuse, form=MINEUSE"
"BSV_legumes_11_002"	"ent. Ces sorties de"	"larves"	"correspondent au vo"	"68840-68846"	"type=BIOAGRESSOR, $=larve, form=larves"
"BSV_legumes_11_002"	"sibilité pour cette"	"mouche"	". L'activité de nutr"	"68964-68970"	"type=BIOAGRESSOR, $=mouche, form=mouche"
"BSV_legumes_11_002"	"ble pour le moment."	"THRIPS"	"Etat général Les pr"	"69210-69216"	"type=BIOAGRESSOR, $=thrips, form=THRIPS"
"BSV_legumes_11_002"	"énéral Les premiers"	"thrips"	"sont présents sur p"	"69243-69249"	"type=BIOAGRESSOR, $=thrips, form=thrips"
"BSV_legumes_11_002"	"10% des plants. Ces"	"thrips"	"correspondent aux é"	"69327-69333"	"type=BIOAGRESSOR, $=thrips, form=thrips"
"BSV_legumes_11_002"	"aux émergences des"	"thrips"	"indigènes à chaque"	"69367-69373"	"type=BIOAGRESSOR, $=thrips, form=thrips"
"BSV_legumes_11_002"	"semaine prochaine."	"TEIGNE"	"Etat général Les pr"	"69603-69609"	"type=BIOAGRESSOR, $=teigne, form=TEIGNE"
"BSV_legumes_11_002"	"gne (41). Piégeages"	"Teignes"	"Seuil de nuisibilit"	"69713-69720"	"type=BIOAGRESSOR, $=teigne, form=Teignes"
"BSV_legumes_11_002"	"ortie des premières"	"larves"	". Prévision"	"69784-69790"	"type=BIOAGRESSOR, $=larve, form=larves"
"BSV_legumes_11_002"	"rochaine."	"larves"	"avant"	"69901-69907"	"type=BIOAGRESSOR, $=larve, form=larves"
"BSV_legumes_11_002"	"en fin de semaine."	"SCLEROTINIA"	"Etat général Aucun"	"71187-71198"	"type=BIOAGRESSOR, $=sclerotinia, form=SCLEROTINIA"
"BSV_legumes_11_002"	"ont favorables à ce"	"champignon"	". Betterave potagère"	"71353-71363"	"type=BIOAGRESSOR, $=champignon, form=champignon"
"BSV_legumes_11_002"	"ar endroit."	"ALTISES"	"Stade"	"71779-71786"	"type=BIOAGRESSOR, $=altise, form=ALTISES"
"BSV_legumes_11_002"	"en fin de semaine."	"PUCERONS"	"VERTS ( MYZUS PERSI"	"72188-72196"	"type=BIOAGRESSOR, $=puceron, form=PUCERONS"
"BSV_legumes_11_002"	"ur les 2 espèces de"	"pucerons"	", mais reste pour le"	"73000-73008"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_legumes_11_002"	"l'installation des"	"pucerons"	". Seuil de nuisibili"	"73168-73176"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_legumes_11_002"	"nuisibilité Pour le"	"puceron"	"vert, le seuil de 2"	"73207-73214"	"type=BIOAGRESSOR, $=puceron, form=puceron"
"BSV_legumes_11_002"	"vert, le seuil de 2"	"pucerons"	"pour 10 plantes n'e"	"73235-73243"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_legumes_11_002"	"iques plus chaudes."	"MILDIOU"	"Etat général Une pa"	"73382-73389"	"type=BIOAGRESSOR, $=mildiou, form=MILDIOU"
"BSV_legumes_11_002"	"10% de plantes avec"	"mildiou"	". Prévision L'expres"	"73453-73460"	"type=BIOAGRESSOR, $=mildiou, form=mildiou"
"BSV_legumes_11_002"	"ts sont touchés. Le"	"champignon"	"est surtout présent"	"73773-73783"	"type=BIOAGRESSOR, $=champignon, form=champignon"
"BSV_legumes_11_002"	"ouchés(symptômes de"	"pieds noirs"	"). Dans les zones de"	"74243-74254"	"type=BIOAGRESSOR, $=pied noir, form=pieds noirs"
"BSV_legumes_11_002"	"ouchés(symptômes de"	"pieds noirs"	"). Dans les zones de"	"74243-74254"	"type=BIOAGRESSOR, $=pied noir, form=pieds noirs"
"BSV_legumes_27_001"	"ges des noctuelles,"	"teigne"	"et Tuta absoluta .."	"1241-1247"	"type=BIOAGRESSOR, $=teigne, form=teigne"
"BSV_legumes_27_001"	"ctuelles, teigne et"	"Tuta absoluta"	"..................."	"1251-1264"	"type=BIOAGRESSOR, $=tuta absoluta, form=Tuta absoluta"
"BSV_legumes_27_001"	"ctuelles, teigne et"	"Tuta absoluta"	"..................."	"1251-1264"	"type=BIOAGRESSOR, $=tuta absoluta, form=Tuta absoluta"
"BSV_legumes_27_001"	"BREF Ombellifères :"	"Mouche"	"de la carotte et du"	"2005-2011"	"type=BIOAGRESSOR, $=mouche, form=Mouche"
"BSV_legumes_27_001"	"rminés. Alternaria,"	"cercosporiose"	", mildiou: le risque"	"2121-2134"	"type=BIOAGRESSOR, $=cercosporiose, form=cercosporiose"
"BSV_legumes_27_001"	"ria, cercosporiose,"	"mildiou"	": le risque augmente"	"2136-2143"	"type=BIOAGRESSOR, $=mildiou, form=mildiou"
"BSV_legumes_27_001"	"Salades : retour du"	"mildiou"	".Poireau : vol de mi"	"2388-2395"	"type=BIOAGRESSOR, $=mildiou, form=mildiou"
"BSV_legumes_27_001"	"ou.Poireau : vol de"	"mineuse"	", conditions favorab"	"2413-2420"	"type=BIOAGRESSOR, $=mineuse, form=mineuse"
"BSV_legumes_27_001"	"l'alternaria et la"	"rouille"	".Fraisiers : Prochai"	"2465-2472"	"type=BIOAGRESSOR, $=rouille, form=rouille"
"BSV_legumes_27_001"	"ignons, échalotes :"	"Mouches"	"des alliums : piqûr"	"2535-2542"	"type=BIOAGRESSOR, $=mouche, form=Mouches"
"BSV_legumes_27_001"	"u stade récolte. La"	"cercosporiose"	"poursuit son dévelo"	"5165-5178"	"type=BIOAGRESSOR, $=cercosporiose, form=cercosporiose"
"BSV_legumes_27_001"	"céleri-branche. La"	"septoriose"	"reste modérée (1 pa"	"5456-5466"	"type=BIOAGRESSOR, $=septoriose, form=septoriose"
"BSV_legumes_27_001"	"lle), apparition de"	"sclérotinia"	"sur quelques pieds"	"5509-5520"	"type=BIOAGRESSOR, $=sclerotinia, form=sclérotinia"
"BSV_legumes_27_001"	"nce très modérée de"	"septoriose"	"sur 1 culture au st"	"5732-5742"	"type=BIOAGRESSOR, $=septoriose, form=septoriose"
"BSV_legumes_27_001"	"écolte. Présence de"	"mildiou"	"sur 2 parcelles pro"	"5787-5794"	"type=BIOAGRESSOR, $=mildiou, form=mildiou"
"BSV_legumes_27_001"	"oches de la récolte."	"Mouche"	"du céleri : pas de"	"5833-5839"	"type=BIOAGRESSOR, $=mouche, form=Mouche"
"BSV_legumes_27_001"	"de faibles ondées."	"MOUCHE"	"DU CELERI ( EULEIA"	"5927-5933"	"type=BIOAGRESSOR, $=mouche, form=MOUCHE"
"BSV_legumes_27_001"	"LTERNARIA DAUCI ) &"	"CERCOSPORIOSE"	"( CERCOSPORA CAROTA"	"6168-6181"	"type=BIOAGRESSOR, $=cercosporiose, form=CERCOSPORIOSE"
"BSV_legumes_27_001"	"sur 2 parcelles. La"	"cercosporiose"	"progresse, elle est"	"6307-6320"	"type=BIOAGRESSOR, $=cercosporiose, form=cercosporiose"
"BSV_legumes_27_001"	"ade proche récolte."	"MILDIOU"	"DU PERSIL ( PLASMOP"	"7383-7390"	"type=BIOAGRESSOR, $=mildiou, form=MILDIOU"
"BSV_legumes_27_001"	"1 parcelle avec du"	"mildiou"	"sporulant, rare mai"	"7554-7561"	"type=BIOAGRESSOR, $=mildiou, form=mildiou"
