"bsv"	"type"	"context"	"word"	"prefLabel"	"context"	"location"	"features"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"html"	"s de la taille d'un"	"pois"	"pois"	", les grappes pe"	"16393-16397"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Pois, skos-prefLabel=pois, form=pois"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"html"	"endent (31) les"	"baies"	"arbuste à baies"	"se touchent (31-33)"	"16436-16441"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Arbres_baies, skos-prefLabel=arbuste à baies, form=baies"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"html"	"ent (31-33) les"	"baies"	"arbuste à baies"	"se touchent (31-33)"	"16470-16475"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Arbres_baies, skos-prefLabel=arbuste à baies, form=baies"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"html"	"ent (31-33) les"	"baies"	"arbuste à baies"	"se touchent (31-33)"	"16504-16509"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Arbres_baies, skos-prefLabel=arbuste à baies, form=baies"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"html"	"ent (31-33) les"	"baies"	"arbuste à baies"	"se touchent (31-33)"	"16538-16543"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Arbres_baies, skos-prefLabel=arbuste à baies, form=baies"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"html"	"ent (31-33) les"	"baies"	"arbuste à baies"	"se touchent (31-33)"	"16572-16577"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Arbres_baies, skos-prefLabel=arbuste à baies, form=baies"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"html"	"grappe (33) Persan"	"baies"	"arbuste à baies"	"de la taille d'un p"	"16649-16654"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Arbres_baies, skos-prefLabel=arbuste à baies, form=baies"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"html"	"s de la taille d'un"	"pois"	"pois"	", les grappes penden"	"16673-16677"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Pois, skos-prefLabel=pois, form=pois"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"html"	"grappe (33) les"	"baies"	"arbuste à baies"	"se touchent (31-33)"	"16791-16796"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Arbres_baies, skos-prefLabel=arbuste à baies, form=baies"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"html"	"ent (31-33) les"	"baies"	"arbuste à baies"	"se touchent (31-33)"	"16825-16830"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Arbres_baies, skos-prefLabel=arbuste à baies, form=baies"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"html"	"ent (31-33) les"	"baies"	"arbuste à baies"	"se touchent (31-33)"	"16859-16864"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Arbres_baies, skos-prefLabel=arbuste à baies, form=baies"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"html"	"grappe (33) les"	"baies"	"arbuste à baies"	"se touchent (31-33)"	"16925-16930"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Arbres_baies, skos-prefLabel=arbuste à baies, form=baies"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"html"	"ent (31-33) les"	"baies"	"arbuste à baies"	"se touchent (31-33)"	"16959-16964"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Arbres_baies, skos-prefLabel=arbuste à baies, form=baies"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"html"	"BSV n°15, 2019"	"Viticulture"	"vigne"	", région AURA, éditi"	"17812-17823"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=Viticulture"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"html"	"ce de symptômes sur"	"baies"	"arbuste à baies"	". Des symptômes sur"	"18624-18629"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Arbres_baies, skos-prefLabel=arbuste à baies, form=baies"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"html"	". Des symptômes sur"	"baies"	"arbuste à baies"	"sont observés dans"	"18649-18654"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Arbres_baies, skos-prefLabel=arbuste à baies, form=baies"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"html"	"r des symptômes sur"	"baies"	"arbuste à baies"	"à Cressin (réseau)."	"18831-18836"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Arbres_baies, skos-prefLabel=arbuste à baies, form=baies"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"html"	"ologiques durant la"	"fleur"	"floriculture"	". Oïdium : En secteu"	"19470-19475"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cultures_florales, skos-prefLabel=floriculture, form=fleur"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"html"	"let. BSV n°15, 2019"	"Viticulture"	"vigne"	", région AURA, éditi"	"20465-20476"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=Viticulture"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"html"	"grappe (33) les"	"baies"	"arbuste à baies"	"se touchent (31-33)"	"20797-20802"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Arbres_baies, skos-prefLabel=arbuste à baies, form=baies"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"html"	"ent (31-33) les"	"baies"	"arbuste à baies"	"se touchent (31-33)"	"20831-20836"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Arbres_baies, skos-prefLabel=arbuste à baies, form=baies"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"html"	"ent (31-33) les"	"baies"	"arbuste à baies"	"se touchent (31-33)"	"20865-20870"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Arbres_baies, skos-prefLabel=arbuste à baies, form=baies"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"html"	"e grossissement des"	"baies"	"arbuste à baies"	"est ralenti. Les pr"	"21830-21835"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Arbres_baies, skos-prefLabel=arbuste à baies, form=baies"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"html"	"enti. Les premières"	"baies"	"arbuste à baies"	"commencent à se col"	"21863-21868"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Arbres_baies, skos-prefLabel=arbuste à baies, form=baies"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"html"	"nte. BSV n°15, 2019"	"Viticulture"	"vigne"	", région AURA, éditi"	"22294-22305"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=Viticulture"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"html"	"ortie de taches sur"	"baies"	"arbuste à baies"	"est très faible. La"	"22401-22406"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Arbres_baies, skos-prefLabel=arbuste à baies, form=baies"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"html"	"mes. BSV n°15, 2019"	"Viticulture"	"vigne"	", région AURA, éditi"	"22813-22824"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=Viticulture"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"html"	"on intégrée. http://"	"viticulture"	"vigne"	".ecophytopic.fr/viti"	"23018-23029"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=viticulture"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"html"	"ture.ecophytopic.fr/"	"viticulture"	"vigne"	"Toute reproduction"	"23045-23056"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=viticulture"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"html"	"IC CHOLAT, Soufflet"	"Vigne"	"vigne"	", Ecovigne, Oenophyt"	"23655-23660"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=Vigne"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"html"	"Oenoconseil, Lycée"	"Olivier"	"olivier"	"de Serres / Ferme e"	"23906-23913"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Oliviers, skos-prefLabel=olivier, form=Olivier"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"html"	"et le Syndicat des"	"Vins"	"vigne de cuve"	"du Bugey. Ce BSV es"	"23975-23979"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Vignes_cuve, skos-prefLabel=vigne de cuve, form=Vins"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"html"	"et le Syndicat des"	"Vins"	"vigne"	"du Bugey. Ce BSV es"	"23975-23979"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=Vins"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"html"	"protection de leurs"	"cultures"	"Culture"	". Action pilotée par"	"24537-24545"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Crop, skos-prefLabel=Culture, form=cultures"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"html"	"yto. BSV n°15, 2019"	"Viticulture"	"vigne"	", région AURA, éditi"	"25071-25082"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=Viticulture"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"html"	"r cette semaine Les"	"stades phénologiques"	"stade de développement"	"dans la région Rhôn"	"187-207"	"type=GOL, uri=http://ontology.inrae.fr/ppdo/ontology/GrowthStage, skos-prefLabel=stade de développement, form=stades phénologiques"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"html"	"renseignées sur 28"	"Stades phénologiques"	"stade de développement"	"Cépages"	"3592-3612"	"type=GOL, uri=http://ontology.inrae.fr/ppdo/ontology/GrowthStage, skos-prefLabel=stade de développement, form=Stades phénologiques"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"html"	"renseignées sur 33"	"Stades phénologiques"	"stade de développement"	"Cépages Syrah"	"8613-8633"	"type=GOL, uri=http://ontology.inrae.fr/ppdo/ontology/GrowthStage, skos-prefLabel=stade de développement, form=Stades phénologiques"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"html"	"e Cette semaine les"	"stades phénologiques"	"stade de développement"	"sont tous autour de"	"10223-10243"	"type=GOL, uri=http://ontology.inrae.fr/ppdo/ontology/GrowthStage, skos-prefLabel=stade de développement, form=stades phénologiques"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"html"	"renseignées sur 6."	"Stades phénologiques"	"stade de développement"	"Cépages Gamay"	"11450-11470"	"type=GOL, uri=http://ontology.inrae.fr/ppdo/ontology/GrowthStage, skos-prefLabel=stade de développement, form=Stades phénologiques"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"html"	"tion phytosanitaire"	"Stade phénologique"	"stade de développement"	"moyen : de pré ferm"	"12067-12085"	"type=GOL, uri=http://ontology.inrae.fr/ppdo/ontology/GrowthStage, skos-prefLabel=stade de développement, form=Stade phénologique"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"html"	"renseignées sur 2."	"Stades phénologiques"	"stade de développement"	"Cépages Chardonnay"	"13426-13446"	"type=GOL, uri=http://ontology.inrae.fr/ppdo/ontology/GrowthStage, skos-prefLabel=stade de développement, form=Stades phénologiques"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"html"	"renseignées sur 22"	"Stades phénologiques"	"stade de développement"	"Cépages"	"14313-14333"	"type=GOL, uri=http://ontology.inrae.fr/ppdo/ontology/GrowthStage, skos-prefLabel=stade de développement, form=Stades phénologiques"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"html"	"renseignées sur 31."	"Stades phénologiques"	"stade de développement"	"Cépages"	"16203-16223"	"type=GOL, uri=http://ontology.inrae.fr/ppdo/ontology/GrowthStage, skos-prefLabel=stade de développement, form=Stades phénologiques"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"html"	"renseignées sur 40."	"Stades phénologiques"	"stade de développement"	"Cépages"	"20602-20622"	"type=GOL, uri=http://ontology.inrae.fr/ppdo/ontology/GrowthStage, skos-prefLabel=stade de développement, form=Stades phénologiques"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"html"	"tion phytosanitaire"	"Stades phénologiques"	"stade de développement"	"majoritaires : 33 -"	"21764-21784"	"type=GOL, uri=http://ontology.inrae.fr/ppdo/ontology/GrowthStage, skos-prefLabel=stade de développement, form=Stades phénologiques"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"html"	"ades phénologiques ("	"BBCH 79"	"stade secondaire 79 de la vigne"	"): fermeture de la g"	"18295-18302"	"type=matched, uri=http://ontology.inrae.fr/ppdo/resource/grapevine#bbch_grapevine_secondaryStage_BBCH79, skos-prefLabel=stade secondaire 79 de la vigne, form=BBCH 79"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"html"	"ades phénologiques ("	"BBCH 79"	"stade secondaire 79 de la vigne"	"): fermeture de la g"	"18295-18302"	"type=matched, uri=http://ontology.inrae.fr/ppdo/resource/grapevine#bbch_grapevine_secondaryStage_BBCH79, skos-prefLabel=stade secondaire 79 de la vigne, form=BBCH 79"
"BSVViti_20190409_N3_cle88a431"	"html"	""	"Viticulture"	"vigne"	"Viticulture n°3 09"	"1-12"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=Viticulture"
"BSVViti_20190409_N3_cle88a431"	"html"	"Viticulture"	"Viticulture"	"vigne"	"n°3 09 avril 2019 R"	"14-25"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=Viticulture"
"BSVViti_20190409_N3_cle88a431"	"html"	"ture Provence Alpes-"	"Côte"	"poirée"	"d'Azur Maison des a"	"221-225"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Poirees, skos-prefLabel=poirée, form=Côte"
"BSVViti_20190409_N3_cle88a431"	"html"	"ourg Climatologie -"	"Gel"	"gel"	"Maladie Excoriose"	"516-519"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Gels, skos-prefLabel=gel, form=Gel"
"BSVViti_20190409_N3_cle88a431"	"html"	"os : CA26 Dégats de"	"gel"	"gel"	"PHENOLOGIE Photos :"	"1009-1012"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Gels, skos-prefLabel=gel, form=gel"
"BSVViti_20190409_N3_cle88a431"	"html"	"ons printanières :-"	"vigne"	"vigne"	"réceptive : à parti"	"1666-1671"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=vigne"
"BSVViti_20190409_N3_cle88a431"	"html"	"e aux résistance en"	"vigne"	"vigne"	"est en ligne. Note"	"4838-4843"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=vigne"
"BSVViti_20190409_N3_cle88a431"	"html"	"lture de la Drôme :"	"Vigne"	"vigne"	"JulienChambre d'agr"	"5673-5678"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=Vigne"
"BSVViti_20190409_N3_cle88a431"	"html"	"Tapy Scan Souffflet"	"Vigne"	"vigne"	"Financement Action"	"5969-5974"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=Vigne"
"BSVViti_20190618_N16_cle091811"	"html"	""	"Viticulture"	"vigne"	"Viticulture n°16 1"	"1-12"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=Viticulture"
"BSVViti_20190618_N16_cle091811"	"html"	"Viticulture"	"Viticulture"	"vigne"	"n°16 18 juin 2019 A"	"14-25"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=Viticulture"
"BSVViti_20190618_N16_cle091811"	"html"	"ture Provence Alpes-"	"Côte"	"poirée"	"d'Azur Maison des a"	"257-261"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Poirees, skos-prefLabel=poirée, form=Côte"
"BSVViti_20190618_N16_cle091811"	"html"	"A84 Stade I (1 ères"	"fleurs"	"floriculture"	") Stade I pleine flo"	"751-757"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cultures_florales, skos-prefLabel=floriculture, form=fleurs"
"BSVViti_20190618_N16_cle091811"	"html"	"Secteur V"	"Baies"	"arbuste à baies"	"de 4-5 à 8-9 mm Nou"	"974-979"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Arbres_baies, skos-prefLabel=arbuste à baies, form=Baies"
"BSVViti_20190618_N16_cle091811"	"html"	"à 8-9 mm Nouaison à"	"baies"	"arbuste à baies"	"de 8-9 mm Pleine fl"	"1007-1012"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Arbres_baies, skos-prefLabel=arbuste à baies, form=baies"
"BSVViti_20190618_N16_cle091811"	"html"	"Pleine floraison à"	"baies"	"arbuste à baies"	"de 6-7 mm 1ères fle"	"1042-1047"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Arbres_baies, skos-prefLabel=arbuste à baies, form=baies"
"BSVViti_20190618_N16_cle091811"	"html"	"ies de 6-7 mm 1ères"	"fleurs"	"floriculture"	"à baies de 4-5 mm 1"	"1064-1070"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cultures_florales, skos-prefLabel=floriculture, form=fleurs"
"BSVViti_20190618_N16_cle091811"	"html"	"7 mm 1ères fleurs à"	"baies"	"arbuste à baies"	"de 4-5 mm 1ères fle"	"1073-1078"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Arbres_baies, skos-prefLabel=arbuste à baies, form=baies"
"BSVViti_20190618_N16_cle091811"	"html"	"ies de 4-5 mm 1ères"	"fleurs"	"floriculture"	"à baies de 2-3 mm 1"	"1095-1101"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cultures_florales, skos-prefLabel=floriculture, form=fleurs"
"BSVViti_20190618_N16_cle091811"	"html"	"5 mm 1ères fleurs à"	"baies"	"arbuste à baies"	"de 2-3 mm 1ères fle"	"1104-1109"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Arbres_baies, skos-prefLabel=arbuste à baies, form=baies"
"BSVViti_20190618_N16_cle091811"	"html"	"ies de 2-3 mm 1ères"	"fleurs"	"floriculture"	"à nouaison Stade ba"	"1126-1132"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cultures_florales, skos-prefLabel=floriculture, form=fleurs"
"BSVViti_20190618_N16_cle091811"	"html"	"re Stade nouaison à"	"baies"	"arbuste à baies"	"de 2-3 mm majoritai"	"1283-1288"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Arbres_baies, skos-prefLabel=arbuste à baies, form=baies"
"BSVViti_20190618_N16_cle091811"	"html"	"tade fin floraison-"	"baies"	"arbuste à baies"	"2-3 mm Stade pleine"	"1552-1557"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Arbres_baies, skos-prefLabel=arbuste à baies, form=baies"
"BSVViti_20190618_N16_cle091811"	"html"	"escence dorée de la"	"vigne"	"vigne"	"est en ligne sur le"	"5862-5867"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=vigne"
"BSVViti_20190618_N16_cle091811"	"html"	"e aux résistance en"	"vigne"	"vigne"	"est en ligne. N"	"7415-7420"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=vigne"
"BSVViti_20190618_N16_cle091811"	"html"	"er des dommages aux"	"cultures"	"Culture"	"(perte de rendement"	"7646-7654"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Crop, skos-prefLabel=Culture, form=cultures"
"BSVViti_20190618_N16_cle091811"	"html"	"Sud Provence Alpes"	"Côte"	"poirée"	"d'Azur. BSV n° 16 d"	"8607-8611"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Poirees, skos-prefLabel=poirée, form=Côte"
"BSVViti_20190618_N16_cle091811"	"html"	"lture de la Drôme :"	"Vigne"	"vigne"	"JulienChambre d'agr"	"9309-9314"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=Vigne"
"BSVViti_20190618_N16_cle091811"	"html"	"Tapy Scan Souffflet"	"Vigne"	"vigne"	"Financement Action"	"9605-9610"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=Vigne"
"BSVViti_20190730_N22_cle019b19"	"html"	""	"Viticulture"	"vigne"	"Viticulture n°22 3"	"1-12"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=Viticulture"
"BSVViti_20190730_N22_cle019b19"	"html"	"Viticulture"	"Viticulture"	"vigne"	"n°22 30 juillet 201"	"14-25"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=Viticulture"
"BSVViti_20190730_N22_cle019b19"	"html"	"ture Provence Alpes-"	"Côte"	"poirée"	"d'Azur Maison des a"	"224-228"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Poirees, skos-prefLabel=poirée, form=Côte"
"BSVViti_20190730_N22_cle019b19"	"html"	"sur les feuilles de"	"vigne"	"vigne"	". Un prédateur des c"	"916-921"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=vigne"
"BSVViti_20190730_N22_cle019b19"	"html"	"la sensibilité des"	"baies"	"arbuste à baies"	"est atteinte quand"	"2230-2235"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Arbres_baies, skos-prefLabel=arbuste à baies, form=baies"
"BSVViti_20190730_N22_cle019b19"	"html"	"t atteinte quand la"	"baie"	"arbuste à baies"	"est vérée. Prophyla"	"2258-2262"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Arbres_baies, skos-prefLabel=arbuste à baies, form=baie"
"BSVViti_20190730_N22_cle019b19"	"html"	"la sensibilité des"	"baies"	"arbuste à baies"	"est maximale jusqu'"	"5124-5129"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Arbres_baies, skos-prefLabel=arbuste à baies, form=baies"
"BSVViti_20190730_N22_cle019b19"	"html"	"escence dorée de la"	"vigne"	"vigne"	"est en ligne sur le"	"6365-6370"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=vigne"
"BSVViti_20190730_N22_cle019b19"	"html"	"e aux résistance en"	"vigne"	"vigne"	"est en ligne. N"	"7917-7922"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=vigne"
"BSVViti_20190730_N22_cle019b19"	"html"	"zone viticole et en"	"verger"	"arboriculture fruitière"	"). Injustement soupç"	"8230-8236"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Arboriculture_fruitiere, skos-prefLabel=arboriculture fruitière, form=verger"
"BSVViti_20190730_N22_cle019b19"	"html"	"né de consommer des"	"fruits"	"culture fruitière"	", comme la pie dont"	"8278-8284"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cultures_fruitieres, skos-prefLabel=culture fruitière, form=fruits"
"BSVViti_20190730_N22_cle019b19"	"html"	"lture de la Drôme :"	"Vigne"	"vigne"	"JulienChambre d'agr"	"9709-9714"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=Vigne"
"BSVViti_20190730_N22_cle019b19"	"html"	"Tapy Scan Souffflet"	"Vigne"	"vigne"	"Financement Action"	"10005-10010"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=Vigne"
"BSVViti_20190820_N23_cle0c5111"	"html"	""	"Viticulture"	"vigne"	"Viticulture n°23 2"	"1-12"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=Viticulture"
"BSVViti_20190820_N23_cle0c5111"	"html"	"Viticulture"	"Viticulture"	"vigne"	"n°23 20 août 2019 R"	"14-25"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=Viticulture"
"BSVViti_20190820_N23_cle0c5111"	"html"	"ture Provence Alpes-"	"Côte"	"poirée"	"d'Azur Maison des a"	"221-225"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Poirees, skos-prefLabel=poirée, form=Côte"
"BSVViti_20190820_N23_cle0c5111"	"html"	"lture de la Drôme :"	"Vigne"	"vigne"	"JulienChambre d'agr"	"2768-2773"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=Vigne"
"BSVViti_20190820_N23_cle0c5111"	"html"	"Tapy Scan Souffflet"	"Vigne"	"vigne"	"Financement Action"	"3064-3069"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=Vigne"
"BSV_12_-_2_juillet_2019_cle8252f7"	"html"	""	"Viticulture"	"vigne"	"n°12 du 2 juillet 2"	"1-12"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=Viticulture"
"BSV_12_-_2_juillet_2019_cle8252f7"	"html"	"en fin de semaine."	"Viticulture"	"vigne"	"n°12 du 2 juillet 2"	"409-420"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=Viticulture"
"BSV_12_-_2_juillet_2019_cle8252f7"	"html"	"ent rapide avec des"	"baies"	"arbuste à baies"	"qui grossissent à v"	"579-584"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Arbres_baies, skos-prefLabel=arbuste à baies, form=baies"
"BSV_12_-_2_juillet_2019_cle8252f7"	"html"	"ont actuellement de"	"baies"	"arbuste à baies"	"2-3 mm à taille de"	"681-686"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Arbres_baies, skos-prefLabel=arbuste à baies, form=baies"
"BSV_12_-_2_juillet_2019_cle8252f7"	"html"	"2-3 mm à taille de"	"pois"	"pois"	"voire début fermetu"	"706-710"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Pois, skos-prefLabel=pois, form=pois"
"BSV_12_-_2_juillet_2019_cle8252f7"	"html"	"maine dernière). La"	"Côte"	"poirée"	"d'Or demeure le vig"	"2850-2854"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Poirees, skos-prefLabel=poirée, form=Côte"
"BSV_12_-_2_juillet_2019_cle8252f7"	"html"	"r le Jura (43 % des"	"vignes"	"vigne"	"atteintes - particu"	"2988-2994"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=vignes"
"BSV_12_-_2_juillet_2019_cle8252f7"	"html"	"les plus atteintes ("	"vignes"	"vigne"	"de Chardonnay, le p"	"3219-3225"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=vignes"
