"bsv"	"context before"	"deseases"	"context after"	"location"	"features"
"bsv_maraichage_no13_du_18_juillet_2018-2_cle0745d8"	"jours, les attaques"	"d'oïdium"	"continuent à fortem"	"8503-8511"	"type=DESEASE, form=d'oïdium"
"bsv_maraichage_no13_du_18_juillet_2018-2_cle0745d8"	"ource : Ephytia"	"Oïdium"	"(Podosphaera xanthi"	"14729-14735"	"type=DESEASE, form=Oïdium"
"bsv_maraichage_no13_du_18_juillet_2018-2_cle0745d8"	"earum) Quelques cas"	"d'oïdium"	"détectés et pressio"	"14821-14829"	"type=DESEASE, form=d'oïdium"
"bsv_maraichage_no13_du_18_juillet_2018-2_cle0745d8"	"e. Rester vigilant."	"L'oïdium"	"(nommé aussi "" blan"	"14975-14983"	"type=DESEASE, form=L'oïdium"
"bsv_maraichage_no13_du_18_juillet_2018-2_cle0745d8"	"oyer de pucerons et"	"d'oïdium"	". Oïdium Les attaque"	"18937-18945"	"type=DESEASE, form=d'oïdium"
"bsv_maraichage_no13_du_18_juillet_2018-2_cle0745d8"	"cerons et d'oïdium."	"Oïdium"	"Les attaques d'oïdi"	"18947-18953"	"type=DESEASE, form=Oïdium"
"bsv_maraichage_no13_du_18_juillet_2018-2_cle0745d8"	"Oïdium Les attaques"	"d'oïdium"	"s'intensifient enco"	"18967-18975"	"type=DESEASE, form=d'oïdium"
"bsv_maraichage_no13_du_18_juillet_2018-2_cle0745d8"	"issement des fruits"	"Oïdium"	"L'oïdium est présen"	"19859-19865"	"type=DESEASE, form=Oïdium"
"bsv_maraichage_no13_du_18_juillet_2018-2_cle0745d8"	"t des fruits Oïdium"	"L'oïdium"	"est présent mais gr"	"19866-19874"	"type=DESEASE, form=L'oïdium"
"bsv_maraichage_no17_du_09_Septembre_2019_cle0c1c44"	"Forte pression pour"	"l'oïdium"	", Nesidiocoris et ac"	"556-564"	"type=DESEASE, form=l'oïdium"
"bsv_maraichage_no17_du_09_Septembre_2019_cle0c1c44"	"plantes liées à la"	"Fusariose"	"Spodoptera littoral"	"838-847"	"type=DESEASE, form=Fusariose"
"bsv_maraichage_no17_du_09_Septembre_2019_cle0c1c44"	"ématodes 1/6 Faible"	"Oïdium"	"2/3 + hors réseau ("	"2141-2147"	"type=DESEASE, form=Oïdium"
"bsv_maraichage_no17_du_09_Septembre_2019_cle0c1c44"	"e Tomate sous abri"	"Oïdium"	"Observations L'oïdi"	"13599-13605"	"type=DESEASE, form=Oïdium"
"bsv_maraichage_no17_du_09_Septembre_2019_cle0c1c44"	"Oïdium Observations"	"L'oïdium"	"est toujours bien p"	"13619-13627"	"type=DESEASE, form=L'oïdium"
"bsv_maraichage_no17_du_09_Septembre_2019_cle0c1c44"	"au développement de"	"l'oïdium"	", et particulièremen"	"13933-13941"	"type=DESEASE, form=l'oïdium"
"bsv_maraichage_no17_du_09_Septembre_2019_cle0c1c44"	"l'espèce Leveillula"	"Tarurica(oïdium"	"jaune). La surveill"	"13983-13998"	"type=DESEASE, form=Tarurica(oïdium"
"bsv_maraichage_no17_du_09_Septembre_2019_cle0c1c44"	"de développement de"	"l'oïdium"	"en culture de tomat"	"14353-14361"	"type=DESEASE, form=l'oïdium"
"bsv_maraichage_no17_du_09_Septembre_2019_cle0c1c44"	"a protection contre"	"l'oïdium"	"jaune (Leveillula t"	"14975-14983"	"type=DESEASE, form=l'oïdium"
"bsv_maraichage_no17_du_09_Septembre_2019_cle0c1c44"	"ifficile que contre"	"l'oïdium"	"blanc(Oïdium lycope"	"15041-15049"	"type=DESEASE, form=l'oïdium"
"bsv_maraichage_no17_du_09_Septembre_2019_cle0c1c44"	"que contre l'oïdium"	"blanc(Oïdium"	"lycopersici) du fai"	"15050-15062"	"type=DESEASE, form=blanc(Oïdium"
"bsv_maraichage_no17_du_09_Septembre_2019_cle0c1c44"	"ctuelles 1/4 Faible"	"Fusariose"	"¼ + hors réseau (3)"	"20365-20374"	"type=DESEASE, form=Fusariose"
"bsv_maraichage_no17_du_09_Septembre_2019_cle0c1c44"	"sur jeunes larves."	"Fusariose"	"Observations Une pa"	"26221-26230"	"type=DESEASE, form=Fusariose"
"bsv_maraichage_no17_du_09_Septembre_2019_cle0c1c44"	"st concernée par la"	"fusariose"	"avec 1 à 3 plantes"	"26288-26297"	"type=DESEASE, form=fusariose"
"bsv_maraichage_no17_du_09_Septembre_2019_cle0c1c44"	"actéristiques de la"	"Fusariose"	", que ce soit en cul"	"26479-26488"	"type=DESEASE, form=Fusariose"
"bsv_maraichage_no17_du_09_Septembre_2019_cle0c1c44"	"estion du risque La"	"Fusariose"	"est une maladie pro"	"26718-26727"	"type=DESEASE, form=Fusariose"
"bsv_maraichage_no17_du_09_Septembre_2019_cle0c1c44"	"maladie. Dégâts de"	"Fusariose"	"oxysporum sp. sur a"	"26983-26992"	"type=DESEASE, form=Fusariose"
"bsv_maraichage_no17_du_09_Septembre_2019_cle0c1c44"	"s (blette en tunnel"	"froid"	"et plein champ) et"	"28590-28595"	"type=DESEASE, form=froid"
"bsv_maraichage_no17_du_09_Septembre_2019_cle0c1c44"	"r (menthe en tunnel"	"froid"	"). Observations Ces"	"28648-28653"	"type=DESEASE, form=froid"
"bsv_maraichage_no17_du_24_octobre_2018_cle82d6cc"	"iminutionApion : en"	"augmentationOïdium"	": en augmentationMi"	"312-330"	"type=DESEASE, form=augmentationOïdium"
"bsv_maraichage_no17_du_24_octobre_2018_cle82d6cc"	"mentation selon les"	"secteursOïdium"	": augmentationPucer"	"1098-1112"	"type=DESEASE, form=secteursOïdium"
"bsv_maraichage_no17_du_24_octobre_2018_cle82d6cc"	"urgette plein champ"	"Oïdium"	": Stable mais très"	"1437-1443"	"type=DESEASE, form=Oïdium"
"bsv_maraichage_no17_du_24_octobre_2018_cle82d6cc"	": Stable mais très"	"importantFusariose"	": en augmentation C"	"1501-1519"	"type=DESEASE, form=importantFusariose"
"bsv_maraichage_no17_du_24_octobre_2018_cle82d6cc"	"NGUEDOC ROUSSILLON"	"Oïdium"	"Suite aux pluies :"	"3413-3419"	"type=DESEASE, form=Oïdium"
"bsv_maraichage_no17_du_24_octobre_2018_cle82d6cc"	"alternative Aucune"	"Oïdium"	"Suite aux pluies et"	"7896-7902"	"type=DESEASE, form=Oïdium"
"bsv_maraichage_no17_du_24_octobre_2018_cle82d6cc"	"tion de la pression"	"oïdium"	". Evaluation du risq"	"7995-8001"	"type=DESEASE, form=oïdium"
"bsv_maraichage_no17_du_24_octobre_2018_cle82d6cc"	": récolte en cours"	"Oïdium"	"Nous observons beau"	"10681-10687"	"type=DESEASE, form=Oïdium"
"bsv_maraichage_no17_du_24_octobre_2018_cle82d6cc"	"beaucoup de tâches"	"d'oïdium"	"cependant, on peut"	"10722-10730"	"type=DESEASE, form=d'oïdium"
"bsv_maraichage_no17_du_24_octobre_2018_cle82d6cc"	"NGUEDOC ROUSSILLON"	"Fusariose"	"Nous avons pu obser"	"11439-11448"	"type=DESEASE, form=Fusariose"
"bsv_maraichage_no17_du_24_octobre_2018_cle82d6cc"	"nt d'un problème de"	"fusariose"	".. des analyses ava"	"11546-11555"	"type=DESEASE, form=fusariose"
"bsv_maraichage_no18_du_20_Septembre_2019_cle01c961"	"ur les champignons ("	"oïdium"	", cladosporiose). Le"	"617-623"	"type=DESEASE, form=oïdium"
"bsv_maraichage_no18_du_20_Septembre_2019_cle01c961"	"s réseau (1) Faible"	"Oïdium"	"3/7 + hors réseau ("	"2135-2141"	"type=DESEASE, form=Oïdium"
"bsv_maraichage_no18_du_20_Septembre_2019_cle01c961"	"e Tomate sous abri"	"Oïdium"	"Observations L'oïdi"	"12676-12682"	"type=DESEASE, form=Oïdium"
"bsv_maraichage_no18_du_20_Septembre_2019_cle01c961"	"Oïdium Observations"	"L'oïdium"	"est toujours présen"	"12696-12704"	"type=DESEASE, form=L'oïdium"
"bsv_maraichage_no18_du_20_Septembre_2019_cle01c961"	"sol ou en hors-sol."	"L'oïdium"	"lycopersici est pou"	"12831-12839"	"type=DESEASE, form=L'oïdium"
"bsv_maraichage_no18_du_20_Septembre_2019_cle01c961"	"au développement de"	"l'oïdium"	". La surveillance de"	"13066-13074"	"type=DESEASE, form=l'oïdium"
"bsv_maraichage_no18_du_20_Septembre_2019_cle01c961"	"de développement de"	"l'oïdium"	"en culture de tomat"	"13422-13430"	"type=DESEASE, form=l'oïdium"
"bsv_maraichage_no18_du_20_Septembre_2019_cle01c961"	"a protection contre"	"l'oïdium"	"jaune (Leveillula t"	"14044-14052"	"type=DESEASE, form=l'oïdium"
"bsv_maraichage_no18_du_20_Septembre_2019_cle01c961"	"ifficile que contre"	"l'oïdium"	"blanc(Oïdium lycope"	"14110-14118"	"type=DESEASE, form=l'oïdium"
"bsv_maraichage_no18_du_20_Septembre_2019_cle01c961"	"que contre l'oïdium"	"blanc(Oïdium"	"lycopersici) du fai"	"14119-14131"	"type=DESEASE, form=blanc(Oïdium"
"bsv_maraichage_no18_du_20_Septembre_2019_cle01c961"	"Pucerons 1/2 Faible"	"Thrips"	"1/2 + hors réseau ("	"18724-18730"	"type=DESEASE, form=Thrips"
"bsv_maraichage_no18_du_20_Septembre_2019_cle01c961"	"s réseau (1) Faible"	"Fusariose"	"1/2 + hors réseau ("	"18849-18858"	"type=DESEASE, form=Fusariose"
"bsv_maraichage_no18_du_20_Septembre_2019_cle01c961"	"commercialisables."	"Thrips"	"Observations Ce rav"	"24433-24439"	"type=DESEASE, form=Thrips"
"bsv_maraichage_no18_du_20_Septembre_2019_cle01c961"	"stion du risque Les"	"thrips"	"sont repérables par"	"24567-24573"	"type=DESEASE, form=thrips"
"bsv_maraichage_no18_du_20_Septembre_2019_cle01c961"	"ion. La pression en"	"thrips"	"est souvent propre"	"24828-24834"	"type=DESEASE, form=thrips"
"bsv_maraichage_no18_du_20_Septembre_2019_cle01c961"	"érer cette maladie."	"Fusariose"	"Observations Une pa"	"25251-25260"	"type=DESEASE, form=Fusariose"
"bsv_maraichage_no18_du_20_Septembre_2019_cle01c961"	"st concernée par la"	"fusariose"	"avec 1 à 3 plantes"	"25318-25327"	"type=DESEASE, form=fusariose"
"bsv_maraichage_no18_du_20_Septembre_2019_cle01c961"	"actéristiques de la"	"Fusariose"	", que ce soit en cul"	"25509-25518"	"type=DESEASE, form=Fusariose"
"bsv_maraichage_no18_du_20_Septembre_2019_cle01c961"	"estion du risque La"	"Fusariose"	"est une maladie pro"	"25748-25757"	"type=DESEASE, form=Fusariose"
"bsv_maraichage_no18_du_20_Septembre_2019_cle01c961"	"maladie. Dégâts de"	"Fusariose"	"oxysporum sp. sur a"	"26013-26022"	"type=DESEASE, form=Fusariose"
"bsv_maraichage_no18_du_20_Septembre_2019_cle01c961"	"ré 1ère observation"	"Thrips"	"1/1 Faible 1ère obs"	"26633-26639"	"type=DESEASE, form=Thrips"
"bsv_maraichage_no18_du_20_Septembre_2019_cle01c961"	"Salade Plein Champ"	"Thrips"	"Observations Une pa"	"28035-28041"	"type=DESEASE, form=Thrips"
"bsv_maraichage_no18_du_20_Septembre_2019_cle01c961"	"s (blette en tunnel"	"froid"	"et plein champ) et"	"31185-31190"	"type=DESEASE, form=froid"
"bsv_maraichage_no18_du_20_Septembre_2019_cle01c961"	"r (menthe en tunnel"	"froid"	"). Observations Ces"	"31243-31248"	"type=DESEASE, form=froid"
"bsv_maraichage_no2_du_25_Janvier_2019_cle0d6ef7"	"Hors réseau Faible"	"Oïdium"	"1/3 Faible Botrytis"	"1703-1709"	"type=DESEASE, form=Oïdium"
"bsv_maraichage_no2_du_25_Janvier_2019_cle0d6ef7"	"sur tige de tomate"	"Oïdium"	"Observations La pre"	"5943-5949"	"type=DESEASE, form=Oïdium"
"bsv_maraichage_no2_du_25_Janvier_2019_cle0d6ef7"	"lantes touchées par"	"Oïdium"	"neolycopersici avec"	"6052-6058"	"type=DESEASE, form=Oïdium"
"bsv_maraichage_no2_du_25_Janvier_2019_cle0d6ef7"	"ssi une tolérance à"	"l'oïdium"	"qui limite les prob"	"6651-6659"	"type=DESEASE, form=l'oïdium"
"bsv_maraichage_no9_du_03_Mai_2019_cle842127"	"tis, cladosporiose,"	"oïdium"	") Aubergine A reteni"	"678-684"	"type=DESEASE, form=oïdium"
"bsv_maraichage_no9_du_03_Mai_2019_cle842127"	": Situation calme."	"Thrips"	", altises et puceron"	"725-731"	"type=DESEASE, form=Thrips"
"bsv_maraichage_no9_du_03_Mai_2019_cle842127"	"retenir : Pucerons"	"thrips"	"et les acariens en"	"814-820"	"type=DESEASE, form=thrips"
"bsv_maraichage_no9_du_03_Mai_2019_cle842127"	"ens en augmentation"	"Oïdium"	"et Botrytis en légè"	"853-859"	"type=DESEASE, form=Oïdium"
"bsv_maraichage_no9_du_03_Mai_2019_cle842127"	"Faible"	"Oïdium"	"2/7"	"2347-2353"	"type=DESEASE, form=Oïdium"
"bsv_maraichage_no9_du_03_Mai_2019_cle842127"	"ir BSV précédents)."	"Oïdium"	"Observations L'oïdi"	"15365-15371"	"type=DESEASE, form=Oïdium"
"bsv_maraichage_no9_du_03_Mai_2019_cle842127"	"Oïdium Observations"	"L'oïdium"	"est en augmentation"	"15385-15393"	"type=DESEASE, form=L'oïdium"
"bsv_maraichage_no9_du_03_Mai_2019_cle842127"	"Leveillula taurica ("	"oïdium"	"jaune) est particul"	"15464-15470"	"type=DESEASE, form=oïdium"
"bsv_maraichage_no9_du_03_Mai_2019_cle842127"	"de développement de"	"l'oïdium"	"en culture de tomat"	"16054-16062"	"type=DESEASE, form=l'oïdium"
"bsv_maraichage_no9_du_03_Mai_2019_cle842127"	"a protection contre"	"l'oïdium"	"jaune (Leveillula t"	"16609-16617"	"type=DESEASE, form=l'oïdium"
"bsv_maraichage_no9_du_03_Mai_2019_cle842127"	"ifficile que contre"	"l'oïdium"	"blanc(Oïdium lycope"	"16675-16683"	"type=DESEASE, form=l'oïdium"
"bsv_maraichage_no9_du_03_Mai_2019_cle842127"	"que contre l'oïdium"	"blanc(Oïdium"	"lycopersici) du fai"	"16684-16696"	"type=DESEASE, form=blanc(Oïdium"
"bsv_maraichage_no9_du_03_Mai_2019_cle842127"	"on dans la feuille."	"Oïdium"	"lycopersici Leveill"	"16776-16782"	"type=DESEASE, form=Oïdium"
"bsv_maraichage_no9_du_03_Mai_2019_cle842127"	"à la tomate par des"	"thrips"	"porteurs du virus."	"21298-21304"	"type=DESEASE, form=thrips"
"bsv_maraichage_no9_du_03_Mai_2019_cle842127"	"culture contre les"	"thrips"	"permet ensuite de r"	"21831-21837"	"type=DESEASE, form=thrips"
"bsv_maraichage_no9_du_03_Mai_2019_cle842127"	"Faible"	"Thrips"	"2/3"	"24476-24482"	"type=DESEASE, form=Thrips"
"bsv_maraichage_no9_du_03_Mai_2019_cle842127"	"ration sur feuilles"	"Thrips"	"Observations Une fa"	"26556-26562"	"type=DESEASE, form=Thrips"
"bsv_maraichage_no9_du_03_Mai_2019_cle842127"	"faible pression de"	"thrips"	"est toujours observ"	"26599-26605"	"type=DESEASE, form=thrips"
"bsv_maraichage_no9_du_03_Mai_2019_cle842127"	"stion du risque Les"	"thrips"	"se nourrissent de p"	"26681-26687"	"type=DESEASE, form=thrips"
"bsv_maraichage_no9_du_03_Mai_2019_cle842127"	"ion. La pression en"	"thrips"	"est souvent propre"	"26970-26976"	"type=DESEASE, form=thrips"
"bsv_maraichage_no9_du_03_Mai_2019_cle842127"	"gérer ce ravageur."	"Thrips"	"sur feuilles, fleur"	"27156-27162"	"type=DESEASE, form=Thrips"
"bsv_maraichage_no9_du_03_Mai_2019_cle842127"	"Moyen"	"Thrips"	"6/12"	"29154-29160"	"type=DESEASE, form=Thrips"
"bsv_maraichage_no9_du_03_Mai_2019_cle842127"	"Faible"	"Oïdium"	"4/12"	"29284-29290"	"type=DESEASE, form=Oïdium"
"bsv_maraichage_no9_du_03_Mai_2019_cle842127"	"hilippe Lebeaux (1)"	"Thrips"	"Observations Des th"	"31067-31073"	"type=DESEASE, form=Thrips"
"bsv_maraichage_no9_du_03_Mai_2019_cle842127"	"ps Observations Des"	"thrips"	"sont observés sur l"	"31091-31097"	"type=DESEASE, form=thrips"
"bsv_maraichage_no9_du_03_Mai_2019_cle842127"	"hilippe Lebeaux (1)"	"Thrips"	"(1) Photos Source P"	"31609-31615"	"type=DESEASE, form=Thrips"
"bsv_maraichage_no9_du_03_Mai_2019_cle842127"	"Tetranychus urticae"	"Oïdium"	"Observations La pré"	"32541-32547"	"type=DESEASE, form=Oïdium"
"bsv_maraichage_no9_du_03_Mai_2019_cle842127"	"vations La présence"	"d'oïdium"	"sur fruits est sign"	"32573-32581"	"type=DESEASE, form=d'oïdium"
"bsv_maraichage_no9_du_03_Mai_2019_cle842127"	"es de fraise contre"	"l'oïdium"	", ils doivent être u"	"32962-32970"	"type=DESEASE, form=l'oïdium"
"bsv_maraichage_no9_du_03_Mai_2019_cle842127"	"manière préventive."	"Oïdium"	"sur fruit (1) Photo"	"33202-33208"	"type=DESEASE, form=Oïdium"
"bsv_maraichage_no9_du_03_Mai_2019_cle842127"	"Faible"	"Thrips"	"2/3"	"37602-37608"	"type=DESEASE, form=Thrips"
"bsv_maraichage_no9_du_03_Mai_2019_cle842127"	"Faible"	"Oïdium"	"2/3"	"37650-37656"	"type=DESEASE, form=Oïdium"
"bsv_maraichage_no9_du_03_Mai_2019_cle842127"	"analyse du risque."	"Oïdium"	"Observations Deux p"	"37891-37897"	"type=DESEASE, form=Oïdium"
"bsv_maraichage_no9_du_03_Mai_2019_cle842127"	"autres champignons,"	"l'oïdium"	"n'a pas besoin d'un"	"38780-38788"	"type=DESEASE, form=l'oïdium"
"bsv_maraichage_no9_du_03_Mai_2019_cle842127"	"Source : Bioplanet)"	"Thrips"	"Observations Deux p"	"40188-40194"	"type=DESEASE, form=Thrips"
"bsv_maraichage_no9_du_03_Mai_2019_cle842127"	"estion du risque Le"	"thrips"	"ne représente pas u"	"40409-40415"	"type=DESEASE, form=thrips"
"bsv_maraichage_no9_du_03_Mai_2019_cle842127"	"s (blette en tunnel"	"froid"	"et plein champ) et"	"45390-45395"	"type=DESEASE, form=froid"
"bsv_maraichage_no9_du_03_Mai_2019_cle842127"	"r (menthe en tunnel"	"froid"	"). Observations Le p"	"45448-45453"	"type=DESEASE, form=froid"
"20190619_LOR_BSV_Viticulture_cle8c2fdf"	"n sur le réseau p 2"	"Oïdium"	": un signalement su"	"185-191"	"type=DESEASE, form=Oïdium"
"20190619_LOR_BSV_Viticulture_cle8c2fdf"	"photo. 2 BSV n° 09"	"OÏDIUM"	"FRUIT Tous les élém"	"1811-1817"	"type=DESEASE, form=OÏDIUM"
"20190619_LOR_BSV_Viticulture_cle8c2fdf"	"tive et de suivi de"	"l'oïdium"	"disponibles en cliq"	"1891-1899"	"type=DESEASE, form=l'oïdium"
"20190619_LOR_BSV_Viticulture_cle8c2fdf"	"mais des symptômes"	"d'oïdium"	"sur feuilles ont ét"	"2032-2040"	"type=DESEASE, form=d'oïdium"
"20190619_LOR_BSV_Viticulture_cle8c2fdf"	"de risque Le risque"	"oïdium"	"est important entre"	"2145-2151"	"type=DESEASE, form=oïdium"
"20190710_LOR_BSV_Viticulture_cle8bd128"	"lobalement sain p 3"	"Oïdium"	": situation stable"	"221-227"	"type=DESEASE, form=Oïdium"
"20190710_LOR_BSV_Viticulture_cle8bd128"	"ue averse orageuse."	"OÏDIUM"	"FRUIT Tous les élém"	"2305-2311"	"type=DESEASE, form=OÏDIUM"
"20190710_LOR_BSV_Viticulture_cle8bd128"	"tive et de suivi de"	"l'oïdium"	"disponibles en cliq"	"2385-2393"	"type=DESEASE, form=l'oïdium"
"20190710_LOR_BSV_Viticulture_cle8bd128"	"mination. Le risque"	"oïdium"	"est modéré cette se"	"2827-2833"	"type=DESEASE, form=oïdium"
"20190731_LOR_Viticulture-1_cle45ef1d"	"lobalement sain p 3"	"Oïdium"	": faible augmentati"	"182-188"	"type=DESEASE, form=Oïdium"
"20190731_LOR_Viticulture-1_cle45ef1d"	"une bonne véraison."	"OÏDIUM"	"FRUIT Tous les élém"	"2335-2341"	"type=DESEASE, form=OÏDIUM"
"20190731_LOR_Viticulture-1_cle45ef1d"	"tive et de suivi de"	"l'oïdium"	"disponibles en cliq"	"2415-2423"	"type=DESEASE, form=l'oïdium"
"20190731_LOR_Viticulture-1_cle45ef1d"	"nt plus sensibles à"	"l'oïdium"	". Sur les parcelles"	"2837-2845"	"type=DESEASE, form=l'oïdium"
"20190731_LOR_Viticulture-1_cle45ef1d"	"ermeture, le risque"	"oïdium"	"reste modéré car la"	"2923-2929"	"type=DESEASE, form=oïdium"
"20190731_LOR_Viticulture-1_cle45ef1d"	"eture de la grappe,"	"l'oïdium"	", les perforations d"	"4426-4434"	"type=DESEASE, form=l'oïdium"
"BSV-viti-RA-03_16-04-2019_cle0bbc57"	"s vignobles du sud."	"Oïdium"	": bientôt début de"	"1467-1473"	"type=DESEASE, form=Oïdium"
"BSV-viti-RA-03_16-04-2019_cle0bbc57"	"d'eudémis Symptômes"	"d'oïdium"	"de 2018 sur bois ;"	"2632-2640"	"type=DESEASE, form=d'oïdium"
"BSV-viti-RA-03_16-04-2019_cle0bbc57"	"dwellii) Risque nul"	"Oïdium"	"(Erysiphe necator)"	"11452-11458"	"type=DESEASE, form=Oïdium"
"BSV-viti-RA-03_16-04-2019_cle0bbc57"	"Floraux agglomérés."	"Oïdium"	": la période de sen"	"12016-12022"	"type=DESEASE, form=Oïdium"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	"r (début véraison)."	"Oïdium"	": le risque reste é"	"1400-1406"	"type=DESEASE, form=Oïdium"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	") Crédit photo CA69"	"Oïdium"	"avec détail sur les"	"2977-2983"	"type=DESEASE, form=Oïdium"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	"aité de Chiroubles,"	"oïdium"	"sur feuilles, grapp"	"3749-3755"	"type=DESEASE, form=oïdium"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	"itoire rhônalpin 7"	"Oïdium"	"(Erysiphe necator)"	"5523-5529"	"type=DESEASE, form=Oïdium"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	"gent pas de couleur"	"Oïdium"	": Dans les Coteaux"	"7690-7696"	"type=DESEASE, form=Oïdium"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	"é une forte attaque"	"d'oïdium"	"sur les sarments da"	"8106-8114"	"type=DESEASE, form=d'oïdium"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	"0 0 0"	"Oïdium"	"(Erysiphe necator)"	"10723-10729"	"type=DESEASE, form=Oïdium"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	"grappes maintenant."	"Oïdium"	": des symptômes son"	"11665-11671"	"type=DESEASE, form=Oïdium"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	"sque stable, modéré"	"Oïdium"	"(Erysiphe necator)"	"13154-13160"	"type=DESEASE, form=Oïdium"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	"e très modéré. Pour"	"l'oïdium"	"et le Black-rot, ri"	"13679-13687"	"type=DESEASE, form=l'oïdium"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	"17 0 0"	"Oïdium"	"(Erysiphe necator)"	"14742-14748"	"type=DESEASE, form=Oïdium"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	""" taille de pois ""."	"Oïdium"	": Toujours pas de n"	"15271-15277"	"type=DESEASE, form=Oïdium"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	"toire rhônalpin 15"	"Oïdium"	"(Erysiphe necator)"	"17802-17808"	"type=DESEASE, form=Oïdium"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	"forte). Concernant"	"l'oïdium"	", RAS sur nos parcel"	"18303-18311"	"type=DESEASE, form=l'oïdium"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	"ue moyen, en baisse"	"Oïdium"	": Sur feuille la si"	"19207-19213"	"type=DESEASE, form=Oïdium"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	"5 5 0"	"Oïdium"	"(Erysiphe necator)"	"21088-21094"	"type=DESEASE, form=Oïdium"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	"ble. Risque faible."	"Oïdium"	": Pas d'évolution de"	"21724-21730"	"type=DESEASE, form=Oïdium"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	"les déjà atteintes;"	"l'oïdium"	"progresse toujours"	"21808-21816"	"type=DESEASE, form=l'oïdium"
"BSV-viti-RA-15_09-07-2019_cle01ba24"	"grappe. La pression"	"oïdium"	"est modérée. Risque"	"21934-21940"	"type=DESEASE, form=oïdium"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"mbres d'Agriculture"	"Oïdium"	": les symptômes son"	"929-935"	"type=DESEASE, form=Oïdium"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"Vu dans les vignes"	"Oïdium"	"sur bois en parcell"	"2587-2593"	"type=DESEASE, form=Oïdium"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	") Crédit photo CA69"	"Oïdium"	"qui sèche (couleur"	"3269-3275"	"type=DESEASE, form=Oïdium"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"itoire rhônalpin 4"	"Oïdium"	"(Erysiphe necator)"	"4604-4610"	"type=DESEASE, form=Oïdium"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"ble, mais existant."	"Oïdium"	": Dans les parcelle"	"6207-6213"	"type=DESEASE, form=Oïdium"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"aies sont présents,"	"l'oïdium"	"est très virulent e"	"6277-6285"	"type=DESEASE, form=l'oïdium"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"0 10 0"	"Oïdium"	"(Erysiphe necator)"	"9496-9502"	"type=DESEASE, form=Oïdium"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"e la météo à venir."	"Oïdium"	": les symptômes gagn"	"10500-10506"	"type=DESEASE, form=Oïdium"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"elles à historiques"	"oïdium"	"et sensibles présen"	"10684-10690"	"type=DESEASE, form=oïdium"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"llii) Risque faible"	"Oïdium"	"(Erysiphe necator)"	"11964-11970"	"type=DESEASE, form=Oïdium"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"e la météo à venir."	"Oïdium"	": Pas de symptômes"	"12310-12316"	"type=DESEASE, form=Oïdium"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"en baisse, faible."	"Oïdium"	"(Erysiphe necator)"	"13699-13705"	"type=DESEASE, form=Oïdium"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"es autres maladies ("	"oïdium"	", Black-rot) : toujo"	"14073-14079"	"type=DESEASE, form=oïdium"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"faible sur grappes"	"Oïdium"	"(Erysiphe necator)"	"14802-14808"	"type=DESEASE, form=Oïdium"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"lles de pois"" (31)."	"Oïdium"	": Toujours pas de n"	"15359-15365"	"type=DESEASE, form=Oïdium"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"toire rhônalpin 12"	"Oïdium"	"(Erysiphe necator)"	"17874-17880"	"type=DESEASE, form=Oïdium"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"eture de la grappe."	"L'oïdium"	"est apparu de maniè"	"18736-18744"	"type=DESEASE, form=L'oïdium"
"BSV-viti-RA-16_16-07-2019_cle0bfb92"	"es durant la fleur."	"Oïdium"	": En secteurs peu o"	"19477-19483"	"type=DESEASE, form=Oïdium"
