"bsv"	"html tags"	"segment (type)"	"segment (form)"	"fcu concepts"	"bioagressors"	"stages"	"locality"	"dates"	"context before"	"context after"	"location"	"features"
"BSV_no13_du_15-05-18_cle01162f"	"P"	"RISQUE"	"Analyse de risque : Les prévisions météo n'annoncent pas de pluies dans les prochains jours. Le risque septoriose reste moyen en l'absence de pluies. Surveiller les parcelles non protégées. Visiter les parcelles et vigilance vis-à-vis des futures précipitations."	""	"septoriose"	""	""	""	"avant d'intervenir."	"Rouille jaune Obser"	"11202-11464"	"type=RISQUE, form=Analyse de risque : Les prévisions météo n'annoncent pas de pluies dans les prochains jours. Le risque septoriose reste moyen en l'absence de pluies. Surveiller les parcelles non protégées. Visiter les parcelles et vigilance vis-à-vis des futures précipitations."
"BSV_no13_du_15-05-18_cle01162f"	"H4
P
BR
BR
P
BR
BR"	"RISQUE"	"Période et seuil indicatif de risque :
Variétés sensibles ou moyennement sensibles (note CTPS < ou = à 6 / cf. liste ci-dessous : très sensibles à moyennement sensibles) : A partir du stade "" 1 nœud "" : traitement dès la présence des premières pustules.
Variétés peu sensibles (note CTPS > à 6 / cf. liste ci-dessous : assez résistants, résistants) : Après le stade "" 2 nœuds "" : traitement si maladie présente."	""	""	""	""	""	"Lyrik, Oregrain, )."	"Analyse de risque :"	"11815-12226"	"type=RISQUE, form=Période et seuil indicatif de risque :
Variétés sensibles ou moyennement sensibles (note CTPS < ou = à 6 / cf. liste ci-dessous : très sensibles à moyennement sensibles) : A partir du stade "" 1 nœud "" : traitement dès la présence des premières pustules.
Variétés peu sensibles (note CTPS > à 6 / cf. liste ci-dessous : assez résistants, résistants) : Après le stade "" 2 nœuds "" : traitement si maladie présente."
"BSV_no13_du_15-05-18_cle01162f"	"P
BR"	"RISQUE"	"Des symptômes de piétin verse, de rhizoctone et des larves de criocères des céréales (léma) sont observés régulièrement. Quelques pucerons sont signalés sur épi à Arzal (56) et Domloup (35).De rares attaques d'oïdium (3 parcelles : 22 ; 56) et de rouille brune (3 parcelles : 22 ; 29) sont signalées. De la rhynchosporiose est observée sur triticale (fin de la période de risque)."	"céréale,
triticale"	"piétin,
rhizoctone,
larves,
pucerons,
rouille,
rhynchosporiose"	""	""	""	"res signalements :"	"Page 6 ORGE 24 par"	"12438-12818"	"type=RISQUE, form=Des symptômes de piétin verse, de rhizoctone et des larves de criocères des céréales (léma) sont observés régulièrement. Quelques pucerons sont signalés sur épi à Arzal (56) et Domloup (35).De rares attaques d'oïdium (3 parcelles : 22 ; 56) et de rouille brune (3 parcelles : 22 ; 29) sont signalées. De la rhynchosporiose est observée sur triticale (fin de la période de risque)."
"BSV_no13_du_15-05-18_cle01162f"	"HEADER
BR"	"FOOTER"	"Page 6"	""	""	""	""	""	"ériode de risque)."	"ORGE 24 parcelles s"	"12820-12826"	"type=FOOTER, form=Page 6"
"BSV_no13_du_15-05-18_cle01162f"	"H2"	"CULTURE"	"ORGE"	"orge"	""	""	""	""	"de risque). Page 6"	"24 parcelles suivie"	"12827-12831"	"type=CULTURE, form=ORGE"
"BSV_no13_du_15-05-18_cle01162f"	"H3"	"STADES"	"Stades"	""	""	""	""	""	"5 et Morbihan : 4)."	"Stade moyen : épiai"	"12941-12947"	"type=STADES, form=Stades"
"BSV_no13_du_15-05-18_cle01162f"	"BR
BR"	"STADES"	"Stade moyen : épiaisonStade minimum : gonflement"	""	""	""	""	""	"rbihan : 4). Stades"	"Stade maximum : flor"	"12948-12996"	"type=STADES, form=Stade moyen : épiaisonStade minimum : gonflement"
"BSV_no13_du_15-05-18_cle01162f"	"H3
P
H4"	"RISQUE"	"Maladies Rhynchosporiose
Observations issues des parcelles du réseau : Pas d'évolution de la rhynchosporiose depuis les derniers relevés.
Période et seuil indicatif de risque : A partir du stade "" 1 nœud """	""	"Rhynchosporiose,
rhynchosporiose"	""	""	""	"maximum : floraison"	"Répartition des pa"	"13022-13227"	"type=RISQUE, form=Maladies Rhynchosporiose
Observations issues des parcelles du réseau : Pas d'évolution de la rhynchosporiose depuis les derniers relevés.
Période et seuil indicatif de risque : A partir du stade "" 1 nœud """
"BSV_no13_du_15-05-18_cle01162f"	"SMALL
P
P
P
P"	"STADES"	"Répartition des parcelles suivies selon leur stade
Variétés sensibles (Amistar, Kws Cassia, Maltesse, Etincel, ) : plus de 10% des F1, F2 et F3 atteintes.
Variétés moyennement et peu sensibles : plus de 25% F1, F2 et F3 atteintes.
Analyse de risque : Les conditions climatiques annoncées pour les prochains jours (absence de pluie et hausse des températures) ne seront pas favorables au développement de la maladie vers les étages foliaires supérieurs. Beaucoup de parcelles arrivent en fin de période de sensibilité. Risque faible."	""	""	""	""	""	"u stade "" 1 nœud """	"Helminthosporiose O"	"13229-13761"	"type=STADES, form=Répartition des parcelles suivies selon leur stade
Variétés sensibles (Amistar, Kws Cassia, Maltesse, Etincel, ) : plus de 10% des F1, F2 et F3 atteintes.
Variétés moyennement et peu sensibles : plus de 25% F1, F2 et F3 atteintes.
Analyse de risque : Les conditions climatiques annoncées pour les prochains jours (absence de pluie et hausse des températures) ne seront pas favorables au développement de la maladie vers les étages foliaires supérieurs. Beaucoup de parcelles arrivent en fin de période de sensibilité. Risque faible."
"BSV_no13_du_15-05-18_cle01162f"	"H3
P
TABLE
TBODY
TR
TD
TR
TD
TD
TR
TD
TR
TD"	"RISQUE"	"Helminthosporiose
Observations issues des parcelles du réseau : La maladie a quelque peu évolué sur les F2.

  
    Organe
  
  
    Parcelles
    touchées
  
  
    F2
  
  
    3 (18%)
  
"	""	"Helminthosporiose"	""	""	""	"ité. Risque faible."	"Période et seuil in"	"13762-13952"	"type=RISQUE, form=Helminthosporiose
Observations issues des parcelles du réseau : La maladie a quelque peu évolué sur les F2.

  
    Organe
  
  
    Parcelles
    touchées
  
  
    F2
  
  
    3 (18%)
  
"
"BSV_no13_du_15-05-18_cle01162f"	"H4"	"STADES"	"Période et seuil indicatif de risque : A partir du stade "" 1 nœud """	""	""	""	""	""	"3 (18%)"	"F3"	"13953-14020"	"type=STADES, form=Période et seuil indicatif de risque : A partir du stade "" 1 nœud """
"BSV_no13_du_15-05-18_cle01162f"	"P"	"RISQUE"	"De la rouille naine a été signalée sur une parcelle située à Commana (29), variété : Tektoo. Elle est localisée sur les feuilles basses. Les conditions climatiques actuelles sont moyennement favorables au développement de la maladie. Risque faible."	""	"rouille"	""	""	""	"iété : KWS Cassia)."	"Page 7 Septoriose"	"15065-15313"	"type=RISQUE, form=De la rouille naine a été signalée sur une parcelle située à Commana (29), variété : Tektoo. Elle est localisée sur les feuilles basses. Les conditions climatiques actuelles sont moyennement favorables au développement de la maladie. Risque faible."
"BSV_no13_du_15-05-18_cle01162f"	"HEADER
BR"	"FOOTER"	"Page 7"	""	""	""	""	""	"ie. Risque faible."	"Septoriose sur orge"	"15315-15321"	"type=FOOTER, form=Page 7"
"BSV_no13_du_15-05-18_cle01162f"	"H3
P"	"RISQUE"	"Septoriose sur orge
La septoriose de l'orge n'est pas une maladie courante et préjudiciable des cultures d'orges en France. Cependant suite à une détection de Parastagonospora avenae f.sp.triticea signalée en janvier 2016 par les autorités chinoises, espèce de quarantaine en Chine, des actions sont entreprises pour mieux caractériser les espèces en présence et augmenter les mesures de prévention. Ainsi, la surveillance des symptômes de septoriose de l'orge a été renforcée dans les réseaux d'épidémiosurveillance et les expérimentations. Merci d'en tenir compte dans les observations et de faire remonter l'information, si nécessaire."	"orge"	"Septoriose,
septoriose,
septoriose"	""	""	"janvier 2016"	"que faible. Page 7"	"Source : Ar"	"15322-15960"	"type=RISQUE, form=Septoriose sur orge
La septoriose de l'orge n'est pas une maladie courante et préjudiciable des cultures d'orges en France. Cependant suite à une détection de Parastagonospora avenae f.sp.triticea signalée en janvier 2016 par les autorités chinoises, espèce de quarantaine en Chine, des actions sont entreprises pour mieux caractériser les espèces en présence et augmenter les mesures de prévention. Ainsi, la surveillance des symptômes de septoriose de l'orge a été renforcée dans les réseaux d'épidémiosurveillance et les expérimentations. Merci d'en tenir compte dans les observations et de faire remonter l'information, si nécessaire."
"BSV_no13_du_15-05-18_cle01162f"	"HEADER
BR"	"FOOTER"	"Page 8"	""	""	""	""	""	"urce : Arvalis"	"FEVEROLE Féverole d"	"16018-16024"	"type=FOOTER, form=Page 8"
"BSV_no13_du_15-05-18_cle01162f"	"H2"	"CULTURE"	"FEVEROLE"	"féverole"	""	""	""	""	"Arvalis Page 8"	"Féverole d'hiver :"	"16025-16033"	"type=CULTURE, form=FEVEROLE"
"BSV_no13_du_15-05-18_cle01162f"	"H3
P
BR"	"STADES"	"Stades
Féverole d'hiver : Début floraison à fin floraisonFéverole de printemps : 5 à 7 feuilles étalées."	"féverole d'hiver"	""	""	""	""	"e : 4, Morbihan 2)."	"Féverole d'hiver Bo"	"16223-16327"	"type=STADES, form=Stades
Féverole d'hiver : Début floraison à fin floraisonFéverole de printemps : 5 à 7 feuilles étalées."
"BSV_no13_du_15-05-18_cle01162f"	"H3"	"CULTURE"	"Féverole d'hiver Botrytis"	"féverole d'hiver"	"Botrytis"	""	""	""	"7 feuilles étalées."	"Observations issues"	"16328-16353"	"type=CULTURE, form=Féverole d'hiver Botrytis"
"BSV_no13_du_15-05-18_cle01162f"	"P
BR
BR
P"	"STADES"	"Période et seuil indicatif de risque :Féverole d'hiver : de la sortie d'hiver à fin stade limite d'avortement (FSLA)Féverole de printemps : début floraison à fin stade limite d'avortement (FSLA) Dès l'apparition des premiers symptômes.
Analyse de risque : Les températures sont favorables au développement de la maladie mais en l'absence de pluie les nouvelles contaminations sont limités. Maintenir une vigilance dans les parcelles. Risque moyen."	"féverole d'hiver,
maïs"	""	""	""	""	"e plantes touchées."	"Ascochytose Observa"	"16516-16963"	"type=STADES, form=Période et seuil indicatif de risque :Féverole d'hiver : de la sortie d'hiver à fin stade limite d'avortement (FSLA)Féverole de printemps : début floraison à fin stade limite d'avortement (FSLA) Dès l'apparition des premiers symptômes.
Analyse de risque : Les températures sont favorables au développement de la maladie mais en l'absence de pluie les nouvelles contaminations sont limités. Maintenir une vigilance dans les parcelles. Risque moyen."
"BSV_no13_du_15-05-18_cle01162f"	"P
BR
BR
P"	"STADES"	"Période et seuil indicatif de risque :Féverole d'hiver : 6 feuilles à fin stade limite d'avortement (FSLA)Féverole de printemps : début floraison à fin stade limite d'avortement (FSLA) Dès l'apparition des premiers symptômes.
Analyse de risque : Les conditions climatiques restent peu favorables au développement de la maladie en l'absence de précipitations Maintenir une surveillance dans les parcelles. Risque faible."	"féverole d'hiver"	""	""	""	""	"ment cette semaine."	"Pucerons noirs de l"	"17055-17474"	"type=STADES, form=Période et seuil indicatif de risque :Féverole d'hiver : 6 feuilles à fin stade limite d'avortement (FSLA)Féverole de printemps : début floraison à fin stade limite d'avortement (FSLA) Dès l'apparition des premiers symptômes.
Analyse de risque : Les conditions climatiques restent peu favorables au développement de la maladie en l'absence de précipitations Maintenir une surveillance dans les parcelles. Risque faible."
"BSV_no13_du_15-05-18_cle01162f"	"H3
P
P
P"	"RISQUE"	"Pucerons noirs de la fève
Observations issues des parcelles du réseau : Quelques pucerons noirs de la fève sont observés (4 parcelles).
Période et seuil indicatif de risque : Boutons floraux à la fin de floraison + 15 jours. 10% des tiges portant un manchon de 1 cm de long.
Analyse de risque : Les conditions climatiques sont assez favorables (températures douces ; soleil), le vent peut nuire à leur activité. Surveiller vos parcelles. Risque moyen."	"fève,
fève"	"Pucerons,
pucerons"	""	""	""	"les. Risque faible."	"Féverole de printem"	"17475-17926"	"type=RISQUE, form=Pucerons noirs de la fève
Observations issues des parcelles du réseau : Quelques pucerons noirs de la fève sont observés (4 parcelles).
Période et seuil indicatif de risque : Boutons floraux à la fin de floraison + 15 jours. 10% des tiges portant un manchon de 1 cm de long.
Analyse de risque : Les conditions climatiques sont assez favorables (températures douces ; soleil), le vent peut nuire à leur activité. Surveiller vos parcelles. Risque moyen."
"BSV_no13_du_15-05-18_cle01162f"	"H3"	"CULTURE"	"Féverole de printemps"	"féverole de printemps"	""	""	""	""	"lles. Risque moyen."	"Sitone Observations"	"17927-17948"	"type=CULTURE, form=Féverole de printemps"
"BSV_no13_du_15-05-18_cle01162f"	"P"	"RISQUE"	"Analyse de risque : Conditions climatiques annoncées pour les prochains jours assez favorables à l'activité des sitones. Surveiller vos parcelles. Risque moyen."	""	"sitones"	""	""	""	"rtent des encoches."	"Maladies Symptômes"	"18220-18380"	"type=RISQUE, form=Analyse de risque : Conditions climatiques annoncées pour les prochains jours assez favorables à l'activité des sitones. Surveiller vos parcelles. Risque moyen."
"BSV_no13_du_15-05-18_cle01162f"	"P"	"RISQUE"	"Symptômes de botrytis (1% des organes atteints) signalé à Bignan (56)."	""	"botrytis"	""	""	""	"que moyen. Maladies"	"Page 9 POIS DE PRI"	"18390-18460"	"type=RISQUE, form=Symptômes de botrytis (1% des organes atteints) signalé à Bignan (56)."
"BSV_no13_du_15-05-18_cle01162f"	"HEADER
BR"	"FOOTER"	"Page 9"	""	""	""	""	""	"alé à Bignan (56)."	"POIS DE PRINTEMPS 7"	"18462-18468"	"type=FOOTER, form=Page 9"
"BSV_no13_du_15-05-18_cle01162f"	"H2"	"CULTURE"	"POIS DE PRINTEMPS"	"pois protéagineux de printemps"	""	""	""	""	"ignan (56). Page 9"	"7 parcelles suivies"	"18469-18486"	"type=CULTURE, form=POIS DE PRINTEMPS"
"BSV_no13_du_15-05-18_cle01162f"	"H4"	"ZONE_GEO"	"7 parcelles suivies cette semaine (Bretagne : 2, Pays de la Loire : 5)"	""	""	""	"Bretagne,
Pays de la Loire"	""	"9 POIS DE PRINTEMPS"	"Stades Pois de prin"	"18487-18557"	"type=ZONE_GEO, form=7 parcelles suivies cette semaine (Bretagne : 2, Pays de la Loire : 5)"
"BSV_no13_du_15-05-18_cle01162f"	"H3
P"	"STADES"	"Stades
Pois de printemps : 4 feuilles étalées à fin floraison."	"pois protéagineux de printemps"	""	""	""	""	"ys de la Loire : 5)"	"Ravageurs Thrips Ob"	"18558-18620"	"type=STADES, form=Stades
Pois de printemps : 4 feuilles étalées à fin floraison."
"BSV_no13_du_15-05-18_cle01162f"	"H3
P
P
P"	"RISQUE"	"Thrips
Observations issues des parcelles du réseau : Aucun signalement fait cette semaine.
Période et seuil indicatif de risque : De la levée à 6 feuilles. 1 thrips / plante.
Analyse de risque : Conditions climatiques annoncées assez favorables à l'activité des thrips. Surveillance dans les parcelles. Risque faible."	""	"Thrips,
thrips,
thrips"	"stade secondaire BBCH 009 "	""	""	"loraison. Ravageurs"	"Sitone Observations"	"18631-18948"	"type=RISQUE, form=Thrips
Observations issues des parcelles du réseau : Aucun signalement fait cette semaine.
Période et seuil indicatif de risque : De la levée à 6 feuilles. 1 thrips / plante.
Analyse de risque : Conditions climatiques annoncées assez favorables à l'activité des thrips. Surveillance dans les parcelles. Risque faible."
"BSV_no13_du_15-05-18_cle01162f"	"HEADER
BR"	"FOOTER"	"Page 10"	""	""	""	""	""	"rcelles du réseau."	"MAÏS Ravageurs Lima"	"19498-19505"	"type=FOOTER, form=Page 10"
"BSV_no13_du_15-05-18_cle01162f"	"H1"	"CULTURE"	"MAÏS"	"maïs"	""	""	""	""	"du réseau. Page 10"	"Ravageurs Limaces L"	"19506-19510"	"type=CULTURE, form=MAÏS"
"BSV_no13_du_15-05-18_cle01162f"	"H3
P
BR
BR
BR
BR"	"RISQUE"	"Ravageurs Limaces
Les conditions favorables à l'activité des limaces sont les suivantes : un sol motteux, des parcelles en bordure de bois, un précédent cultural à risque (exemple: colza), la présence de résidus végétaux en surface."	"sylviculture,
colza"	"Limaces,
limaces"	""	""	""	"seau. Page 10 MAÏS"	"Les conditions clim"	"19511-19743"	"type=RISQUE, form=Ravageurs Limaces
Les conditions favorables à l'activité des limaces sont les suivantes : un sol motteux, des parcelles en bordure de bois, un précédent cultural à risque (exemple: colza), la présence de résidus végétaux en surface."
"BSV_no13_du_15-05-18_cle01162f"	"P
SMALL
P"	"RISQUE"	"Les conditions climatiques actuelles ne sont pas favorables à leur activité. Surveiller vos parcelles. Le but de la mise en place d'une surveillance sur les limaces est d'évaluer le risque de la parcelle. Cette surveillance est effectuée grâce à des pièges (taille de 0.25 m²). Des pièges peuvent être achetés auprès de distributeurs ou il est possible de les fabriquer. Pour les réaliser, un carton ondulé doit être appliqué sur le sol, après l'avoir humidifié et recouvert d'une feuille plastique. Les pièges doivent être relevés le matin (avant 8h).
L'ACTA et De Sangosse proposent la grille de risque "" limace "" suivante :"	""	"limaces,
limace"	""	""	""	"égétaux en surface."	"Page 11 ZOOM SUR ."	"19744-20370"	"type=RISQUE, form=Les conditions climatiques actuelles ne sont pas favorables à leur activité. Surveiller vos parcelles. Le but de la mise en place d'une surveillance sur les limaces est d'évaluer le risque de la parcelle. Cette surveillance est effectuée grâce à des pièges (taille de 0.25 m²). Des pièges peuvent être achetés auprès de distributeurs ou il est possible de les fabriquer. Pour les réaliser, un carton ondulé doit être appliqué sur le sol, après l'avoir humidifié et recouvert d'une feuille plastique. Les pièges doivent être relevés le matin (avant 8h).
L'ACTA et De Sangosse proposent la grille de risque "" limace "" suivante :"
"BSV_no13_du_15-05-18_cle01162f"	"HEADER
BR"	"FOOTER"	"Page 11"	""	""	""	""	""	"imace "" suivante :"	"ZOOM SUR ...sur les"	"20372-20379"	"type=FOOTER, form=Page 11"
"BSV_no13_du_15-05-18_cle01162f"	"H2"	"CULTURE"	"ZOOM SUR ...sur les ravageurs du sol en maïs"	"maïs"	""	""	""	""	"suivante : Page 11"	"(source : Arvalis I"	"20380-20424"	"type=CULTURE, form=ZOOM SUR ...sur les ravageurs du sol en maïs"
"BSV_no13_du_15-05-18_cle01162f"	"H4"	"RISQUE"	"Taupins : Ravageur le plus fréquent"	""	"Taupins"	""	""	""	"Symptômes et dégâts"	"Attaque pa"	"20500-20535"	"type=RISQUE, form=Taupins : Ravageur le plus fréquent"
"BSV_no13_du_15-05-18_cle01162f"	"H4"	"RISQUE"	"Mouche des semis"	""	"Mouche"	""	""	""	"moins grave)"	"Symptôme t"	"20943-20959"	"type=RISQUE, form=Mouche des semis"
"BSV_no13_du_15-05-18_cle01162f"	"H4
TD"	"RISQUE"	"Oscinies

  
    Symptôme typique : Accole-"	""	"Oscinies"	""	""	""	"feuil- les"	"ment de l'extré"	"21403-21446"	"type=RISQUE, form=Oscinies

  
    Symptôme typique : Accole-"
"BSV_no13_du_15-05-18_cle01162f"	"HEADER
BR"	"FOOTER"	"Page 12"	""	""	""	""	""	"et souples"	"LIN OLEAGINEUX (Ret"	"22706-22713"	"type=FOOTER, form=Page 12"
"BSV_no13_du_15-05-18_cle01162f"	"H1"	"CULTURE"	"LIN OLEAGINEUX"	"lin oléagineux"	""	""	""	""	"ouples Page 12"	"(Retrouver la versi"	"22714-22728"	"type=CULTURE, form=LIN OLEAGINEUX"
"BSV_no13_du_15-05-18_cle01162f"	"H3
P
H1
P"	"SOMMAIRE"	"Présentation réseau lin oléagineux nord-ouest 2017 2018
Le réseau lin oléagineux Nord-Ouest est composé à ce jour de 16 parcelles de référence en lin oléagineux d'hiver et printemps pour la campagne 2017 / 2018. La répartition régionale est la suivante : 10 parcelles en Centre-Val de Loire, 2 parcelles en Poitou-Charentes, 2 parcelles en Bretagne, 2 parcelles en Pays de la Loire.
LIN D'HIVER
6 parcelles de lin oléagineux d'hiver suivies (Bretagne: 1, Centre-Val de Loire : 4, Pays de la Loire : 0, Poitou-Charentes : 1)."	"lin oléagineux,
lin oléagineux,
lin oléagineux d'hiver,
lin,
lin oléagineux d'hiver"	""	""	"nord,
Nord,
Centre-Val de Loire,
Poitou-Charentes,
Bretagne,
Pays de la Loire,
Bretagne,
Centre-Val de Loire,
Pays de la Loire,
Poitou-Charentes"	"2017 2018,
2017,
2018"	"re sous la rubrique"	"Stade phénologique"	"22847-23371"	"type=SOMMAIRE, form=Présentation réseau lin oléagineux nord-ouest 2017 2018
Le réseau lin oléagineux Nord-Ouest est composé à ce jour de 16 parcelles de référence en lin oléagineux d'hiver et printemps pour la campagne 2017 / 2018. La répartition régionale est la suivante : 10 parcelles en Centre-Val de Loire, 2 parcelles en Poitou-Charentes, 2 parcelles en Bretagne, 2 parcelles en Pays de la Loire.
LIN D'HIVER
6 parcelles de lin oléagineux d'hiver suivies (Bretagne: 1, Centre-Val de Loire : 4, Pays de la Loire : 0, Poitou-Charentes : 1)."
"BSV_no13_du_15-05-18_cle01162f"	"H3
P
BR"	"STADES"	"Stade phénologique et état des cultures
Cette semaine, les lins vont du stade F5 (= pleine floraison) dans les départements (36, 37, 41) à F9 (= fin floraison) dans les départements(35, 36, 17)."	"lin"	""	""	""	""	"tou-Charentes : 1)."	"Analyse du risque S"	"23372-23566"	"type=STADES, form=Stade phénologique et état des cultures
Cette semaine, les lins vont du stade F5 (= pleine floraison) dans les départements (36, 37, 41) à F9 (= fin floraison) dans les départements(35, 36, 17)."
"BSV_no13_du_15-05-18_cle01162f"	"H3
P
H3
SMALL
P"	"RISQUE"	"Analyse du risque Septoriose
Les symptômes sont généralisés dans les parcelles du réseau. Les symptômes évoluent peu ces derniers jours. Dans le réseau, 10 à 100% des plantes sont touchées sur 15 à 30 cm de hauteur. La grande majorité des parcelles ont été protégées à ce stade.
Analyse du risque Thrips
Les observations dans le réseau font état d'un risque faible. Les lins d'hiver devraient rapidement sortir de la période de sensibilité."	"lin"	"Septoriose,
Thrips"	""	""	""	"ements(35, 36, 17)."	"LIN DE PRINTEMPS 2"	"23567-24007"	"type=RISQUE, form=Analyse du risque Septoriose
Les symptômes sont généralisés dans les parcelles du réseau. Les symptômes évoluent peu ces derniers jours. Dans le réseau, 10 à 100% des plantes sont touchées sur 15 à 30 cm de hauteur. La grande majorité des parcelles ont été protégées à ce stade.
Analyse du risque Thrips
Les observations dans le réseau font état d'un risque faible. Les lins d'hiver devraient rapidement sortir de la période de sensibilité."
"BSV_no13_du_15-05-18_cle01162f"	"H1"	"CULTURE"	"LIN DE PRINTEMPS"	"lin"	""	""	""	""	"ode de sensibilité."	"2 parcelles de lin"	"24008-24024"	"type=CULTURE, form=LIN DE PRINTEMPS"
"BSV_no13_du_15-05-18_cle01162f"	"H3
P"	"STADES"	"Stade phénologique et état des cultures
Cette semaine, la parcelle de Sancheville (28), semée le 26/03/2018, est au stade D2 (= 20 cm) et la parcelle située à Oiron (79), semée le 21/03/2018, est au stade D4 (= 40 cm)."	""	""	""	""	"26/03/,
2018,
21/03/,
2018"	"tou-Charentes : 1)."	"Analyse du risque A"	"24125-24343"	"type=STADES, form=Stade phénologique et état des cultures
Cette semaine, la parcelle de Sancheville (28), semée le 26/03/2018, est au stade D2 (= 20 cm) et la parcelle située à Oiron (79), semée le 21/03/2018, est au stade D4 (= 40 cm)."
"BSV_no13_du_15-05-18_cle01162f"	"H3
P
H3
P
H3
P
BR"	"RISQUE"	"Analyse du risque Altises
Pour le semis tardifs, encore en période de sensibilité (lin < 5 cm) le risque est toujours à prendre en considération. Les conditions climatiques sont peu favorables à l'activité du ravageur. Surveiller l'apparition des premiers dégâts sur les plantes dans vos parcelles. Risque faible à moyen. Pour les premiers semis (fin mars), les lins sont sortis de la période de risque (> 5 cm). Risque faible à nul.
Analyse du risque thrips
Les premières observations dans le réseau font état d'un risque faible. La surveillance doit débuter pour les semis précoces .
Analyse du risque septoriose
Les premiers symptômes de septoriose sont signalés sur la parcelle d'Oiron (79) sur 35% des plantes. Les premiers symptômes observés dans le réseau peuvent, pour l'instant, simplement nous alerter sur le contexte d'une année à risque également en lin de printemps. Il faut encore attendre pour confirmer cette tendance. L'ensemble des parcelles sont en dehors des stades de sensibilité à la septoriose. Le risque actuel est faible.Pour les premiers semis : surveiller l'apparition des premiers symptômes et leur évolution dans le couvert."	"lin,
lin,
lin"	"Altises,
thrips,
septoriose,
septoriose,
septoriose"	""	""	"mars"	"stade D4 (= 40 cm)."	"Page 13 L'ensemble"	"24344-25497"	"type=RISQUE, form=Analyse du risque Altises
Pour le semis tardifs, encore en période de sensibilité (lin < 5 cm) le risque est toujours à prendre en considération. Les conditions climatiques sont peu favorables à l'activité du ravageur. Surveiller l'apparition des premiers dégâts sur les plantes dans vos parcelles. Risque faible à moyen. Pour les premiers semis (fin mars), les lins sont sortis de la période de risque (> 5 cm). Risque faible à nul.
Analyse du risque thrips
Les premières observations dans le réseau font état d'un risque faible. La surveillance doit débuter pour les semis précoces .
Analyse du risque septoriose
Les premiers symptômes de septoriose sont signalés sur la parcelle d'Oiron (79) sur 35% des plantes. Les premiers symptômes observés dans le réseau peuvent, pour l'instant, simplement nous alerter sur le contexte d'une année à risque également en lin de printemps. Il faut encore attendre pour confirmer cette tendance. L'ensemble des parcelles sont en dehors des stades de sensibilité à la septoriose. Le risque actuel est faible.Pour les premiers semis : surveiller l'apparition des premiers symptômes et leur évolution dans le couvert."
"BSV_no13_du_15-05-18_cle01162f"	"HEADER
BR"	"FOOTER"	"Page 13"	""	""	""	""	""	"n dans le couvert."	"L'ensemble des obse"	"25499-25506"	"type=FOOTER, form=Page 13"
"BSV_no13_du_15-05-18_cle01162f"	"SMALL
P"	"META"	"Action pilotée par le ministère chargé de l'agriculture, avec l'appui financier de l'Office national de l'eau et des milieux aquatiques, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Ecophyto"	""	""	""	""	""	"SRAL, Terres Inovia"	"Ce bulletin est pro"	"26757-26998"	"type=META, form=Action pilotée par le ministère chargé de l'agriculture, avec l'appui financier de l'Office national de l'eau et des milieux aquatiques, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Ecophyto"
"BSV_no17_pommes_de_terre_cle8966e3-1"	"TITLE"	"TITLE"	"En Bref :"	""	""	""	""	""	""	"N°17 27 juillet 20"	"1-10"	"type=TITLE, form=En Bref :"
"BSV_no17_pommes_de_terre_cle8966e3-1"	"HEADER
BR"	"FOOTER"	"N°17 27 juillet 2018, page 1 sur 4"	""	""	""	""	"27 juillet 2018"	"En Bref :"	"En Bref : Plants et"	"12-46"	"type=FOOTER, form=N°17 27 juillet 2018, page 1 sur 4"
"BSV_no17_pommes_de_terre_cle8966e3-1"	"H1"	"SOMMAIRE"	"En Bref :"	""	""	""	""	""	"2018, page 1 sur 4"	"Plants et conso :"	"47-56"	"type=SOMMAIRE, form=En Bref :"
"BSV_no17_pommes_de_terre_cle8966e3-1"	"H2
H2"	"RISQUE"	" Mildiou : pression faible et cultures sénescentes
 Doryphores et pucerons : risque faible"	""	"Mildiou,
pucerons"	""	""	""	"lent des tubercules"	"Les pluies du weeke"	"142-232"	"type=RISQUE, form= Mildiou : pression faible et cultures sénescentes
 Doryphores et pucerons : risque faible"
"BSV_no17_pommes_de_terre_cle8966e3-1"	"H3"	"EDITION"	"Cumuls des précipitations et température moyenne du 18 au 24 juillet 2018"	""	""	""	""	"24 juillet 2018"	"selon les secteurs."	"30.0 25.0 Cumul des"	"344-417"	"type=EDITION, form=Cumuls des précipitations et température moyenne du 18 au 24 juillet 2018"
"BSV_no17_pommes_de_terre_cle8966e3-1"	"HEADER
BR"	"FOOTER"	"N°17 27 juillet 2018, page 2 sur 4"	""	""	""	""	"27 juillet 2018"	"teo-agriculture.eu"	"Stade des cultures"	"683-717"	"type=FOOTER, form=N°17 27 juillet 2018, page 2 sur 4"
"BSV_no17_pommes_de_terre_cle8966e3-1"	"H3
P"	"STADES"	"Stade des cultures
Cette semaine, 32 observations plants et consommations ont été réalisées ; 26 sur des parcelles et 6 sur des secteurs."	""	""	""	""	""	"2018, page 2 sur 4"	"Plant et conso o pr"	"718-855"	"type=STADES, form=Stade des cultures
Cette semaine, 32 observations plants et consommations ont été réalisées ; 26 sur des parcelles et 6 sur des secteurs."
