"bsv"	"context before"	"bioagressors"	"context after"	"location"	"features"
"alsace_vigne_no10_du_23-06-20_cle812596"	"les parcelles. Les"	"larves"	"sont redoutables et"	"3205-3211"	"type=BIOAGRESSOR, $=larve, form=larves"
"alsace_vigne_no10_du_23-06-20_cle812596"	"de cochenilles, des"	"larves"	"de vers de la grapp"	"3271-3277"	"type=BIOAGRESSOR, $=larve, form=larves"
"bsv_01_fruits_rouges_25_avril_2018_cle8fdf59"	"vu.Bio agresseurs :"	"Botrytis"	"Oïdium Acariens Al"	"535-543"	"type=BIOAGRESSOR, $=botrytis, form=Botrytis"
"bsv_01_fruits_rouges_25_avril_2018_cle8fdf59"	"esseurs : Botrytis"	"Oïdium"	"Acariens Aleurodes"	"545-551"	"type=BIOAGRESSOR, $=oïdium, form=Oïdium"
"bsv_01_fruits_rouges_25_avril_2018_cle8fdf59"	": Botrytis Oïdium"	"Acariens"	"Aleurodes Pucerons"	"552-560"	"type=BIOAGRESSOR, $=acariens, form=Acariens"
"bsv_01_fruits_rouges_25_avril_2018_cle8fdf59"	"is Oïdium Acariens"	"Aleurodes"	"Pucerons Thrips : p"	"561-570"	"type=BIOAGRESSOR, $=aleurode, form=Aleurodes"
"bsv_01_fruits_rouges_25_avril_2018_cle8fdf59"	"Acariens Aleurodes"	"Pucerons"	"Thrips : présent su"	"571-579"	"type=BIOAGRESSOR, $=puceron, form=Pucerons"
"bsv_01_fruits_rouges_25_avril_2018_cle8fdf59"	"Aleurodes Pucerons"	"Thrips"	": présent sur cœur"	"580-586"	"type=BIOAGRESSOR, $=thrips, form=Thrips"
"bsv_01_fruits_rouges_25_avril_2018_cle8fdf59"	"historique. Autre:"	"Gel hivernal"	"du collet: présent"	"1089-1101"	"type=BIOAGRESSOR, $=gel hivernal, form=Gel hivernal"
"bsv_01_fruits_rouges_25_avril_2018_cle8fdf59"	"historique. Autre:"	"Gel hivernal"	"du collet: présent"	"1089-1101"	"type=BIOAGRESSOR, $=gel hivernal, form=Gel hivernal"
"bsv_01_fruits_rouges_25_avril_2018_cle8fdf59"	"floraison Maladies"	"Botrytis"	"Situation sur le te"	"1444-1452"	"type=BIOAGRESSOR, $=botrytis, form=Botrytis"
"bsv_01_fruits_rouges_25_avril_2018_cle8fdf59"	"été très humide, du"	"botrytis"	"du cœur est présent"	"1523-1531"	"type=BIOAGRESSOR, $=botrytis, form=botrytis"
"bsv_01_fruits_rouges_25_avril_2018_cle8fdf59"	"souvent atteints de"	"botrytis"	". Evaluation du risq"	"1699-1707"	"type=BIOAGRESSOR, $=botrytis, form=botrytis"
"bsv_01_fruits_rouges_25_avril_2018_cle8fdf59"	"tion de la maladie."	"Botrytis"	"du cœur(Cécile BENO"	"2345-2353"	"type=BIOAGRESSOR, $=botrytis, form=Botrytis"
"bsv_01_fruits_rouges_25_avril_2018_cle8fdf59"	"ENOIST CA 59/62) 1"	"Oïdium"	"Situation sur le te"	"2390-2396"	"type=BIOAGRESSOR, $=oïdium, form=Oïdium"
"bsv_01_fruits_rouges_25_avril_2018_cle8fdf59"	"ratures). Ravageurs"	"Acariens"	"Situation sur le te"	"2920-2928"	"type=BIOAGRESSOR, $=acariens, form=Acariens"
"bsv_01_fruits_rouges_25_avril_2018_cle8fdf59"	"té est atteint. Les"	"acariens"	"tétranyques tissera"	"3154-3162"	"type=BIOAGRESSOR, $=acariens, form=acariens"
"bsv_01_fruits_rouges_25_avril_2018_cle8fdf59"	"es sont essentiels."	"Aleurodes"	"Situation sur le te"	"4334-4343"	"type=BIOAGRESSOR, $=aleurode, form=Aleurodes"
"bsv_01_fruits_rouges_25_avril_2018_cle8fdf59"	"sur le terrain Des"	"aleurodes"	"sont présents dans"	"4373-4382"	"type=BIOAGRESSOR, $=aleurode, form=aleurodes"
"bsv_01_fruits_rouges_25_avril_2018_cle8fdf59"	"r d'année en année."	"Aleurode"	"adulte et œufs(Céci"	"4782-4790"	"type=BIOAGRESSOR, $=aleurode, form=Aleurode"
"bsv_01_fruits_rouges_25_avril_2018_cle8fdf59"	"BENOIST CA59/62) 2"	"Pucerons"	"Sous abris, des pop"	"4833-4841"	"type=BIOAGRESSOR, $=puceron, form=Pucerons"
"bsv_01_fruits_rouges_25_avril_2018_cle8fdf59"	"des populations de"	"pucerons"	"se développent. Ces"	"4873-4881"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"bsv_01_fruits_rouges_25_avril_2018_cle8fdf59"	"té est dépassé. Les"	"pucerons"	"sont surtout situés"	"5057-5065"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"bsv_01_fruits_rouges_25_avril_2018_cle8fdf59"	"serve des momies de"	"pucerons"	". Situation sur le t"	"5310-5318"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"bsv_01_fruits_rouges_25_avril_2018_cle8fdf59"	"être mise en place."	"Pucerons"	"sur jeune feuille(C"	"5692-5700"	"type=BIOAGRESSOR, $=puceron, form=Pucerons"
"bsv_01_fruits_rouges_25_avril_2018_cle8fdf59"	"troduits sous abri."	"Thrips"	"Situation sur le te"	"5968-5974"	"type=BIOAGRESSOR, $=thrips, form=Thrips"
"bsv_01_fruits_rouges_25_avril_2018_cle8fdf59"	"vées présentent des"	"thrips"	"(sol et hors-sol so"	"6099-6105"	"type=BIOAGRESSOR, $=thrips, form=thrips"
"bsv_01_fruits_rouges_25_avril_2018_cle8fdf59"	"e ravageur est de 2"	"thrips"	"par fleur. thrips a"	"6578-6584"	"type=BIOAGRESSOR, $=thrips, form=thrips"
"bsv_01_fruits_rouges_25_avril_2018_cle8fdf59"	"2 thrips par fleur."	"thrips"	"adulte sur fleur de"	"6596-6602"	"type=BIOAGRESSOR, $=thrips, form=thrips"
"bsv_01_fruits_rouges_25_avril_2018_cle8fdf59"	"OIST CA59/62) Autre"	"Gel hivernal"	"Quasiment 100% des"	"6662-6674"	"type=BIOAGRESSOR, $=gel hivernal, form=Gel hivernal"
"bsv_01_fruits_rouges_25_avril_2018_cle8fdf59"	"OIST CA59/62) Autre"	"Gel hivernal"	"Quasiment 100% des"	"6662-6674"	"type=BIOAGRESSOR, $=gel hivernal, form=Gel hivernal"
"bsv_01_fruits_rouges_25_avril_2018_cle8fdf59"	"s par des dégâts de"	"gel hivernal"	"(sur collet) si auc"	"6781-6793"	"type=BIOAGRESSOR, $=gel hivernal, form=gel hivernal"
"bsv_01_fruits_rouges_25_avril_2018_cle8fdf59"	"s par des dégâts de"	"gel hivernal"	"(sur collet) si auc"	"6781-6793"	"type=BIOAGRESSOR, $=gel hivernal, form=gel hivernal"
"bsv_13_pdt_21_juin_cle8d177f-1"	"rangs- floraison -"	"Mildiou"	": o o Présence très"	"116-123"	"type=BIOAGRESSOR, $=mildiou, form=Mildiou"
"bsv_13_pdt_21_juin_cle8d177f-1"	"ie - Ravageurs: o o"	"Pucerons"	": peu présentsLimac"	"236-244"	"type=BIOAGRESSOR, $=puceron, form=Pucerons"
"bsv_13_pdt_21_juin_cle8d177f-1"	"gata - source Gitep"	"Mildiou"	"présent: Symptômes"	"1347-1354"	"type=BIOAGRESSOR, $=mildiou, form=Mildiou"
"bsv_13_pdt_21_juin_cle8d177f-1"	"résentent encore du"	"mildiou"	"sporulant et ne soi"	"1539-1546"	"type=BIOAGRESSOR, $=mildiou, form=mildiou"
"bsv_13_pdt_21_juin_cle8d177f-1"	"s tas présentant du"	"mildiou"	"sporulant sont rece"	"1603-1610"	"type=BIOAGRESSOR, $=mildiou, form=mildiou"
"bsv_13_pdt_21_juin_cle8d177f-1"	"trent des taches de"	"mildiou"	"avec des attaques s"	"2039-2046"	"type=BIOAGRESSOR, $=mildiou, form=mildiou"
"bsv_13_pdt_21_juin_cle8d177f-1"	"t recensées avec du"	"mildiou"	"sporulant notamment"	"2243-2250"	"type=BIOAGRESSOR, $=mildiou, form=mildiou"
"bsv_13_pdt_21_juin_cle8d177f-1"	"es et tolérantes au"	"mildiou"	"présentent des symp"	"2429-2436"	"type=BIOAGRESSOR, $=mildiou, form=mildiou"
"bsv_13_pdt_21_juin_cle8d177f-1"	"nt des symptômes de"	"mildiou"	". Point sur les symp"	"2465-2472"	"type=BIOAGRESSOR, $=mildiou, form=mildiou"
"bsv_13_pdt_21_juin_cle8d177f-1"	"lés attaqués par le"	"mildiou"	"Analyse de risque"	"2735-2742"	"type=BIOAGRESSOR, $=mildiou, form=mildiou"
"bsv_13_pdt_21_juin_cle8d177f-1"	"Tableau des risques"	"mildiou"	"établi à partir du"	"2789-2796"	"type=BIOAGRESSOR, $=mildiou, form=mildiou"
"bsv_13_pdt_21_juin_cle8d177f-1"	"TRES favorables au"	"mildiou"	". Le risque mildio"	"4142-4149"	"type=BIOAGRESSOR, $=mildiou, form=mildiou"
"bsv_13_pdt_21_juin_cle8d177f-1"	"ildiou . Le risque"	"mildiou"	"est maximal depuis"	"4163-4170"	"type=BIOAGRESSOR, $=mildiou, form=mildiou"
"bsv_13_pdt_21_juin_cle8d177f-1"	"l) Ravageurs : Les"	"pucerons"	"- Relevé par piégea"	"4747-4755"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"bsv_13_pdt_21_juin_cle8d177f-1"	"les populations de"	"pucerons"	". Seulement 26 pucer"	"4965-4973"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"bsv_13_pdt_21_juin_cle8d177f-1"	"erons. Seulement 26"	"pucerons"	"ont été capturés. ("	"4988-4996"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"bsv_13_pdt_21_juin_cle8d177f-1"	"nt), présentent des"	"pucerons"	", mais en nombre trè"	"5212-5220"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"bsv_13_pdt_21_juin_cle8d177f-1"	", sont porteuses de"	"pucerons"	". RAPPEL SEUIL DE N"	"5321-5329"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"bsv_13_pdt_21_juin_cle8d177f-1"	"lioles porteuses de"	"pucerons"	"sur 40 folioles obs"	"5403-5411"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"bsv_13_pdt_21_juin_cle8d177f-1"	"olioles observées."	"Limaces"	"Elles sont observée"	"5440-5447"	"type=BIOAGRESSOR, $=limace, form=Limaces"
"bsv_13_pdt_21_juin_cle8d177f-1"	"rcelles flottantes."	"Limace"	"-source Touquet Sav"	"5508-5514"	"type=BIOAGRESSOR, $=limace, form=Limace"
"bsv_13_pdt_21_juin_cle8d177f-1"	"urce Touquet Savour"	"Limace"	"observée sur feuill"	"5538-5544"	"type=BIOAGRESSOR, $=limace, form=Limace"
"bsv_ail_mp_n11_06062019_cle816b36"	"ES N°11 6 juin 2019"	"ROUILLE"	"La maladie a gagné"	"717-724"	"type=BIOAGRESSOR, $=rouille, form=ROUILLE"
"bsv_ail_mp_n11_06062019_cle816b36"	"2019 Page 1 sur 3"	"Rouille"	"de l'ail (Puccinia"	"1972-1979"	"type=BIOAGRESSOR, $=rouille, form=Rouille"
"bsv_ail_mp_n11_06062019_cle816b36"	"rotection contre la"	"rouille"	"est terminée. Sur p"	"3151-3158"	"type=BIOAGRESSOR, $=rouille, form=rouille"
"bsv_ail_mp_n11_06062019_cle816b36"	"stules et foyers de"	"rouille"	""" fraiche ""), il co"	"3277-3284"	"type=BIOAGRESSOR, $=rouille, form=rouille"
"bsv_ail_mp_n11_06062019_cle816b36"	"attaques sévères de"	"rouille"	"et sur feuilles âgé"	"3802-3809"	"type=BIOAGRESSOR, $=rouille, form=rouille"
"bsv_ail_mp_n11_06062019_cle816b36"	"ues : Voir BSV n°3."	"Acariens"	"(Aceria tulipae) :"	"6728-6736"	"type=BIOAGRESSOR, $=acariens, form=Acariens"
"bsv_ail_mp_n11_06062019_cle816b36"	"directe contre les"	"acariens"	". Mesures prophylact"	"6881-6889"	"type=BIOAGRESSOR, $=acariens, form=acariens"
"bsv_arbo_66_2015_cle479316"	"POMMIER A retenir :"	"TAVELURE"	"Première contaminat"	"431-439"	"type=BIOAGRESSOR, $=tavelure, form=TAVELURE"
"bsv_arbo_66_2015_cle479316"	"s pluies annoncées."	"OIDIUM"	"Surveiller les pous"	"624-630"	"type=BIOAGRESSOR, $=oïdium, form=OIDIUM"
"bsv_arbo_66_2015_cle479316"	"es pousses oïdiées."	"PUCERON"	"CENDRE Fondatrices"	"663-670"	"type=BIOAGRESSOR, $=puceron, form=PUCERON"
"bsv_arbo_66_2015_cle479316"	"tatif sensible à la"	"tavelure"	". Les Bulletins de S"	"1882-1890"	"type=BIOAGRESSOR, $=tavelure, form=tavelure"
"bsv_arbo_66_2015_cle479316"	"ars 2015 Page 2 / 5"	"Tavelure"	"(Venturia inaequali"	"2112-2120"	"type=BIOAGRESSOR, $=tavelure, form=Tavelure"
"bsv_arbo_66_2015_cle479316"	"sur la biologie du"	"champignon"	": voir le BSV n°64."	"2169-2179"	"type=BIOAGRESSOR, $=champignon, form=champignon"
"bsv_arbo_66_2015_cle479316"	"de la modélisation"	"Tavelure"	"DGAL Inoki - Statio"	"2989-2997"	"type=BIOAGRESSOR, $=tavelure, form=Tavelure"
"bsv_arbo_66_2015_cle479316"	"sur la biologie du"	"champignon"	": voir le BSV n°64."	"4699-4709"	"type=BIOAGRESSOR, $=champignon, form=champignon"
"bsv_arbo_66_2015_cle479316"	"ecté régulièrement."	"Oïdium"	"(Podosphaera leucot"	"5405-5411"	"type=BIOAGRESSOR, $=oïdium, form=Oïdium"
"bsv_arbo_66_2015_cle479316"	"sur la biologie du"	"champignon"	": voir le BSV n°65."	"5464-5474"	"type=BIOAGRESSOR, $=champignon, form=champignon"
"bsv_arbo_66_2015_cle479316"	"estimer le risque """	"oïdium"	""" en observant les"	"5650-5656"	"type=BIOAGRESSOR, $=oïdium, form=oïdium"
"bsv_arbo_66_2015_cle479316"	"ars 2015 Page 4 / 5"	"Puceron"	"cendré du pommier ("	"6046-6053"	"type=BIOAGRESSOR, $=puceron, form=Puceron"
"bsv_arbo_66_2015_cle479316"	"ces sur bourgeon Le"	"puceron"	"cendré hiverne à l'"	"6123-6130"	"type=BIOAGRESSOR, $=puceron, form=puceron"
"bsv_arbo_66_2015_cle479316"	"lte A proximité des"	"pucerons"	", nous observons rég"	"6599-6607"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"bsv_arbo_66_2015_cle479316"	"de B au stade D. La"	"larve"	"se nourrit à partir"	"6817-6822"	"type=BIOAGRESSOR, $=larve, form=larve"
"bsv_arbo_66_2015_cle479316"	"vernent à l'état de"	"larves"	"réfugiées dans des"	"7700-7706"	"type=BIOAGRESSOR, $=larve, form=larves"
"bsv_arbo_75_2015_cle429b97"	"POMMIER A retenir :"	"TAVELURE"	"Persistance du risq"	"430-438"	"type=BIOAGRESSOR, $=tavelure, form=TAVELURE"
"bsv_arbo_75_2015_cle429b97"	"s (1 er et 2 juin)."	"OIDIUM"	"Observation de jeun"	"516-522"	"type=BIOAGRESSOR, $=oïdium, form=OIDIUM"
"bsv_arbo_75_2015_cle429b97"	"ations secondaires."	"PUCERON"	"CENDRE Présence pon"	"590-597"	"type=BIOAGRESSOR, $=puceron, form=PUCERON"
"bsv_arbo_75_2015_cle429b97"	"gers de production."	"PUCERON"	"VERT Puceron vert n"	"651-658"	"type=BIOAGRESSOR, $=puceron, form=PUCERON"
"bsv_arbo_75_2015_cle429b97"	"ction. PUCERON VERT"	"Puceron"	"vert non migrant (A"	"664-671"	"type=BIOAGRESSOR, $=puceron, form=Puceron"
"bsv_arbo_75_2015_cle429b97"	"jeunes plantations."	"PUCERON"	"LANIGERE Situation"	"739-746"	"type=BIOAGRESSOR, $=puceron, form=PUCERON"
"bsv_arbo_75_2015_cle429b97"	"ologiques. PUNAISES"	"Larves"	"de punaises et piqû"	"1120-1126"	"type=BIOAGRESSOR, $=larve, form=Larves"
"bsv_arbo_75_2015_cle429b97"	"PUNAISES Larves de"	"punaises"	"et piqûres sur frui"	"1130-1138"	"type=BIOAGRESSOR, $=punaise, form=punaises"
"bsv_arbo_75_2015_cle429b97"	"s. AUTRES RAVAGEURS"	"Cécidomyie"	", acarien rouge, min"	"1326-1336"	"type=BIOAGRESSOR, $=cécidomyie, form=Cécidomyie"
"bsv_arbo_75_2015_cle429b97"	"VAGEURS Cécidomyie,"	"acarien rouge"	", mineuse marbrée et"	"1338-1351"	"type=BIOAGRESSOR, $=acarien rouge, form=acarien rouge"
"bsv_arbo_75_2015_cle429b97"	"VAGEURS Cécidomyie,"	"acarien rouge"	", mineuse marbrée et"	"1338-1351"	"type=BIOAGRESSOR, $=acarien rouge, form=acarien rouge"
"bsv_arbo_75_2015_cle429b97"	"yie, acarien rouge,"	"mineuse"	"marbrée et sinueuse"	"1353-1360"	"type=BIOAGRESSOR, $=mineuse, form=mineuse"
"bsv_arbo_75_2015_cle429b97"	"arbrée et sinueuse,"	"charançon"	"phyllophage (Polydr"	"1382-1391"	"type=BIOAGRESSOR, $=charançon, form=charançon"
"bsv_arbo_75_2015_cle429b97"	"usus impressifons),"	"cicadelle"	"verte, cèphe du poi"	"1431-1440"	"type=BIOAGRESSOR, $=cicadelle, form=cicadelle"
"bsv_arbo_75_2015_cle429b97"	"mai 2015 Page 2 / 8"	"Tavelure"	"(Venturia inaequali"	"2479-2487"	"type=BIOAGRESSOR, $=tavelure, form=Tavelure"
"bsv_arbo_75_2015_cle429b97"	"sur la biologie du"	"champignon"	": voir le BSV n°64."	"2554-2564"	"type=BIOAGRESSOR, $=champignon, form=champignon"
"bsv_arbo_75_2015_cle429b97"	"de la modélisation"	"Tavelure"	"DGAL Inoki - Statio"	"3082-3090"	"type=BIOAGRESSOR, $=tavelure, form=Tavelure"
"bsv_arbo_75_2015_cle429b97"	"e, les symptômes de"	"tavelure"	"sont en nette progr"	"5065-5073"	"type=BIOAGRESSOR, $=tavelure, form=tavelure"
"bsv_arbo_75_2015_cle429b97"	"sous). Symptômes de"	"tavelure"	"sur les parcelles d"	"5337-5345"	"type=BIOAGRESSOR, $=tavelure, form=tavelure"
"bsv_arbo_75_2015_cle429b97"	"hes. Jeune tache de"	"tavelure"	"et détail des filam"	"5893-5901"	"type=BIOAGRESSOR, $=tavelure, form=tavelure"
"bsv_arbo_75_2015_cle429b97"	"mycélium Taches de"	"tavelure"	"plus anciennes Phot"	"5948-5956"	"type=BIOAGRESSOR, $=tavelure, form=tavelure"
"bsv_arbo_75_2015_cle429b97"	"arentes BSV Pommier"	"Oïdium"	"(Podosphaera leucot"	"7150-7156"	"type=BIOAGRESSOR, $=oïdium, form=Oïdium"
"bsv_arbo_75_2015_cle429b97"	"rise le 26 mai 2015"	"Puceron"	"cendré du pommier ("	"7892-7899"	"type=BIOAGRESSOR, $=puceron, form=Puceron"
"bsv_arbo_75_2015_cle429b97"	"ers non traités, ce"	"puceron"	"est mobile et colon"	"7988-7995"	"type=BIOAGRESSOR, $=puceron, form=puceron"
"bsv_arbo_75_2015_cle429b97"	". En septembre, les"	"pucerons"	"ailés se réinstalle"	"8413-8421"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"bsv_arbo_75_2015_cle429b97"	"rphes, coccinelles,"	"punaises"	"prédatrices, forfic"	"8581-8589"	"type=BIOAGRESSOR, $=punaise, form=punaises"
"bsv_arbo_75_2015_cle429b97"	"cules, hyménoptères"	"parasitoïdes"	", cécidomyies), mais"	"8628-8640"	"type=BIOAGRESSOR, $=parasitoïdes, form=parasitoïdes"
"bsv_arbo_75_2015_cle429b97"	"tères parasitoïdes,"	"cécidomyies"	"), mais leur efficac"	"8642-8653"	"type=BIOAGRESSOR, $=cécidomyie, form=cécidomyies"
"bsv_arbo_75_2015_cle429b97"	"ein de la parcelle."	"Pucerons"	"cendrés ailés Photo"	"8716-8724"	"type=BIOAGRESSOR, $=puceron, form=Pucerons"
"bsv_arbo_75_2015_cle429b97"	"ler les colonies de"	"pucerons"	". En vergers contami"	"8883-8891"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"bsv_arbo_75_2015_cle429b97"	"mple présence de ce"	"puceron"	"constitue le seuil"	"8994-9001"	"type=BIOAGRESSOR, $=puceron, form=puceron"
"bsv_arbo_75_2015_cle429b97"	"arentes BSV Pommier"	"Puceron"	"vert non migrant (A"	"9215-9222"	"type=BIOAGRESSOR, $=puceron, form=Puceron"
"bsv_arbo_75_2015_cle429b97"	"sse infestée par le"	"puceron"	"vert, avec présence"	"9376-9383"	"type=BIOAGRESSOR, $=puceron, form=puceron"
"bsv_arbo_75_2015_cle429b97"	"uation sanitaire Ce"	"puceron"	"est ponctuellement"	"9439-9446"	"type=BIOAGRESSOR, $=puceron, form=puceron"
"bsv_arbo_75_2015_cle429b97"	"uation du risque Ce"	"puceron"	"est rarement danger"	"9625-9632"	"type=BIOAGRESSOR, $=puceron, form=puceron"
"bsv_arbo_75_2015_cle429b97"	"ses occupées par le"	"puceron"	"vert. Puceron lanig"	"9888-9895"	"type=BIOAGRESSOR, $=puceron, form=puceron"
"bsv_arbo_75_2015_cle429b97"	"ar le puceron vert."	"Puceron"	"lanigère (Eriosoma"	"9902-9909"	"type=BIOAGRESSOR, $=puceron, form=Puceron"
"bsv_arbo_75_2015_cle429b97"	"re La migration des"	"pucerons"	"se poursuit sur les"	"10067-10075"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"bsv_arbo_75_2015_cle429b97"	"ts (nombreux jeunes"	"pucerons"	"sur pousses et prod"	"10268-10276"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"bsv_arbo_75_2015_cle429b97"	"fruits touchés. Les"	"larves"	"présentes à l'intér"	"12630-12636"	"type=BIOAGRESSOR, $=larve, form=larves"
"bsv_arbo_75_2015_cle429b97"	"issance à de jeunes"	"larves"	". Celles-ci vont pas"	"13316-13322"	"type=BIOAGRESSOR, $=larve, form=larves"
"bsv_arbo_75_2015_cle429b97"	"eler la présence de"	"punaises"	". Xylébore (Xyleboru"	"13742-13750"	"type=BIOAGRESSOR, $=punaise, form=punaises"
"bsv_arbo_75_2015_cle429b97"	"oto ci-contre). Les"	"larves"	"se développent dans"	"15089-15095"	"type=BIOAGRESSOR, $=larve, form=larves"
"bsv_arbo_n25_19092017_cle4b1c13"	"17 ESPÈCES à PÉPINS"	"Tavelure"	": Risque de contami"	"732-740"	"type=BIOAGRESSOR, $=tavelure, form=Tavelure"
"bsv_arbo_n25_19092017_cle4b1c13"	"s maladies. PRUNIER"	"Rouille"	": Dégâts importants"	"1271-1278"	"type=BIOAGRESSOR, $=rouille, form=Rouille"
"bsv_arbo_n25_19092017_cle4b1c13"	"révue fin septembre."	"Cicadelle"	"verte : Présence d'"	"1690-1699"	"type=BIOAGRESSOR, $=cicadelle, form=Cicadelle"
"bsv_arbo_n25_19092017_cle4b1c13"	". ESPÈCES À PÉPINS"	"Tavelure"	"(Venturia inaequali"	"1817-1825"	"type=BIOAGRESSOR, $=tavelure, form=Tavelure"
"bsv_arbo_n25_19092017_cle4b1c13"	"es avec présence de"	"tavelure"	"Maladies de conser"	"2152-2160"	"type=BIOAGRESSOR, $=tavelure, form=tavelure"
"bsv_arbo_n25_19092017_cle4b1c13"	"e et des crottes de"	"mouche"	"Ces deux maladies s"	"3669-3675"	"type=BIOAGRESSOR, $=mouche, form=mouche"
"bsv_arbo_n25_19092017_cle4b1c13"	"adie des crottes de"	"mouche"	"provoque de petites"	"3908-3914"	"type=BIOAGRESSOR, $=mouche, form=mouche"
"bsv_arbo_n25_19092017_cle4b1c13"	"ur les "" crottes de"	"mouche"	""", la contamination"	"4119-4125"	"type=BIOAGRESSOR, $=mouche, form=mouche"
"bsv_arbo_n25_19092017_cle4b1c13"	"ie des "" crottes de"	"mouche"	""" Photo CA 82 Feu"	"4432-4438"	"type=BIOAGRESSOR, $=mouche, form=mouche"
"bsv_arbo_n25_19092017_cle4b1c13"	"82 Feu bactérien ("	"Erwinia amylovora"	") L'expression des s"	"4469-4486"	"type=BIOAGRESSOR, $=erwinia amylovora, form=Erwinia amylovora"
"bsv_arbo_n25_19092017_cle4b1c13"	"82 Feu bactérien ("	"Erwinia amylovora"	") L'expression des s"	"4469-4486"	"type=BIOAGRESSOR, $=erwinia amylovora, form=Erwinia amylovora"
"bsv_arbo_n25_19092017_cle4b1c13"	"ilité : présence de"	"larves"	"Carpocapse des pomm"	"5472-5478"	"type=BIOAGRESSOR, $=larve, form=larves"
"bsv_arbo_n25_19092017_cle4b1c13"	"éclosions de jeunes"	"larves"	"(3 ème génération)"	"5922-5928"	"type=BIOAGRESSOR, $=larve, form=larves"
"bsv_arbo_n25_19092017_cle4b1c13"	"s touchés. POMMIER"	"Black rot"	"(Sphaeropsis maloru"	"6452-6461"	"type=BIOAGRESSOR, $=black rot, form=Black rot"
"bsv_arbo_n25_19092017_cle4b1c13"	"s touchés. POMMIER"	"Black rot"	"(Sphaeropsis maloru"	"6452-6461"	"type=BIOAGRESSOR, $=black rot, form=Black rot"
"bsv_arbo_n25_19092017_cle4b1c13"	"Dégâts atypiques de"	"Black rot"	"sur Fuji - Photo CA"	"7105-7114"	"type=BIOAGRESSOR, $=black rot, form=Black rot"
"bsv_arbo_n25_19092017_cle4b1c13"	"Dégâts atypiques de"	"Black rot"	"sur Fuji - Photo CA"	"7105-7114"	"type=BIOAGRESSOR, $=black rot, form=Black rot"
"bsv_arbo_n25_19092017_cle4b1c13"	"bactérie. PRUNIER"	"Rouille"	"(Tranzschelia pruni"	"7474-7481"	"type=BIOAGRESSOR, $=rouille, form=Rouille"
"bsv_arbo_n25_19092017_cle4b1c13"	"pruni-spinosae) La"	"rouille"	"est un champignon q"	"7515-7522"	"type=BIOAGRESSOR, $=rouille, form=rouille"
"bsv_arbo_n25_19092017_cle4b1c13"	") La rouille est un"	"champignon"	"qui provoque la for"	"7530-7540"	"type=BIOAGRESSOR, $=champignon, form=champignon"
"bsv_arbo_n25_19092017_cle4b1c13"	"sont sensibles à la"	"rouille"	". Sur variétés japon"	"7837-7844"	"type=BIOAGRESSOR, $=rouille, form=rouille"
"bsv_arbo_n25_19092017_cle4b1c13"	"). Les symptômes de"	"rouille"	"sur feuille se sont"	"8047-8054"	"type=BIOAGRESSOR, $=rouille, form=rouille"
"bsv_arbo_n25_19092017_cle4b1c13"	"les ou sur fruits."	"Cicadelle"	"verte (Typhlocyba f"	"9380-9389"	"type=BIOAGRESSOR, $=cicadelle, form=Cicadelle"
"bsv_arbo_n25_19092017_cle4b1c13"	"locyba frogatti) La"	"cicadelle"	"verte est un insect"	"9421-9430"	"type=BIOAGRESSOR, $=cicadelle, form=cicadelle"
"bsv_arbo_n25_19092017_cle4b1c13"	"3 à 4 mm et dont la"	"larve"	", de même aspect que"	"9493-9498"	"type=BIOAGRESSOR, $=larve, form=larve"
"bsv_arbo_n25_19092017_cle4b1c13"	"l'arbre. Dégâts de"	"cicadelle"	"verte sur pousse de"	"10029-10038"	"type=BIOAGRESSOR, $=cicadelle, form=cicadelle"
"bsv_grandes_cultures_n27_18052017_cle88cbb1-1"	"0 18 mai 2017 COLZA"	"Oïdium"	": Fin de la période"	"804-810"	"type=BIOAGRESSOR, $=oïdium, form=Oïdium"
"bsv_grandes_cultures_n27_18052017_cle88cbb1-1"	"a période de risque."	"Puceron"	"cendré : Fin de la"	"841-848"	"type=BIOAGRESSOR, $=puceron, form=Puceron"
"bsv_grandes_cultures_n27_18052017_cle88cbb1-1"	"L POIS PROTEAGINEUX"	"Puceron"	"noir : Risque moyen"	"928-935"	"type=BIOAGRESSOR, $=puceron, form=Puceron"
"bsv_grandes_cultures_n27_18052017_cle88cbb1-1"	"noir : Risque moyen."	"Rouille"	": Risque faible dan"	"956-963"	"type=BIOAGRESSOR, $=rouille, form=Rouille"
