"bsv"	"context before"	"date"	"match"	"context after"	"location"	"features"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"/08/2012 19/08/2012"	"29/08/"	""	"2012 03/09/2012 06/0"	"3214-3220"	"type=MM-YYYY, form=29/08/"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"12 19/08/2012 29/08/"	"2012"	""	"03/09/2012 06/09/20"	"3220-3224"	"type=YYYY, form=2012"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"/08/2012 29/08/2012"	"03/09/"	""	"2012 06/09/2012 11/0"	"3225-3231"	"type=MM-YYYY, form=03/09/"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"12 29/08/2012 03/09/"	"2012"	""	"06/09/2012 11/08/20"	"3231-3235"	"type=YYYY, form=2012"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"/08/2012 03/09/2012"	"06/09/"	""	"2012 11/08/2012 23/0"	"3236-3242"	"type=MM-YYYY, form=06/09/"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"12 03/09/2012 06/09/"	"2012"	""	"11/08/2012 23/08/20"	"3242-3246"	"type=YYYY, form=2012"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"/09/2012 06/09/2012"	"11/08/"	""	"2012 23/08/2012 28/0"	"3247-3253"	"type=MM-YYYY, form=11/08/"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"12 06/09/2012 11/08/"	"2012"	""	"23/08/2012 28/08/20"	"3253-3257"	"type=YYYY, form=2012"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"/09/2012 11/08/2012"	"23/08/"	""	"2012 28/08/2012 28/0"	"3258-3264"	"type=MM-YYYY, form=23/08/"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"12 11/08/2012 23/08/"	"2012"	""	"28/08/2012 28/08/20"	"3264-3268"	"type=YYYY, form=2012"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"/08/2012 23/08/2012"	"28/08/"	""	"2012 28/08/2012 28/0"	"3269-3275"	"type=MM-YYYY, form=28/08/"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"12 23/08/2012 28/08/"	"2012"	""	"28/08/2012 28/08/20"	"3275-3279"	"type=YYYY, form=2012"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"/08/2012 28/08/2012"	"28/08/"	""	"2012 28/08/2012 ADRI"	"3280-3286"	"type=MM-YYYY, form=28/08/"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"12 28/08/2012 28/08/"	"2012"	""	"28/08/2012 ADRIANA"	"3286-3290"	"type=YYYY, form=2012"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"/08/2012 28/08/2012"	"28/08/"	""	"2012 ADRIANA DK Exst"	"3291-3297"	"type=MM-YYYY, form=28/08/"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"12 28/08/2012 28/08/"	"2012"	""	"ADRIANA DK Exstorm"	"3297-3301"	"type=YYYY, form=2012"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"des Cultures "" N°10"	"30 avril 2013"	""	"2 Relation capture"	"4349-4362"	"type=DD-MM-YYYY, form=30 avril 2013"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"s déformées"	"15
  
  
    10"	""	"5"	"4449-4464"	"type=DD-MM, form=15
  
  
    10"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"60"	"80
  
  
    100"	""	"Nbre de c"	"4550-4566"	"type=DD-MM, form=80
  
  
    100"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"des Cultures "" N°10"	"30 avril 2013"	""	"3 Abeilles et poll"	"6329-6342"	"type=DD-MM-YYYY, form=30 avril 2013"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"note nationale BSV"	"2012"	""	"sur les abeilles 1."	"7697-7701"	"type=YYYY, form=2012"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"des Cultures "" N°10"	"30 avril 2013"	""	"4 Sclerotinia Il n"	"10078-10091"	"type=DD-MM-YYYY, form=30 avril 2013"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"des Cultures "" N°10"	"30 avril 2013"	""	"5 BLE d'Hiver Rése"	"11745-11758"	"type=DD-MM-YYYY, form=30 avril 2013"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"ateaux. Blé"	"15
  
  
    12"	""	"13 Nb"	"12024-12039"	"type=DD-MM, form=15
  
  
    12"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"nt des semis de fin"	"octobre"	""	". Sur ces parcelles,"	"12913-12920"	"type=MM, form=octobre"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"des Cultures "" N°10"	"30 avril 2013"	""	"6 Maladie septorio"	"13018-13031"	"type=DD-MM-YYYY, form=30 avril 2013"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"CHOISIR et décider"	"2 2012"	""	"Comportement des pr"	"14310-14316"	"type=DD-MM, form=2 2012"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"pluriannuels, 35 en"	"2012"	""	"( ) : à confirmer B"	"15135-15139"	"type=YYYY, form=2012"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"des Cultures "" N°10"	"30 avril 2013"	""	"7 Infos du modèle"	"15213-15226"	"type=DD-MM-YYYY, form=30 avril 2013"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"ations Levée du"	"10/10/"	""	"2012 25"	"15503-15509"	"type=MM-YYYY, form=10/10/"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"Levée du 10/10/"	"2012"	""	"25 25"	"15509-15513"	"type=YYYY, form=2012"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"es. Infos du modèle"	"SEPTO"	""	"-LIS (Arvalis) SEPTO"	"15918-15923"	"type=MM, form=SEPTO"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"SEPTO-LIS (Arvalis)"	"SEPTO"	""	"-LIS identifie les s"	"15938-15943"	"type=MM, form=SEPTO"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"stimé par le modèle"	"SEPTO"	""	"-LIS pour variétés s"	"16093-16098"	"type=MM, form=SEPTO"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"t Stations Levée du"	"10/10/"	""	"2012 Levée du 01/11/"	"16194-16200"	"type=MM-YYYY, form=10/10/"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"ions Levée du 10/10/"	"2012"	""	"Levée du 01/11/2091"	"16200-16204"	"type=YYYY, form=2012"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"sibles semées début"	"octobre"	""	". Ces situations son"	"16768-16775"	"type=MM, form=octobre"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"des Cultures "" N°10"	"30 avril 2013"	""	"8 Orge hiver Nbre"	"17244-17257"	"type=DD-MM-YYYY, form=30 avril 2013"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"des Cultures "" N°10"	"30 avril 2013"	""	"9 L'état sanitaire"	"18182-18195"	"type=DD-MM-YYYY, form=30 avril 2013"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"- Esterel semée le"	"24 octobre"	""	"la dernière feuille"	"18444-18454"	"type=DD-MM, form=24 octobre"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"des Cultures "" N°10"	"30 avril 2013"	""	"10 ORGE PRINTEMPS"	"18981-18994"	"type=DD-MM-YYYY, form=30 avril 2013"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"Les semis de début"	"mars"	""	"sont au stade talla"	"19061-19065"	"type=MM, form=mars"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"d'Amancey semée au"	"1 octobre"	""	"est au stade 1 nœud"	"19302-19311"	"type=DD-MM, form=1 octobre"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"des Cultures "" N°10"	"30 avril 2013"	""	"11 TOURNESOL Résea"	"19578-19591"	"type=DD-MM-YYYY, form=30 avril 2013"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"s premiers semis du"	"7 avril"	""	"sont au stade 1 pai"	"19655-19662"	"type=DD-MM, form=7 avril"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"des Cultures "" N°10"	"30 avril 2013"	""	"12 ORGANISMES REGL"	"20035-20048"	"type=DD-MM-YYYY, form=30 avril 2013"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"/Note nationale BSV"	"2013"	""	"signalement ONR cle"	"20281-20285"	"type=YYYY, form=2013"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"étrie depuis le 1er"	"janvier 2013"	""	"(mm) Pluviométrie d"	"20498-20510"	"type=MM-YYYY, form=janvier 2013"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"di au dimanche) 319,"	"4 101"	""	",4 393,4 131,9 403,8"	"20605-20610"	"type=DD-MM, form=4 101"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"9,4 101,4 393,4 131,"	"9
403"	""	",8 123 355,9 108,3 4"	"20623-20628"	"type=DD-MM, form=9
403"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"1,4 393,4 131,9 403,"	"8 123"	""	"355,9 108,3 462,3 1"	"20629-20634"	"type=DD-MM, form=8 123"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"131,9 403,8 123 355,"	"9 108"	""	",3 462,3 125,5 274,9"	"20639-20644"	"type=DD-MM, form=9 108"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"123 355,9 108,3 462,"	"3 125"	""	",5 274,9 114,1 54,6"	"20651-20656"	"type=DD-MM, form=3 125"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"8,3 462,3 125,5 274,"	"9 114"	""	",1 54,6 55,8 59 60,2"	"20663-20668"	"type=DD-MM, form=9 114"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"étrie depuis le 1er"	"janvier 2013"	""	"(mm) Pluviométrie d"	"20794-20806"	"type=MM-YYYY, form=janvier 2013"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"di au dimanche) 277,"	"1 109"	""	",3 274,6 120,4 296,8"	"20901-20906"	"type=DD-MM, form=1 109"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"he) 277,1 109,3 274,"	"6 120"	""	",4 296,8 104 274,8 9"	"20913-20918"	"type=DD-MM, form=6 120"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"9,3 274,6 120,4 296,"	"8 104"	""	"274,8 97,1 313,9 95"	"20925-20930"	"type=DD-MM, form=8 104"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"des Cultures "" N°10"	"30 avril 2013"	""	"13"	"21093-21106"	"type=DD-MM-YYYY, form=30 avril 2013"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"OMTE Bulletin N° 14"	"28 mai 2013"	""	"Fauchage des bordur"	"385-396"	"type=DD-MM-YYYY, form=28 mai 2013"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"des Cultures "" N°14"	"28 mai 2013"	""	"1 Sclerotinia Tach"	"1105-1116"	"type=DD-MM-YYYY, form=28 mai 2013"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"écoces. Blé"	"14
    12"	""	"10 8 6"	"1546-1555"	"type=DD-MM, form=14
    12"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"6 4 2"	"0
  
  
    12"	""	"Nbre de parcell"	"1591-1605"	"type=DD-MM, form=0
  
  
    12"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"des pluies de début"	"mai"	""	". Les contaminations"	"2039-2042"	"type=MM, form=mai"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"ies postérieures au"	"10 mai"	""	"sont en incubation"	"2090-2096"	"type=DD-MM, form=10 mai"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"des Cultures "" N°14"	"28 mai 2013"	""	"2 Forte attaque de"	"2905-2916"	"type=DD-MM-YYYY, form=28 mai 2013"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"29-avr."	"6-mai"	""	"F4"	"3250-3255"	"type=MM, form=6-mai"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"F4"	"13-mai"	""	"F3 F2"	"3279-3285"	"type=MM, form=13-mai"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"F2"	"20-mai"	""	"F1 27"	"3316-3322"	"type=MM, form=20-mai"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"ai F1"	"27-mai"	""	"Niveau de"	"3340-3346"	"type=MM, form=27-mai"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"pdf/Note commune VF"	"2013"	""	"cle0dadc4.pdf Rouil"	"4104-4108"	"type=YYYY, form=2013"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"des Cultures "" N°14"	"28 mai 2013"	""	"3 Microdochium spp"	"4290-4301"	"type=DD-MM-YYYY, form=28 mai 2013"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"au de Risque Photos"	"2010"	""	"Voir la note commun"	"4637-4641"	"type=YYYY, form=2010"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"ES CEREALESA PAILLE"	"2013"	""	"(page 9) sur le sit"	"4742-4746"	"type=YYYY, form=2013"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"pdf/Note commune VF"	"2013"	""	"cle0dadc4.pdf Sympt"	"4841-4845"	"type=YYYY, form=2013"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"nsibilité variétale"	"2011"	""	"et 2012 etla grille"	"6235-6239"	"type=YYYY, form=2011"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"é variétale 2011 et"	"2012"	""	"etla grille d'évalu"	"6243-6247"	"type=YYYY, form=2012"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"des Cultures "" N°14"	"28 mai 2013"	""	"4 Source ARVALIS E"	"6338-6349"	"type=DD-MM-YYYY, form=28 mai 2013"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"CHOISIR et décider"	"2011"	""	"Source ARVALIS Extr"	"6398-6402"	"type=YYYY, form=2011"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"CHOISIR et décider"	"2012"	""	"Niveaux de risque f"	"6448-6452"	"type=YYYY, form=2012"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"des Cultures "" N°14"	"28 mai 2013"	""	"5 Niveau de Risque"	"6827-6838"	"type=DD-MM-YYYY, form=28 mai 2013"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"idomyies de l'année"	"2012"	""	"au chemin suivant :"	"8833-8837"	"type=YYYY, form=2012"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"in N° 25 semaine 31"	"3 août 2012"	""	"page 13-14-15 Sur l"	"9036-9047"	"type=DD-MM-YYYY, form=3 août 2012"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"des Cultures "" N°14"	"28 mai 2013"	""	"6 Attention dans l"	"9325-9336"	"type=DD-MM-YYYY, form=28 mai 2013"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"vr. 29-avr."	"06-mai
  
  
    13-mai"	""	"20-mai"	"10472-10495"	"type=DD-MM, form=06-mai
  
  
    13-mai"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"13-mai"	"20-mai
  

27-mai"	""	"0 22-avr. 29-avr. 0"	"10506-10523"	"type=DD-MM, form=20-mai
  

27-mai"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"i 0 22-avr. 29-avr."	"06-mai
13-mai"	""	"20-mai 27-mai"	"10542-10555"	"type=DD-MM, form=06-mai
13-mai"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"-avr. 06-mai 13-mai"	"20-mai
27-mai"	""	"F4"	"10556-10569"	"type=DD-MM, form=20-mai
27-mai"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"des Cultures "" N°14"	"28 mai 2013"	""	"7 ORGE PRINTEMPS R"	"10920-10931"	"type=DD-MM-YYYY, form=28 mai 2013"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"des Cultures "" N°14"	"28 mai 2013"	""	"8 Maladies Sur le"	"12066-12077"	"type=DD-MM-YYYY, form=28 mai 2013"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"s premiers semis du"	"7 avril"	""	"sont au stade 7 feu"	"12427-12434"	"type=DD-MM, form=7 avril"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"des Cultures "" N°14"	"28 mai 2013"	""	"9 Puceron noir de"	"13430-13441"	"type=DD-MM-YYYY, form=28 mai 2013"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"semis de maïs début"	"juin"	""	"). Maïs Pieds de maï"	"14281-14285"	"type=MM, form=juin"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"des Cultures "" N°14"	"28 mai 2013"	""	"10 Adventices Nive"	"14375-14386"	"type=DD-MM-YYYY, form=28 mai 2013"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"des Cultures "" N°14"	"28 mai 2013"	""	"11 METEO Elaboré à"	"14757-14768"	"type=DD-MM-YYYY, form=28 mai 2013"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"JULIEN TAVAUX Mois"	"Janvier"	""	"Février Mars Avril"	"14933-14940"	"type=MM, form=Janvier"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"TAVAUX Mois Janvier"	"Février"	""	"Mars Avril Mai Juin"	"14941-14948"	"type=MM, form=Février"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"ois Janvier Février"	"Mars"	""	"Avril Mai Juin Juil"	"14949-14953"	"type=MM, form=Mars"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"anvier Février Mars"	"Avril"	""	"Mai Juin Juillet Ao"	"14954-14959"	"type=MM, form=Avril"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"Février Mars Avril"	"Mai"	""	"Juin Juillet Août S"	"14960-14963"	"type=MM, form=Mai"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"rier Mars Avril Mai"	"Juin"	""	"Juillet Août Septem"	"14964-14968"	"type=MM, form=Juin"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"Mars Avril Mai Juin"	"Juillet"	""	"Août Septembre Octo"	"14969-14976"	"type=MM, form=Juillet"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"il Mai Juin Juillet"	"Août"	""	"Septembre Octobre N"	"14977-14981"	"type=MM, form=Août"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"i Juin Juillet Août"	"Septembre"	""	"Octobre Novembre Dé"	"14982-14991"	"type=MM, form=Septembre"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"llet Août Septembre"	"Octobre"	""	"Novembre Décembre T"	"14992-14999"	"type=MM, form=Octobre"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"t Septembre Octobre"	"Novembre"	""	"Décembre Total Temp"	"15000-15008"	"type=MM, form=Novembre"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"re Octobre Novembre"	"Décembre"	""	"Total Temp MOYENNE("	"15009-15017"	"type=MM, form=Décembre"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"1,9 0,5 4,"	"9
    10"	""	",3 0,0"	"15218-15226"	"type=DD-MM, form=9
    10"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"1,8 76,4 49,"	"8
    109"	""	",2 91,2 0,0"	"15330-15339"	"type=DD-MM, form=8
    109"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"-0,9 4,2 9,"	"1
    10"	""	",4 0,0 0,0"	"15454-15462"	"type=DD-MM, form=1
    10"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"2,5 0,4 5,"	"6
    10"	""	",7 11,7 0,0"	"15676-15684"	"type=DD-MM, form=6
    10"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"0,4 5,6 10,"	"7
    11"	""	",7 0,0 0,0"	"15685-15693"	"type=DD-MM, form=7
    11"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"0,0 0,0 6,"	"2
  
  
    116"	""	",6 84,4 79,8"	"15758-15773"	"type=DD-MM, form=2
  
  
    116"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"0,0 0,0 0,"	"0
    605"	""	",8 2,5"	"15868-15877"	"type=DD-MM, form=0
    605"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"2,5 0,3 5,"	"8
    10"	""	",7 11,9 0,0"	"15908-15916"	"type=DD-MM, form=8
    10"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"0,3 5,8 10,"	"7
    11"	""	",9 0,0 0,0"	"15917-15925"	"type=DD-MM, form=7
    11"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"0,0 0,0 6,"	"2
  
  
    111"	""	",5 68,0 68,1"	"15990-16005"	"type=DD-MM, form=2
  
  
    111"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"1,5 68,0 68,"	"1
    116"	""	",7 154,1 0,0"	"16024-16033"	"type=DD-MM, form=1
    116"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"-0,6 5,3 9,"	"4
    11"	""	",2 0,0 0,0"	"16149-16157"	"type=DD-MM, form=4
    11"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No14_-_28_MAI_2013_cle4c4dec"	"5,4 135,"	"9
    116"	""	",3 84,6 140,"	"16238-16247"	"type=DD-MM, form=9
    116"
