"bsv"	"type"	"length"	"context before"	"form"	"prefLabel"	"context after"	"location"	"features"
"BSV_17-VF_cle81c713"	"html"	"12190"	"CETTE SEMAINE Tous"	"arbres fruitiers"	"arboriculture fruitière"	"..................."	"55-71"	"IRI=http://ontology.inrae.fr/frenchcropusage/Arboriculture_fruitiere, tomap-classifier=exact, similarity=1.0, skos-prefLabel=arboriculture fruitière, skos-prefLabel=arboriculture fruitière, skos-prefLabel=arboriculture fruitière, skos-prefLabel=arboriculture fruitière, skos-prefLabel=arboriculture fruitière, form=arbres fruitiers"
"BSV_17-VF_cle81c713"	"html"	"12190"	"fortement augmenté."	"Prunes"	"prunier"	".. . p3Carpocapse d"	"262-268"	"IRI=http://ontology.inrae.fr/frenchcropusage/Pruniers, tomap-classifier=exact, similarity=1.0, skos-prefLabel=prunier, skos-prefLabel=prunier, skos-prefLabel=prunier, skos-prefLabel=prunier, skos-prefLabel=prunier, skos-prefLabel=prunier, skos-prefLabel=prunier, skos-prefLabel=prunier, skos-prefLabel=prunier, skos-prefLabel=prunier, form=Prunes"
"BSV_17-VF_cle81c713"	"html"	"12190"	". p3Carpocapse des"	"prunes"	"prunier"	": les dégâts sur fr"	"291-297"	"IRI=http://ontology.inrae.fr/frenchcropusage/Pruniers, tomap-classifier=exact, similarity=1.0, skos-prefLabel=prunier, skos-prefLabel=prunier, skos-prefLabel=prunier, skos-prefLabel=prunier, skos-prefLabel=prunier, skos-prefLabel=prunier, skos-prefLabel=prunier, skos-prefLabel=prunier, skos-prefLabel=prunier, skos-prefLabel=prunier, form=prunes"
"BSV_17-VF_cle81c713"	"html"	"12190"	"arves est terminée."	"Cerises"	"cerisier"	".. .. . p4Mouche de"	"486-493"	"IRI=http://ontology.inrae.fr/frenchcropusage/Cerisiers, tomap-classifier=exact, similarity=1.0, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, form=Cerises"
"BSV_17-VF_cle81c713"	"html"	"12190"	".. . p4Mouche de la"	"cerise"	"cerisier"	": le vol est en for"	"517-523"	"IRI=http://ontology.inrae.fr/frenchcropusage/Cerisiers, tomap-classifier=exact, similarity=1.0, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, form=cerise"
"BSV_17-VF_cle81c713"	"html"	"12190"	"forte augmentation."	"Pommes"	"pommier"	"- poires p5Tavelure"	"560-566"	"IRI=http://ontology.inrae.fr/frenchcropusage/Pommiers, tomap-classifier=exact, similarity=1.0, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, form=Pommes"
"BSV_17-VF_cle81c713"	"html"	"12190"	"mentation. Pommes -"	"poires p5Tavelure du pommier"	"poirier"	": pas de période de"	"569-597"	"IRI=http://ontology.inrae.fr/frenchcropusage/Poiriers, tomap-candidate-head=poires, tomap-concept-synonym=poire de table, tomap-significant-head=poires, tomap-classifier=head, similarity=0.16666666666666666, skos-prefLabel=poirier, skos-prefLabel=poirier, skos-prefLabel=poirier, skos-prefLabel=poirier, skos-prefLabel=poirier, skos-prefLabel=poirier, skos-prefLabel=poirier, skos-prefLabel=poirier, form=poires p5Tavelure du pommier"
"BSV_17-VF_cle81c713"	"html"	"12190"	"ssée.Carpocapse des"	"pommes"	"pommier"	": les captures sont"	"658-664"	"IRI=http://ontology.inrae.fr/frenchcropusage/Pommiers, tomap-classifier=exact, similarity=1.0, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, form=pommes"
"BSV_17-VF_cle81c713"	"html"	"12190"	"arcelles du réseau."	"Pommes"	"pommier"	". p6Pucerons lanigè"	"756-762"	"IRI=http://ontology.inrae.fr/frenchcropusage/Pommiers, tomap-classifier=exact, similarity=1.0, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, form=Pommes"
"BSV_17-VF_cle81c713"	"html"	"12190"	"augmentation. Tous"	"arbres fruitiers"	"arboriculture fruitière"	"1 Phénologie La réc"	"1069-1085"	"IRI=http://ontology.inrae.fr/frenchcropusage/Arboriculture_fruitiere, tomap-classifier=exact, similarity=1.0, skos-prefLabel=arboriculture fruitière, skos-prefLabel=arboriculture fruitière, skos-prefLabel=arboriculture fruitière, skos-prefLabel=arboriculture fruitière, skos-prefLabel=arboriculture fruitière, form=arbres fruitiers"
"BSV_17-VF_cle81c713"	"html"	"12190"	"ogie La récolte des"	"cerises"	"cerisier"	"se poursuit. 2 Acar"	"1114-1121"	"IRI=http://ontology.inrae.fr/frenchcropusage/Cerisiers, tomap-classifier=exact, similarity=1.0, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, form=cerises"
"BSV_17-VF_cle81c713"	"html"	"12190"	"réalisée sur chaque"	"verger"	"arboriculture fruitière"	"et prendre en compt"	"2387-2393"	"IRI=http://ontology.inrae.fr/frenchcropusage/Arboriculture_fruitiere, tomap-classifier=exact, similarity=1.0, skos-prefLabel=arboriculture fruitière, skos-prefLabel=arboriculture fruitière, skos-prefLabel=arboriculture fruitière, skos-prefLabel=arboriculture fruitière, skos-prefLabel=arboriculture fruitière, form=verger"
"BSV_17-VF_cle81c713"	"html"	"12190"	"sur 5 parcelles de"	"cerises"	"cerisier"	", 2 parcelles de fra"	"2676-2683"	"IRI=http://ontology.inrae.fr/frenchcropusage/Cerisiers, tomap-classifier=exact, similarity=1.0, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, form=cerises"
"BSV_17-VF_cle81c713"	"html"	"12190"	"n sur 1 parcelle de"	"cerises"	"cerisier"	"avec 66 individus c"	"3038-3045"	"IRI=http://ontology.inrae.fr/frenchcropusage/Cerisiers, tomap-classifier=exact, similarity=1.0, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, form=cerises"
"BSV_17-VF_cle81c713"	"html"	"12190"	"ehors du réseau sur"	"cerises douces"	"cerisier"	"et acides. b. Analy"	"3220-3234"	"IRI=http://ontology.inrae.fr/frenchcropusage/Cerisiers, tomap-classifier=exact, similarity=1.0, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, skos-prefLabel=cerisier, form=cerises douces"
